Tabela 74 - Produção de origem animal, por tipo de produto;;;
Variável - Valor da produção (Mil Reais);;;
Tipo de produto de origem animal - Total;;;
;Ano;;
Caxingó (PI);458;461;497
Cocal (PI);1377;1412;1547
Cocal de Telha (PI);229;292;320
Cocal dos Alves (PI);216;234;242
Coivaras (PI);196;240;233
Colônia do Gurguéia (PI);346;397;436
Colônia do Piauí (PI);1152;1127;1095
Conceição do Canindé (PI);1468;1653;1657
Coronel José Dias (PI);181;453;276
Corrente (PI);3212;3028;3260
Cristalândia do Piauí (PI);835;787;847
Cristino Castro (PI);788;884;931
Curimatá (PI);2104;2224;2258
Currais (PI);303;351;376
Curralinhos (PI);241;286;285
Curral Novo do Piauí (PI);466;413;446
Demerval Lobão (PI);258;281;269
Dirceu Arcoverde (PI);518;585;661
Dom Expedito Lopes (PI);298;296;280
Domingos Mourão (PI);301;455;462
Dom Inocêncio (PI);474;656;782
Elesbão Veloso (PI);2407;3348;3443
Eliseu Martins (PI);483;565;583
Esperantina (PI);1336;1572;1721
Fartura do Piauí (PI);304;672;699
Flores do Piauí (PI);483;569;644
Floresta do Piauí (PI);506;474;396
Floriano (PI);8265;9523;11440
Francinópolis (PI);489;656;687
Francisco Ayres (PI);165;204;213
Francisco Macedo (PI);380;303;335
Francisco Santos (PI);957;879;591
Fronteiras (PI);1222;1075;1166
Geminiano (PI);1291;1207;1575
Gilbués (PI);789;803;876
Guadalupe (PI);282;345;381
Guaribas (PI);94;111;133
Hugo Napoleão (PI);479;481;503
Ilha Grande (PI);583;540;619
Inhuma (PI);1100;1178;1094
Ipiranga do Piauí (PI);549;734;733
Isaías Coelho (PI);1498;1392;1595
Itainópolis (PI);2988;2597;2548
Itaueira (PI);1351;1467;1481
Jacobina do Piauí (PI);1952;1157;1189
Jaicós (PI);1801;1680;2050
Jardim do Mulato (PI);341;385;417
Jatobá do Piauí (PI);479;547;597
Jerumenha (PI);241;296;312
João Costa (PI);195;186;141
Joaquim Pires (PI);683;788;795
Joca Marques (PI);376;462;464
José de Freitas (PI);1605;1676;1666
Juazeiro do Piauí (PI);404;466;523
Júlio Borges (PI);1169;1197;1272
Jurema (PI);204;1170;968
Lagoinha do Piauí (PI);257;258;260
Lagoa Alegre (PI);169;179;182
Lagoa do Barro do Piauí (PI);681;663;621
Lagoa de São Francisco (PI);113;169;190
Lagoa do Piauí (PI);184;206;208
Lagoa do Sítio (PI);627;644;770
Landri Sales (PI);503;619;649
Luís Correia (PI);4008;3947;3996
Luzilândia (PI);846;861;940
Madeiro (PI);226;267;282
Manoel Emídio (PI);513;651;707
Marcolândia (PI);302;286;639
Marcos Parente (PI);302;371;386
Massapê do Piauí (PI);820;743;1025
Matias Olímpio (PI);212;220;218
Miguel Alves (PI);669;737;748
Miguel Leão (PI);267;119;120
Milton Brandão (PI);476;656;734
Monsenhor Gil (PI);802;985;1024
Monsenhor Hipólito (PI);1144;874;895
Monte Alegre do Piauí (PI);815;802;871
Morro Cabeça no Tempo (PI);536;459;455
Morro do Chapéu do Piauí (PI);227;251;251
Murici dos Portelas (PI);707;703;744
Nazaré do Piauí (PI);877;1011;1048
Nazária (PI);1363;1467;1510
Nossa Senhora de Nazaré (PI);216;255;281
Nossa Senhora dos Remédios (PI);160;173;172
Novo Oriente do Piauí (PI);712;376;381
Novo Santo Antônio (PI);258;315;369
Oeiras (PI);2321;2290;2312
Olho D'Água do Piauí (PI);408;489;477
Padre Marcos (PI);876;850;1126
Paes Landim (PI);942;932;780
Pajeú do Piauí (PI);229;260;290
Palmeira do Piauí (PI);565;700;742
Palmeirais (PI);615;682;696
Paquetá (PI);625;486;489
Parnaguá (PI);2549;2445;2391
Parnaíba (PI);14160;15329;14742
Passagem Franca do Piauí (PI);708;725;807
Patos do Piauí (PI);748;595;756
Pau D'Arco do Piauí (PI);111;130;134
Paulistana (PI);1892;2076;1727
Pavussu (PI);300;310;478
Pedro II (PI);779;1002;1088
Pedro Laurentino (PI);1016;1000;1043
Nova Santa Rita (PI);1438;1392;1180
Picos (PI);4889;4945;5244
Pimenteiras (PI);1873;2016;2116
Pio IX (PI);1996;1725;1605
Piracuruca (PI);2421;2397;2467
Piripiri (PI);1002;901;923
Porto (PI);233;269;268
Porto Alegre do Piauí (PI);130;149;154
Prata do Piauí (PI);200;224;229
Queimada Nova (PI);1610;1217;1238
Redenção do Gurguéia (PI);684;806;875
Regeneração (PI);1083;1214;1002
Riacho Frio (PI);722;700;756
Ribeira do Piauí (PI);473;464;497
Ribeiro Gonçalves (PI);1143;1328;1373
Rio Grande do Piauí (PI);374;424;439
Santa Cruz do Piauí (PI);1412;1359;1310
Santa Cruz dos Milagres (PI);163;181;203
Santa Filomena (PI);934;945;1074
Santa Luz (PI);798;925;1010
Santana do Piauí (PI);1010;1149;758
Santa Rosa do Piauí (PI);697;695;679
Santo Antônio de Lisboa (PI);440;431;456
Santo Antônio dos Milagres (PI);25;28;26
Santo Inácio do Piauí (PI);790;840;654
São Braz do Piauí (PI);149;1026;809
São Félix do Piauí (PI);417;492;592
São Francisco de Assis do Piauí (PI);921;1018;614
São Francisco do Piauí (PI);753;741;735
São Gonçalo do Gurguéia (PI);249;237;243
São Gonçalo do Piauí (PI);354;273;255
São João da Canabrava (PI);303;309;297
São João da Fronteira (PI);164;230;238
São João da Serra (PI);550;659;743
São João da Varjota (PI);260;256;252
São João do Arraial (PI);168;185;189
São João do Piauí (PI);1510;1458;1521
São José do Divino (PI);4890;4341;6239
São José do Peixe (PI);263;319;364
São José do Piauí (PI);739;759;692
São Julião (PI);477;434;463
São Lourenço do Piauí (PI);223;295;316
São Luis do Piauí (PI);295;276;255
São Miguel da Baixa Grande (PI);343;426;391
São Miguel do Fidalgo (PI);475;606;654
São Miguel do Tapuio (PI);1242;1415;1543
São Pedro do Piauí (PI);1231;905;944
São Raimundo Nonato (PI);1121;2427;3825
Sebastião Barros (PI);735;817;810
Sebastião Leal (PI);234;292;300
Sigefredo Pacheco (PI);521;609;666
Simões (PI);1172;1441;1813
Simplício Mendes (PI);2985;3418;2662
Socorro do Piauí (PI);456;449;396
Sussuapara (PI);601;456;477
Tamboril do Piauí (PI);283;301;293
Tanque do Piauí (PI);186;181;183
Teresina (PI);13961;12969;14370
União (PI);1362;1705;1697
Uruçuí (PI);3769;5618;9209
Valença do Piauí (PI);10632;13703;17069
Várzea Branca (PI);297;395;419
Várzea Grande (PI);167;186;205
Vera Mendes (PI);367;469;507
Vila Nova do Piauí (PI);399;373;397
Wall Ferraz (PI);815;808;842
Abaiara (CE);1217;1672;1262
Acarape (CE);438;481;533
Acaraú (CE);2773;2499;2686
Acopiara (CE);7627;8040;8791
Aiuaba (CE);1630;2298;1392
Alcântaras (CE);597;540;645
Altaneira (CE);726;924;633
Alto Santo (CE);4485;8213;8263
Amontada (CE);2921;2388;2740
Antonina do Norte (CE);476;342;172
Apuiarés (CE);1834;2286;1425
Aquiraz (CE);94505;104875;92717
Aracati (CE);1877;2509;2108
Aracoiaba (CE);2554;2769;3040
Ararendá (CE);1432;1493;1785
Araripe (CE);2530;2865;2877
Aratuba (CE);1049;1048;1159
Arneiroz (CE);1760;1862;2311
Assaré (CE);3864;4579;3275
Aurora (CE);5579;6990;6048
Baixio (CE);1925;1970;1977
Banabuiú (CE);6736;6871;9426
Barbalha (CE);4300;5089;4957
Barreira (CE);1121;1036;1136
Barro (CE);3429;4587;3532
Barroquinha (CE);656;579;665
Baturité (CE);1445;1508;1663
Beberibe (CE);48750;49063;83559
Bela Cruz (CE);2367;2017;2207
Boa Viagem (CE);9127;9552;10737
Brejo Santo (CE);8440;10240;10560
Camocim (CE);2020;2114;2392
Campos Sales (CE);2044;2580;3129
Canindé (CE);11467;11863;13226
Capistrano (CE);1547;1536;1682
Caridade (CE);1575;1602;1697
Cariré (CE);4566;5301;5640
Caririaçu (CE);3176;2820;2735
Cariús (CE);2374;3991;4095
Carnaubal (CE);822;812;1111
Cascavel (CE);26035;34732;70780
Catarina (CE);1300;1781;1849
Catunda (CE);1277;1712;1751
Caucaia (CE);33134;36525;30422
Cedro (CE);3162;5856;11447
Chaval (CE);272;265;310
Choró (CE);3585;2747;3145
Chorozinho (CE);1323;1263;1396
Coreaú (CE);2326;2376;2383
Crateús (CE);9731;10217;12314
Crato (CE);7794;7088;5890
Croatá (CE);669;734;895
Cruz (CE);1389;1129;1212
Deputado Irapuan Pinheiro (CE);2287;2005;3841
Ererê (CE);4162;4985;7338
Eusébio (CE);20606;21483;23816
Farias Brito (CE);2834;4751;2302
Forquilha (CE);3587;4183;4276
Fortaleza (CE);2228;2414;2963
Fortim (CE);486;586;600
Frecheirinha (CE);717;797;891
General Sampaio (CE);1062;1402;1540
Graça (CE);759;894;838
Granja (CE);4026;3817;4309
Granjeiro (CE);635;602;734
Groaíras (CE);1827;1978;2286
Guaiúba (CE);9563;6904;7997
Guaraciaba do Norte (CE);2634;2971;3266
Guaramiranga (CE);533;495;545
Hidrolândia (CE);2862;3104;3894
Horizonte (CE);86913;100340;105323
Ibaretama (CE);3083;3278;3514
Ibiapina (CE);1608;1629;1821
Ibicuitinga (CE);4545;4747;4972
Icapuí (CE);1226;1402;1439
Icó (CE);8267;8628;8872
Iguatu (CE);8887;10082;10281
Independência (CE);8072;8635;10560
Ipaporanga (CE);1724;1773;2157
Ipaumirim (CE);2673;2708;2787
Ipu (CE);3243;3711;3740
Ipueiras (CE);4863;5815;6363
Iracema (CE);17463;12868;13581
Irauçuba (CE);6975;9206;6355
Itaiçaba (CE);459;497;573
Itaitinga (CE);3751;4664;4672
Itapajé (CE);3819;6816;5895
Itapipoca (CE);6957;6904;6713
Itapiúna (CE);3638;3593;3745
Itarema (CE);1727;1340;1470
Itatira (CE);2183;2209;2215
Jaguaretama (CE);10137;10509;11100
Jaguaribara (CE);3376;3544;3773
Jaguaribe (CE);16678;16830;19592
Jaguaruana (CE);4083;5583;6046
Jardim (CE);2984;3289;3016
Jati (CE);1105;1707;1012
Jijoca de Jericoacoara (CE);604;619;677
Juazeiro do Norte (CE);3967;5460;4365
Jucás (CE);2008;2897;4042
Lavras da Mangabeira (CE);5502;5745;5891
Limoeiro do Norte (CE);11500;12028;14534
Madalena (CE);12257;12683;12562
Maracanaú (CE);2216;2388;2589
Maranguape (CE);19956;21162;23628
Marco (CE);2462;2067;2283
Martinópole (CE);478;569;454
Massapê (CE);3418;3213;2705
Mauriti (CE);10433;12975;11046
Meruoca (CE);691;630;880
Milagres (CE);5231;6686;5321
Milhã (CE);3564;3817;12208
Miraíma (CE);2809;3567;3791
Missão Velha (CE);3559;4518;5045
Mombaça (CE);5665;6988;8593
Monsenhor Tabosa (CE);2662;2841;3416
Morada Nova (CE);25338;28034;42873
Moraújo (CE);1298;1372;1276
Morrinhos (CE);1927;1606;1776
Mucambo (CE);646;715;732
Mulungu (CE);425;427;464
Nova Olinda (CE);1828;2193;1713
Nova Russas (CE);2568;2768;3421
Novo Oriente (CE);3460;3784;4437
Ocara (CE);1864;1826;1985
Orós (CE);3857;3926;4061
Pacajus (CE);28783;35224;35908
Pacatuba (CE);3992;5122;5999
Pacoti (CE);500;509;550
Pacujá (CE);377;409;457
Palhano (CE);819;904;989
Palmácia (CE);6223;9189;8372
Paracuru (CE);25905;37912;29926
Paraipaba (CE);2507;2389;1961
Parambu (CE);5549;5851;7278
Paramoti (CE);1571;1604;1615
Pedra Branca (CE);4186;3837;3975
Penaforte (CE);889;1176;1159
Pentecoste (CE);5428;6683;6677
Pereiro (CE);2482;2560;2624
Pindoretama (CE);23506;26105;21567
Piquet Carneiro (CE);1867;2346;5226
Pires Ferreira (CE);1054;1171;1370
Poranga (CE);1146;1189;1435
Porteiras (CE);2852;3793;3676
Potengi (CE);1575;1764;1740
Potiretama (CE);3085;4214;5169
Quiterianópolis (CE);3189;3390;4308
Quixadá (CE);24324;21891;34236
Quixelô (CE);4153;4863;5872
Quixeramobim (CE);16623;13819;31261
Quixeré (CE);1604;1537;1805
Redenção (CE);614;633;691
Reriutaba (CE);1667;1808;2222
Russas (CE);4687;8591;12982
Saboeiro (CE);1586;1760;2161
Salitre (CE);1484;1715;1643
Santana do Acaraú (CE);6120;6909;6985
Santana do Cariri (CE);3209;4922;5840
Santa Quitéria (CE);16941;17405;17244
São Benedito (CE);2549;2748;2897
São Gonçalo do Amarante (CE);39334;56569;45683
São João do Jaguaribe (CE);3250;3706;3748
São Luís do Curu (CE);1133;1317;1868
Senador Pompeu (CE);4460;6683;6928
Senador Sá (CE);770;688;717
Sobral (CE);9416;8880;6858
Solonópole (CE);4079;4361;11196
Tabuleiro do Norte (CE);6936;7130;6808
Tamboril (CE);5087;5406;6734
Tarrafas (CE);1161;1467;1294
Tauá (CE);12254;12760;15886
Tejuçuoca (CE);1858;2444;2657
Tianguá (CE);46923;48364;51149
Trairi (CE);2511;2206;2068
Tururu (CE);890;993;766
Ubajara (CE);13203;14948;15252
Umari (CE);1561;1570;1680
Umirim (CE);8234;7696;10196
Uruburetama (CE);794;1129;986
Uruoca (CE);2611;3376;1874
Varjota (CE);787;802;1010
Várzea Alegre (CE);4232;5672;8356
Viçosa do Ceará (CE);5097;5433;6321
Acari (RN);6306;7511;5699
Açu (RN);3169;3286;3181
Afonso Bezerra (RN);422;449;505
Água Nova (RN);346;419;360
Alexandria (RN);6365;2365;1430
Almino Afonso (RN);805;900;1079
Alto do Rodrigues (RN);364;342;295
Angicos (RN);950;987;1011
Antônio Martins (RN);1118;1067;788
Apodi (RN);5427;4993;5968
Areia Branca (RN);360;404;602
Arês (RN);453;589;662
Augusto Severo (RN);1463;1477;1483
Baía Formosa (RN);148;159;236
Baraúna (RN);1251;1384;1051
Barcelona (RN);290;336;390
Bento Fernandes (RN);2843;3886;4104
Bodó (RN);219;258;300
Bom Jesus (RN);618;1222;1518
Brejinho (RN);3389;4854;6194
Caiçara do Norte (RN);381;447;407
Caiçara do Rio do Vento (RN);199;209;215
Caicó (RN);17660;22157;19964
Campo Redondo (RN);630;647;744
Canguaretama (RN);1057;2571;2528
Caraúbas (RN);1481;2116;2409
Carnaúba dos Dantas (RN);1570;1940;1615
Carnaubais (RN);527;492;437
Ceará-Mirim (RN);30785;30307;21270
Cerro Corá (RN);719;894;1026
Coronel Ezequiel (RN);261;296;341
Coronel João Pessoa (RN);409;518;315
Cruzeta (RN);6911;7891;5621
Currais Novos (RN);16109;19353;17278
Doutor Severiano (RN);1020;1677;1378
Parnamirim (RN);68655;54008;43286
Encanto (RN);1329;1471;1681
Equador (RN);968;1206;876
Espírito Santo (RN);895;2024;2805
Extremoz (RN);1635;2168;2521
Felipe Guerra (RN);386;411;583
Fernando Pedroza (RN);197;204;219
Florânia (RN);5393;6584;4729
Francisco Dantas (RN);624;539;607
Frutuoso Gomes (RN);675;946;844
Galinhos (RN);40;46;34
Goianinha (RN);2376;4591;6624
Governador Dix-Sept Rosado (RN);669;3584;6235
Grossos (RN);300;307;299
Guamaré (RN);130;132;110
Ielmo Marinho (RN);8674;10994;9719
Ipanguaçu (RN);927;894;797
Ipueira (RN);1620;2026;1728
Itajá (RN);184;183;179
Itaú (RN);860;837;810
Jaçanã (RN);135;146;148
Jandaíra (RN);230;235;214
Janduís (RN);970;1472;1131
Januário Cicco (RN);315;358;405
Japi (RN);248;304;338
Jardim de Angicos (RN);1159;2514;2186
Jardim de Piranhas (RN);9447;11192;9339
Jardim do Seridó (RN);5407;6307;4630
João Câmara (RN);8942;14811;12594
João Dias (RN);477;430;351
José da Penha (RN);1664;1536;1361
Jucurutu (RN);12441;14934;12609
Jundiá (RN);1168;1718;1364
Lagoa d'Anta (RN);269;610;707
Lagoa de Pedras (RN);1629;2415;2504
Lagoa de Velhos (RN);218;342;409
Lagoa Nova (RN);5385;6250;6780
Lagoa Salgada (RN);886;2205;2351
Lajes (RN);291;313;299
Lajes Pintadas (RN);235;381;446
Lucrécia (RN);442;427;471
Luís Gomes (RN);376;346;325
Macaíba (RN);11775;18879;19008
Macau (RN);174;179;267
Major Sales (RN);8537;6783;608
Marcelino Vieira (RN);2268;1878;3118
Martins (RN);643;528;432
Maxaranguape (RN);523;999;1071
Messias Targino (RN);523;972;700
Montanhas (RN);4194;4941;6202
Monte Alegre (RN);5529;9193;12124
Monte das Gameleiras (RN);115;132;147
Mossoró (RN);26842;33143;37393
Natal (RN);2210;3710;3575
Nísia Floresta (RN);6761;7794;7689
Nova Cruz (RN);7322;12207;17311
Olho d'Água do Borges (RN);698;806;753
Ouro Branco (RN);3376;4206;3525
Paraná (RN);639;513;731
Paraú (RN);453;468;439
Parazinho (RN);2056;3374;3509
Parelhas (RN);4480;5707;4604
Rio do Fogo (RN);375;781;1089
Passa e Fica (RN);332;478;544
Passagem (RN);1285;2302;2126
Patu (RN);1192;1788;1463
Santa Maria (RN);388;517;599
Pau dos Ferros (RN);3088;3224;2904
Pedra Grande (RN);592;997;1334
Pedra Preta (RN);555;1796;2041
Pedro Avelino (RN);587;585;621
Pedro Velho (RN);2245;1556;1641
Pendências (RN);554;584;529
Pilões (RN);777;1173;1216
Poço Branco (RN);3534;5587;5409
Portalegre (RN);369;393;351
Porto do Mangue (RN);86;91;143
Serra Caiada (RN);349;413;477
Pureza (RN);2858;4474;5456
Rafael Fernandes (RN);760;867;565
Rafael Godeiro (RN);624;734;641
Riacho da Cruz (RN);363;357;291
Riacho de Santana (RN);776;580;475
Riachuelo (RN);491;628;730
Rodolfo Fernandes (RN);595;822;769
Tibau (RN);365;454;345
Ruy Barbosa (RN);221;309;358
Santa Cruz (RN);1110;1447;1583
Santana do Matos (RN);3308;3208;3402
Santana do Seridó (RN);1432;1922;1502
Santo Antônio (RN);7225;13190;13757
São Bento do Norte (RN);895;1585;1268
São Bento do Trairí (RN);170;189;218
São Fernando (RN);6006;8176;7194
São Francisco do Oeste (RN);1050;891;886
São Gonçalo do Amarante (RN);9128;15011;13291
São João do Sabugi (RN);4799;5438;4296
São José de Mipibu (RN);28541;18647;16709
São José do Campestre (RN);440;514;592
São José do Seridó (RN);5159;6096;6051
São Miguel (RN);1438;1925;1599
São Miguel do Gostoso (RN);1414;3432;2777
São Paulo do Potengi (RN);784;1056;1222
São Pedro (RN);472;626;724
São Rafael (RN);935;1028;987
São Tomé (RN);453;597;677
São Vicente (RN);3327;3595;3195
Senador Elói de Souza (RN);283;328;368
Senador Georgino Avelino (RN);1067;1058;1039
Serra de São Bento (RN);199;242;263
Serra do Mel (RN);509;525;580
Serra Negra do Norte (RN);6832;8158;6696
Serrinha (RN);6943;5532;6634
Serrinha dos Pintos (RN);469;717;636
Severiano Melo (RN);814;865;851
Sítio Novo (RN);240;386;455
Taboleiro Grande (RN);497;468;281
Taipu (RN);13541;15852;17408
Tangará (RN);493;691;820
Tenente Ananias (RN);1548;1505;1756
Tenente Laurentino Cruz (RN);1795;2120;2122
Tibau do Sul (RN);460;481;618
Timbaúba dos Batistas (RN);2047;2765;5495
Touros (RN);3250;6490;6528
Triunfo Potiguar (RN);337;336;318
Umarizal (RN);888;1962;2251
Upanema (RN);928;922;2032
Várzea (RN);2403;2267;2119
Venha-Ver (RN);226;231;208
Vera Cruz (RN);2706;4258;4542
Viçosa (RN);232;239;198
Vila Flor (RN);69;77;120
Água Branca (PB);536;451;541
Aguiar (PB);1570;1708;1684
Alagoa Grande (PB);1390;1743;2100
Alagoa Nova (PB);2870;3013;2886
Alagoinha (PB);1137;1283;1322
Alcantil (PB);2342;2389;2383
Algodão de Jandaíra (PB);189;188;189
Alhandra (PB);567;771;993
São João do Rio do Peixe (PB);1936;2355;2855
Amparo (PB);198;217;268
Aparecida (PB);1648;1573;1882
Araçagi (PB);2150;2944;3272
Arara (PB);715;959;871
Araruna (PB);1047;1420;1640
Areia (PB);1454;1960;2231
Areia de Baraúnas (PB);61;115;139
Areial (PB);355;402;414
Aroeiras (PB);1917;2147;2677
Assunção (PB);684;640;643
Baía da Traição (PB);123;120;163
Bananeiras (PB);2688;3002;3315
Baraúna (PB);141;205;231
Barra de Santana (PB);3070;3191;3130
Barra de Santa Rosa (PB);486;805;890
Barra de São Miguel (PB);940;1028;956
Bayeux (PB);57;61;83
Belém (PB);593;626;806
Belém do Brejo do Cruz (PB);1122;1352;1495
Bernardino Batista (PB);557;596;626
Boa Ventura (PB);1192;1224;1140
Boa Vista (PB);3640;3761;4564
Bom Jesus (PB);478;472;501
Bom Sucesso (PB);747;901;1165
Bonito de Santa Fé (PB);1676;1709;1768
Boqueirão (PB);3172;3362;3409
Igaracy (PB);1757;2104;2066
Borborema (PB);416;493;602
Brejo do Cruz (PB);1309;1573;1562
Brejo dos Santos (PB);442;555;698
Caaporã (PB);175;145;153
Cabaceiras (PB);888;957;989
Cabedelo (PB);38;25;24
Cachoeira dos Índios (PB);1959;1878;1724
Cacimba de Areia (PB);566;350;426
Cacimba de Dentro (PB);420;637;698
Cacimbas (PB);309;296;353
Caiçara (PB);874;978;982
Cajazeiras (PB);4971;4065;4501
Cajazeirinhas (PB);1001;1185;1096
Caldas Brandão (PB);199;205;243
Camalaú (PB);618;374;449
Campina Grande (PB);7610;8458;8532
Capim (PB);126;140;150
Caraúbas (PB);406;614;688
Carrapateira (PB);619;648;646
Casserengue (PB);444;654;692
Catingueira (PB);579;619;750
Catolé do Rocha (PB);3104;2886;3172
Caturité (PB);4582;4500;4360
Conceição (PB);2772;2789;2894
Condado (PB);1060;1134;1395
Conde (PB);1319;1578;2411
Congo (PB);365;379;524
Coremas (PB);1809;2035;2909
Coxixola (PB);217;202;265
Cruz do Espírito Santo (PB);202;215;224
Cubati (PB);889;992;1036
Cuité (PB);9000;9799;10937
Cuitegi (PB);343;379;459
Cuité de Mamanguape (PB);185;187;219
Curral de Cima (PB);240;249;247
Curral Velho (PB);1019;1052;1036
Damião (PB);230;298;346
Desterro (PB);426;354;428
Vista Serrana (PB);183;229;236
Diamante (PB);1264;1345;1330
Dona Inês (PB);943;1013;1194
Duas Estradas (PB);445;470;520
Emas (PB);541;516;665
Esperança (PB);8147;7451;7836
Fagundes (PB);2655;2606;2206
Frei Martinho (PB);121;166;194
Gado Bravo (PB);2756;2901;2977
Guarabira (PB);2840;3353;3893
Gurinhém (PB);1224;1437;1838
Gurjão (PB);449;713;774
Ibiara (PB);1155;1119;1106
Imaculada (PB);374;347;441
Ingá (PB);686;837;899
Itabaiana (PB);1513;1499;1755
Itaporanga (PB);3445;3610;3559
Itapororoca (PB);805;864;958
Itatuba (PB);980;1233;1299
Jacaraú (PB);226;248;258
Jericó (PB);980;1149;1421
João Pessoa (PB);1683;1726;2202
