Tabela 6579 - População residente estimada;;;
Ano;Cód.;Município;População residente estimada (Pessoas)
2002;2111789;Serrano do Maranhão (MA);7655
2002;2111805;Sítio Novo (MA);15424
2002;2111904;Sucupira do Norte (MA);10405
2002;2111953;Sucupira do Riachão (MA);4439
2002;2112001;Tasso Fragoso (MA);6434
2002;2112100;Timbiras (MA);27125
2002;2112209;Timon (MA);134374
2002;2112233;Trizidela do Vale (MA);16535
2002;2112274;Tufilândia (MA);5519
2002;2112308;Tuntum (MA);35992
2002;2112407;Turiaçu (MA);32515
2002;2112456;Turilândia (MA);17378
2002;2112506;Tutóia (MA);38770
2002;2112605;Urbano Santos (MA);17447
2002;2112704;Vargem Grande (MA);35088
2002;2112803;Viana (MA);44684
2002;2112852;Vila Nova dos Martírios (MA);6915
2002;2112902;Vitória do Mearim (MA);31319
2002;2113009;Vitorino Freire (MA);29831
2002;2114007;Zé Doca (MA);47794
2002;2200053;Acauã (PI);5330
2002;2200103;Agricolândia (PI);5306
2002;2200202;Água Branca (PI);14989
2002;2200251;Alagoinha do Piauí (PI);6614
2002;2200277;Alegrete do Piauí (PI);4760
2002;2200301;Alto Longá (PI);11921
2002;2200400;Altos (PI);36932
2002;2200459;Alvorada do Gurguéia (PI);4219
2002;2200509;Amarante (PI);16959
2002;2200608;Angical do Piauí (PI);6927
2002;2200707;Anísio de Abreu (PI);7322
2002;2200806;Antônio Almeida (PI);2762
2002;2200905;Aroazes (PI);6065
2002;2200954;Aroeiras do Itaim (PI);...
2002;2201002;Arraial (PI);4848
2002;2201051;Assunção do Piauí (PI);7085
2002;2201101;Avelino Lopes (PI);9853
2002;2201150;Baixa Grande do Ribeiro (PI);8118
2002;2201176;Barra D'Alcântara (PI);4048
2002;2201200;Barras (PI);41464
2002;2201309;Barreiras do Piauí (PI);3144
2002;2201408;Barro Duro (PI);6941
2002;2201507;Batalha (PI);24813
2002;2201556;Bela Vista do Piauí (PI);2935
2002;2201572;Belém do Piauí (PI);2447
2002;2201606;Beneditinos (PI);9643
2002;2201705;Bertolínia (PI);5004
2002;2201739;Betânia do Piauí (PI);9003
2002;2201770;Boa Hora (PI);5416
2002;2201804;Bocaina (PI);4275
2002;2201903;Bom Jesus (PI);16274
2002;2201919;Bom Princípio do Piauí (PI);4495
2002;2201929;Bonfim do Piauí (PI);4861
2002;2201945;Boqueirão do Piauí (PI);5428
2002;2201960;Brasileira (PI);7209
2002;2201988;Brejo do Piauí (PI);4160
2002;2202000;Buriti dos Lopes (PI);18535
2002;2202026;Buriti dos Montes (PI);7517
2002;2202059;Cabeceiras do Piauí (PI);8681
2002;2202075;Cajazeiras do Piauí (PI);2707
2002;2202083;Cajueiro da Praia (PI);6131
2002;2202091;Caldeirão Grande do Piauí (PI);5489
2002;2202109;Campinas do Piauí (PI);4983
2002;2202117;Campo Alegre do Fidalgo (PI);4523
2002;2202133;Campo Grande do Piauí (PI);5057
2002;2202174;Campo Largo do Piauí (PI);5939
2002;2202208;Campo Maior (PI);42647
2002;2202251;Canavieira (PI);4125
2002;2202307;Canto do Buriti (PI);18452
2002;2202406;Capitão de Campos (PI);10010
2002;2202455;Capitão Gervásio Oliveira (PI);3168
2002;2202505;Caracol (PI);8866
2002;2202539;Caraúbas do Piauí (PI);5016
2002;2202554;Caridade do Piauí (PI);4083
2002;2202604;Castelo do Piauí (PI);18426
2002;2202653;Caxingó (PI);4418
2002;2202703;Cocal (PI);24444
2002;2202711;Cocal de Telha (PI);4225
2002;2202729;Cocal dos Alves (PI);5349
2002;2202737;Coivaras (PI);3433
2002;2202752;Colônia do Gurguéia (PI);5187
2002;2202778;Colônia do Piauí (PI);7318
2002;2202802;Conceição do Canindé (PI);5102
2002;2202851;Coronel José Dias (PI);4452
2002;2202901;Corrente (PI);23696
2002;2203008;Cristalândia do Piauí (PI);6605
2002;2203107;Cristino Castro (PI);9473
2002;2203206;Curimatá (PI);9829
2002;2203230;Currais (PI);4309
2002;2203255;Curralinhos (PI);3803
2002;2203271;Curral Novo do Piauí (PI);4121
2002;2203305;Demerval Lobão (PI);12909
2002;2203354;Dirceu Arcoverde (PI);6058
2002;2203404;Dom Expedito Lopes (PI);6143
2002;2203420;Domingos Mourão (PI);4286
2002;2203453;Dom Inocêncio (PI);9201
2002;2203503;Elesbão Veloso (PI);14991
2002;2203602;Eliseu Martins (PI);4108
2002;2203701;Esperantina (PI);34610
2002;2203750;Fartura do Piauí (PI);4652
2002;2203800;Flores do Piauí (PI);4271
2002;2203859;Floresta do Piauí (PI);2436
2002;2203909;Floriano (PI);55243
2002;2204006;Francinópolis (PI);5242
2002;2204105;Francisco Ayres (PI);5280
2002;2204154;Francisco Macedo (PI);2383
2002;2204204;Francisco Santos (PI);7042
2002;2204303;Fronteiras (PI);10154
2002;2204352;Geminiano (PI);4902
2002;2204402;Gilbués (PI);10498
2002;2204501;Guadalupe (PI);10490
2002;2204550;Guaribas (PI);4306
2002;2204600;Hugo Napoleão (PI);3718
2002;2204659;Ilha Grande (PI);8108
2002;2204709;Inhuma (PI);14689
2002;2204808;Ipiranga do Piauí (PI);8618
2002;2204907;Isaías Coelho (PI);7662
2002;2205003;Itainópolis (PI);10310
2002;2205102;Itaueira (PI);10208
2002;2205151;Jacobina do Piauí (PI);5702
2002;2205201;Jaicós (PI);16260
2002;2205250;Jardim do Mulato (PI);3969
2002;2205276;Jatobá do Piauí (PI);4388
2002;2205300;Jerumenha (PI);4606
2002;2205359;João Costa (PI);3070
2002;2205409;Joaquim Pires (PI);13139
2002;2205458;Joca Marques (PI);4407
2002;2205508;José de Freitas (PI);33575
2002;2205516;Juazeiro do Piauí (PI);4498
2002;2205524;Júlio Borges (PI);5005
2002;2205532;Jurema (PI);4077
2002;2205540;Lagoinha do Piauí (PI);2252
2002;2205557;Lagoa Alegre (PI);7149
2002;2205565;Lagoa do Barro do Piauí (PI);4632
2002;2205573;Lagoa de São Francisco (PI);5917
2002;2205581;Lagoa do Piauí (PI);3635
2002;2205599;Lagoa do Sítio (PI);4268
2002;2205607;Landri Sales (PI);5617
2002;2205706;Luís Correia (PI);24659
2002;2205805;Luzilândia (PI);23714
2002;2205854;Madeiro (PI);6980
2002;2205904;Manoel Emídio (PI);5106
2002;2205953;Marcolândia (PI);6469
2002;2206001;Marcos Parente (PI);4341
2002;2206050;Massapê do Piauí (PI);6126
2002;2206100;Matias Olímpio (PI);9984
2002;2206209;Miguel Alves (PI);30306
2002;2206308;Miguel Leão (PI);1394
2002;2206357;Milton Brandão (PI);7237
2002;2206407;Monsenhor Gil (PI);10468
2002;2206506;Monsenhor Hipólito (PI);6867
2002;2206605;Monte Alegre do Piauí (PI);10395
2002;2206654;Morro Cabeça no Tempo (PI);4509
2002;2206670;Morro do Chapéu do Piauí (PI);6308
2002;2206696;Murici dos Portelas (PI);6400
2002;2206704;Nazaré do Piauí (PI);7800
2002;2206720;Nazária (PI);...
2002;2206753;Nossa Senhora de Nazaré (PI);3904
2002;2206803;Nossa Senhora dos Remédios (PI);7453
2002;2206902;Novo Oriente do Piauí (PI);6769
2002;2206951;Novo Santo Antônio (PI);3144
2002;2207009;Oeiras (PI);34339
2002;2207108;Olho D'Água do Piauí (PI);2213
2002;2207207;Padre Marcos (PI);7291
2002;2207306;Paes Landim (PI);4157
2002;2207355;Pajeú do Piauí (PI);2802
2002;2207405;Palmeira do Piauí (PI);5358
2002;2207504;Palmeirais (PI);12346
2002;2207553;Paquetá (PI);4399
2002;2207603;Parnaguá (PI);9498
2002;2207702;Parnaíba (PI);135525
2002;2207751;Passagem Franca do Piauí (PI);4183
2002;2207777;Patos do Piauí (PI);5684
2002;2207793;Pau D'Arco do Piauí (PI);3059
2002;2207801;Paulistana (PI);16925
2002;2207850;Pavussu (PI);3910
2002;2207900;Pedro II (PI);36594
2002;2207934;Pedro Laurentino (PI);2108
2002;2207959;Nova Santa Rita (PI);4254
2002;2208007;Picos (PI);70531
2002;2208106;Pimenteiras (PI);11647
2002;2208205;Pio IX (PI);16585
2002;2208304;Piracuruca (PI);25593
2002;2208403;Piripiri (PI);60762
2002;2208502;Porto (PI);10796
2002;2208551;Porto Alegre do Piauí (PI);2461
2002;2208601;Prata do Piauí (PI);3203
2002;2208650;Queimada Nova (PI);8513
2002;2208700;Redenção do Gurguéia (PI);7970
2002;2208809;Regeneração (PI);17686
2002;2208858;Riacho Frio (PI);4378
2002;2208874;Ribeira do Piauí (PI);3925
2002;2208908;Ribeiro Gonçalves (PI);5718
2002;2209005;Rio Grande do Piauí (PI);6260
2002;2209104;Santa Cruz do Piauí (PI);5737
2002;2209153;Santa Cruz dos Milagres (PI);3387
2002;2209203;Santa Filomena (PI);6118
2002;2209302;Santa Luz (PI);4848
2002;2209351;Santana do Piauí (PI);4705
2002;2209377;Santa Rosa do Piauí (PI);5305
2002;2209401;Santo Antônio de Lisboa (PI);5171
2002;2209450;Santo Antônio dos Milagres (PI);1928
2002;2209500;Santo Inácio do Piauí (PI);3478
2002;2209559;São Braz do Piauí (PI);4271
2002;2209609;São Félix do Piauí (PI);3310
2002;2209658;São Francisco de Assis do Piauí (PI);3862
2002;2209708;São Francisco do Piauí (PI);6289
2002;2209757;São Gonçalo do Gurguéia (PI);2349
2002;2209807;São Gonçalo do Piauí (PI);4391
2002;2209856;São João da Canabrava (PI);4201
2002;2209872;São João da Fronteira (PI);4981
2002;2209906;São João da Serra (PI);6546
2002;2209955;São João da Varjota (PI);4406
2002;2209971;São João do Arraial (PI);6101
2002;2210003;São João do Piauí (PI);18039
2002;2210052;São José do Divino (PI);5065
2002;2210102;São José do Peixe (PI);3811
2002;2210201;São José do Piauí (PI);6744
2002;2210300;São Julião (PI);5797
2002;2210359;São Lourenço do Piauí (PI);4325
2002;2210375;São Luis do Piauí (PI);2504
2002;2210383;São Miguel da Baixa Grande (PI);2040
2002;2210391;São Miguel do Fidalgo (PI);2956
2002;2210409;São Miguel do Tapuio (PI);18848
2002;2210508;São Pedro do Piauí (PI);12718
2002;2210607;São Raimundo Nonato (PI);27596
2002;2210623;Sebastião Barros (PI);4640
2002;2210631;Sebastião Leal (PI);3854
2002;2210656;Sigefredo Pacheco (PI);9133
2002;2210706;Simões (PI);13648
2002;2210805;Simplício Mendes (PI);11094
2002;2210904;Socorro do Piauí (PI);4598
2002;2210938;Sussuapara (PI);5223
2002;2210953;Tamboril do Piauí (PI);2361
2002;2210979;Tanque do Piauí (PI);2419
2002;2211001;Teresina (PI);740016
2002;2211100;União (PI);40546
2002;2211209;Uruçuí (PI);17377
2002;2211308;Valença do Piauí (PI);20287
2002;2211357;Várzea Branca (PI);5430
2002;2211407;Várzea Grande (PI);4485
2002;2211506;Vera Mendes (PI);2932
2002;2211605;Vila Nova do Piauí (PI);2922
2002;2211704;Wall Ferraz (PI);4052
2002;2300101;Abaiara (CE);8489
2002;2300150;Acarape (CE);13503
2002;2300200;Acaraú (CE);49697
2002;2300309;Acopiara (CE);46691
2002;2300408;Aiuaba (CE);14711
2002;2300507;Alcântaras (CE);9746
2002;2300606;Altaneira (CE);5872
2002;2300705;Alto Santo (CE);15769
2002;2300754;Amontada (CE);33842
2002;2300804;Antonina do Norte (CE);6808
2002;2300903;Apuiarés (CE);13176
2002;2301000;Aquiraz (CE);63449
2002;2301109;Aracati (CE);63318
2002;2301208;Aracoiaba (CE);24391
2002;2301257;Ararendá (CE);10153
2002;2301307;Araripe (CE);20068
2002;2301406;Aratuba (CE);13750
2002;2301505;Arneiroz (CE);7570
2002;2301604;Assaré (CE);21150
2002;2301703;Aurora (CE);25358
2002;2301802;Baixio (CE);5790
2002;2301851;Banabuiú (CE);16554
2002;2301901;Barbalha (CE);48841
2002;2301950;Barreira (CE);17501
2002;2302008;Barro (CE);20140
2002;2302057;Barroquinha (CE);14130
2002;2302107;Baturité (CE);30306
2002;2302206;Beberibe (CE);43509
2002;2302305;Bela Cruz (CE);28861
2002;2302404;Boa Viagem (CE);50808
2002;2302503;Brejo Santo (CE);39486
2002;2302602;Camocim (CE);56377
2002;2302701;Campos Sales (CE);26047
2002;2302800;Canindé (CE);71237
2002;2302909;Capistrano (CE);15188
2002;2303006;Caridade (CE);16271
2002;2303105;Cariré (CE);18800
2002;2303204;Caririaçu (CE);26662
2002;2303303;Cariús (CE);18628
2002;2303402;Carnaubal (CE);15568
2002;2303501;Cascavel (CE);59158
2002;2303600;Catarina (CE);16307
2002;2303659;Catunda (CE);9374
2002;2303709;Caucaia (CE);268443
2002;2303808;Cedro (CE);24300
2002;2303907;Chaval (CE);12500
2002;2303931;Choró (CE);12259
2002;2303956;Chorozinho (CE);19383
2002;2304004;Coreaú (CE);20489
2002;2304103;Crateús (CE);71791
2002;2304202;Crato (CE);107618
2002;2304236;Croatá (CE);16312
2002;2304251;Cruz (CE);20955
2002;2304269;Deputado Irapuan Pinheiro (CE);8466
2002;2304277;Ererê (CE);6274
2002;2304285;Eusébio (CE);33833
2002;2304301;Farias Brito (CE);20881
2002;2304350;Forquilha (CE);17960
2002;2304400;Fortaleza (CE);2219837
2002;2304459;Fortim (CE);12579
2002;2304509;Frecheirinha (CE);12280
2002;2304608;General Sampaio (CE);4719
2002;2304657;Graça (CE);14907
2002;2304707;Granja (CE);49953
2002;2304806;Granjeiro (CE);5411
2002;2304905;Groaíras (CE);8880
2002;2304954;Guaiúba (CE);20373
2002;2305001;Guaraciaba do Norte (CE);36031
2002;2305100;Guaramiranga (CE);5803
2002;2305209;Hidrolândia (CE);17642
2002;2305233;Horizonte (CE);37053
2002;2305266;Ibaretama (CE);12836
2002;2305308;Ibiapina (CE);22604
2002;2305332;Ibicuitinga (CE);9611
2002;2305357;Icapuí (CE);16555
2002;2305407;Icó (CE);62953
2002;2305506;Iguatu (CE);87712
2002;2305605;Independência (CE);25521
2002;2305654;Ipaporanga (CE);11331
2002;2305704;Ipaumirim (CE);11593
2002;2305803;Ipu (CE);39791
2002;2305902;Ipueiras (CE);38875
2002;2306009;Iracema (CE);12974
2002;2306108;Irauçuba (CE);20066
2002;2306207;Itaiçaba (CE);6764
2002;2306256;Itaitinga (CE);30562
2002;2306306;Itapajé (CE);42660
2002;2306405;Itapipoca (CE);97968
2002;2306504;Itapiúna (CE);16805
2002;2306553;Itarema (CE);31357
2002;2306603;Itatira (CE);15896
2002;2306702;Jaguaretama (CE);18117
2002;2306801;Jaguaribara (CE);8943
2002;2306900;Jaguaribe (CE);35594
2002;2307007;Jaguaruana (CE);30538
2002;2307106;Jardim (CE);26929
2002;2307205;Jati (CE);7350
2002;2307254;Jijoca de Jericoacoara (CE);13390
2002;2307304;Juazeiro do Norte (CE);220248
2002;2307403;Jucás (CE);22954
2002;2307502;Lavras da Mangabeira (CE);31298
2002;2307601;Limoeiro do Norte (CE);51286
2002;2307635;Madalena (CE);15328
2002;2307650;Maracanaú (CE);184483
2002;2307700;Maranguape (CE);91592
2002;2307809;Marco (CE);20369
2002;2307908;Martinópole (CE);9055
2002;2308005;Massapê (CE);30812
2002;2308104;Mauriti (CE);43503
2002;2308203;Meruoca (CE);11527
2002;2308302;Milagres (CE);27542
2002;2308351;Milhã (CE);13460
2002;2308377;Miraíma (CE);11704
2002;2308401;Missão Velha (CE);33293
2002;2308500;Mombaça (CE);41295
2002;2308609;Monsenhor Tabosa (CE);16516
2002;2308708;Morada Nova (CE);65555
2002;2308807;Moraújo (CE);7209
2002;2308906;Morrinhos (CE);18644
2002;2309003;Mucambo (CE);14202
2002;2309102;Mulungu (CE);9119
2002;2309201;Nova Olinda (CE);12229
2002;2309300;Nova Russas (CE);29523
2002;2309409;Novo Oriente (CE);25944
2002;2309458;Ocara (CE);21953
2002;2309508;Orós (CE);22025
2002;2309607;Pacajus (CE);46652
2002;2309706;Pacatuba (CE);54720
2002;2309805;Pacoti (CE);11103
2002;2309904;Pacujá (CE);5789
2002;2310001;Palhano (CE);8212
2002;2310100;Palmácia (CE);9780
2002;2310209;Paracuru (CE);28929
2002;2310258;Paraipaba (CE);26655
2002;2310308;Parambu (CE);32770
2002;2310407;Paramoti (CE);11080
2002;2310506;Pedra Branca (CE);41151
2002;2310605;Penaforte (CE);7139
2002;2310704;Pentecoste (CE);32673
2002;2310803;Pereiro (CE);15316
2002;2310852;Pindoretama (CE);15685
2002;2310902;Piquet Carneiro (CE);13138
2002;2310951;Pires Ferreira (CE);8469
2002;2311009;Poranga (CE);11880
2002;2311108;Porteiras (CE);15791
2002;2311207;Potengi (CE);9346
2002;2311231;Potiretama (CE);5765
2002;2311264;Quiterianópolis (CE);18700
2002;2311306;Quixadá (CE);71380
2002;2311355;Quixelô (CE);15579
2002;2311405;Quixeramobim (CE);59172
2002;2311504;Quixeré (CE);17506
2002;2311603;Redenção (CE);25463
2002;2311702;Reriutaba (CE);22049
2002;2311801;Russas (CE);59583
2002;2311900;Saboeiro (CE);16387
2002;2311959;Salitre (CE);14194
2002;2312007;Santana do Acaraú (CE);26987
2002;2312106;Santana do Cariri (CE);17151
2002;2312205;Santa Quitéria (CE);42775
2002;2312304;São Benedito (CE);40566
2002;2312403;São Gonçalo do Amarante (CE);36938
2002;2312502;São João do Jaguaribe (CE);8783
2002;2312601;São Luís do Curu (CE);11684
2002;2312700;Senador Pompeu (CE);27182
2002;2312809;Senador Sá (CE);5695
2002;2312908;Sobral (CE);161123
2002;2313005;Solonópole (CE);17121
2002;2313104;Tabuleiro do Norte (CE);27517
2002;2313203;Tamboril (CE);25913
2002;2313252;Tarrafas (CE);9024
2002;2313302;Tauá (CE);52076
2002;2313351;Tejuçuoca (CE);13880
2002;2313401;Tianguá (CE);61028
2002;2313500;Trairi (CE);46249
2002;2313559;Tururu (CE);11831
2002;2313609;Ubajara (CE);27878
2002;2313708;Umari (CE);7338
2002;2313757;Umirim (CE);17766
2002;2313807;Uruburetama (CE);17060
2002;2313906;Uruoca (CE);11744
2002;2313955;Varjota (CE);17251
2002;2314003;Várzea Alegre (CE);35583
2002;2314102;Viçosa do Ceará (CE);46387
2002;2400109;Acari (RN);11227
2002;2400208;Açu (RN);48811
2002;2400307;Afonso Bezerra (RN);10895
2002;2400406;Água Nova (RN);2756
2002;2400505;Alexandria (RN);13602
2002;2400604;Almino Afonso (RN);5089
2002;2400703;Alto do Rodrigues (RN);9762
2002;2400802;Angicos (RN);11614
2002;2400901;Antônio Martins (RN);6587
2002;2401008;Apodi (RN);34805
2002;2401107;Areia Branca (RN);22806
2002;2401206;Arês (RN);11362
2002;2401305;Augusto Severo (RN);9048
2002;2401404;Baía Formosa (RN);7947
2002;2401453;Baraúna (RN);19648
2002;2401503;Barcelona (RN);4060
2002;2401602;Bento Fernandes (RN);4761
2002;2401651;Bodó (RN);2775
2002;2401701;Bom Jesus (RN);8905
2002;2401800;Brejinho (RN);10798
2002;2401859;Caiçara do Norte (RN);5858
2002;2401909;Caiçara do Rio do Vento (RN);2920
2002;2402006;Caicó (RN);58341
2002;2402105;Campo Redondo (RN);9170
2002;2402204;Canguaretama (RN);27872
2002;2402303;Caraúbas (RN);18507
2002;2402402;Carnaúba dos Dantas (RN);6778
2002;2402501;Carnaubais (RN);8329
2002;2402600;Ceará-Mirim (RN);64584
2002;2402709;Cerro Corá (RN);10905
2002;2402808;Coronel Ezequiel (RN);5304
2002;2402907;Coronel João Pessoa (RN);4698
2002;2403004;Cruzeta (RN);8194
2002;2403103;Currais Novos (RN);40910
2002;2403202;Doutor Severiano (RN);6574
2002;2403251;Parnamirim (RN);137604
2002;2403301;Encanto (RN);4814
2002;2403400;Equador (RN);5700
2002;2403509;Espírito Santo (RN);10840
2002;2403608;Extremoz (RN);20546
2002;2403707;Felipe Guerra (RN);5427
2002;2403756;Fernando Pedroza (RN);2620
2002;2403806;Florânia (RN);8964
2002;2403905;Francisco Dantas (RN);2969
2002;2404002;Frutuoso Gomes (RN);4567
2002;2404101;Galinhos (RN);1873
2002;2404200;Goianinha (RN);17696
2002;2404309;Governador Dix-Sept Rosado (RN);12051
2002;2404408;Grossos (RN);8452
2002;2404507;Guamaré (RN);8584
2002;2404606;Ielmo Marinho (RN);10489
2002;2404705;Ipanguaçu (RN);12063
2002;2404804;Ipueira (RN);1944
2002;2404853;Itajá (RN);6562
2002;2404903;Itaú (RN);5349
2002;2405009;Jaçanã (RN);7849
2002;2405108;Jandaíra (RN);6267
2002;2405207;Janduís (RN);5516
2002;2405306;Januário Cicco (RN);7903
2002;2405405;Japi (RN);6382
2002;2405504;Jardim de Angicos (RN);2719
2002;2405603;Jardim de Piranhas (RN);12423
2002;2405702;Jardim do Seridó (RN);12083
2002;2405801;João Câmara (RN);29962
2002;2405900;João Dias (RN);2584
2002;2406007;José da Penha (RN);5987
2002;2406106;Jucurutu (RN);17873
2002;2406155;Jundiá (RN);3209
2002;2406205;Lagoa d'Anta (RN);5746
2002;2406304;Lagoa de Pedras (RN);6678
2002;2406403;Lagoa de Velhos (RN);2795
2002;2406502;Lagoa Nova (RN);12326
2002;2406601;Lagoa Salgada (RN);6951
2002;2406700;Lajes (RN);9549
2002;2406809;Lajes Pintadas (RN);4545
2002;2406908;Lucrécia (RN);3271
2002;2407005;Luís Gomes (RN);9273
2002;2407104;Macaíba (RN);57289
2002;2407203;Macau (RN);25640
2002;2407252;Major Sales (RN);2990
2002;2407302;Marcelino Vieira (RN);8280
2002;2407401;Martins (RN);7675
2002;2407500;Maxaranguape (RN);8429
2002;2407609;Messias Targino (RN);3782
2002;2407708;Montanhas (RN);12437
2002;2407807;Monte Alegre (RN);19506
2002;2407906;Monte das Gameleiras (RN);2495
2002;2408003;Mossoró (RN);218380
2002;2408102;Natal (RN);734505
2002;2408201;Nísia Floresta (RN);20114
2002;2408300;Nova Cruz (RN);34630
2002;2408409;Olho d'Água do Borges (RN);4437
