Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010;;;;;;;;;
Ano;Cód.;Microrregião Geográfica;Produto Interno Bruto a preços correntes (Mil Reais);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da microrregião geográfica (%);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da mesorregião geográfica (%);Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes total (%)
2014;43029;Campanha Ocidental (RS);7855708;-;51,44;25,85;10,94;43,55;19,66
2014;43030;Campanha Central (RS);3626359;-;23,75;22,61;6,66;49,31;21,42
2014;43031;Campanha Meridional (RS);3789604;-;24,81;20,11;11,69;47,73;20,47
2014;43032;Serras de Sudeste (RS);2093613;-;9,85;25,58;12,94;35,69;25,79
2014;43033;Pelotas (RS);9421626;-;44,31;11,38;12,19;55,07;21,36
2014;43034;Jaguarão (RS);1134541;-;5,34;40,75;5,76;34,27;19,21
2014;43035;Litoral Lagunar (RS);8614095;-;40,51;7,57;24,47;52,13;15,83
2014;50001;Baixo Pantanal (MS);3704365;-;68,97;11,94;26,59;39,6;21,87
2014;50002;Aquidauana (MS);1666292;-;31,03;21,02;8,79;37,94;32,25
2014;50003;Alto Taquari (MS);3562533;-;12;30,99;10,3;39,57;19,14
2014;50004;Campo Grande (MS);26117303;-;88;4,5;18,42;56,93;20,15
2014;50005;Cassilândia (MS);3360116;-;17,19;35,41;12,58;40,65;11,36
2014;50006;Paranaíba (MS);3841567;-;19,66;15,4;55,12;19;10,48
2014;50007;Três Lagoas (MS);9431569;-;48,26;22,62;40,9;26,74;9,73
2014;50008;Nova Andradina (MS);2909682;-;14,89;22,46;24,57;35,53;17,43
2014;50009;Bodoquena (MS);2066460;-;8,48;24,83;10,38;37,14;27,65
2014;50010;Dourados (MS);17084434;-;70,14;23,27;14,43;45,46;16,84
2014;50011;Iguatemi (MS);5205813;-;21,37;27,8;16,43;32,16;23,61
2014;51001;Aripuanã (MT);2692095;-;7,37;22,42;17,97;32,45;27,16
2014;51002;Alta Floresta (MT);2479657;-;6,79;10,88;36,13;32,52;20,47
2014;51003;Colíder (MT);2655636;-;7,27;16,38;16,1;40,31;27,21
2014;51004;Parecis (MT);6856693;-;18,77;47,39;10,05;34,59;7,97
2014;51005;Arinos (MT);2150221;-;5,89;42,97;11,5;27,76;17,77
2014;51006;Alto Teles Pires (MT);12647474;-;34,62;29,43;16,89;44,18;9,51
2014;51007;Sinop (MT);5893778;-;16,13;16,39;14,63;52,68;16,29
2014;51008;Paranatinga (MT);1155797;-;3,16;51,46;8,03;25,04;15,46
2014;51009;Norte Araguaia (MT);2335735;-;29,73;38,78;6,41;29,27;25,54
2014;51010;Canarana (MT);3964601;-;50,46;38,55;8,13;39,43;13,9
2014;51011;Médio Araguaia (MT);1556160;-;19,81;10,91;18,43;49,7;20,96
2014;51012;Alto Guaporé (MT);1485688;-;19,25;16,12;21,98;37,84;24,06
2014;51013;Tangará da Serra (MT);3976553;-;51,52;29,05;14,32;37,57;19,06
2014;51014;Jauru (MT);2256464;-;29,23;25,76;20,09;30,81;23,34
2014;51015;Alto Paraguai (MT);524944;-;1,73;24,72;17,01;29,14;29,13
2014;51016;Rosário Oeste (MT);531220;-;1,75;31,92;22,8;19,32;25,96
2014;51017;Cuiabá (MT);27395862;-;90,07;2,41;20,15;60,56;16,88
2014;51018;Alto Pantanal (MT);1962706;-;6,45;12,91;9,51;46,64;30,94
2014;51019;Primavera do Leste (MT);4765120;-;25,46;30,58;12,59;46,55;10,28
2014;51020;Tesouro (MT);1279858;-;6,84;53,25;6,97;18,66;21,12
2014;51021;Rondonópolis (MT);10547062;-;56,36;14,08;25,85;45,84;14,23
2014;51022;Alto Araguaia (MT);2121195;-;11,34;34,63;20,34;35,13;9,9
2014;52001;São Miguel do Araguaia (GO);1754028;-;38,68;26,78;20,14;34,1;18,97
2014;52002;Rio Vermelho (GO);1681432;-;37,08;29,24;10,35;39,52;20,9
2014;52003;Aragarças (GO);1099141;-;24,24;33,91;8,72;37;20,37
2014;52004;Porangatu (GO);4961119;-;83,95;13,43;30,1;36,92;19,55
2014;52005;Chapada dos Veadeiros (GO);948653;-;16,05;21,34;18,43;32,86;27,37
2014;52006;Ceres (GO);4349741;-;4,88;13,53;23,8;41,25;21,42
2014;52007;Anápolis (GO);16349665;-;18,35;4,53;30,99;49,82;14,66
2014;52008;Iporá (GO);951731;-;1,07;24,12;7,97;43,29;24,62
2014;52009;Anicuns (GO);1879843;-;2,11;18,01;18,06;40,71;23,22
2014;52010;Goiânia (GO);65592255;-;73,6;0,85;22,99;62,2;13,96
2014;52011;Vão do Paranã (GO);1243426;-;7,38;16,98;8,96;40,36;33,7
2014;52012;Entorno de Brasília (GO);15614858;-;92,62;13,15;15,33;45,53;25,99
2014;52013;Sudoeste de Goiás (GO);17558692;-;36,14;25,06;20,3;42,62;12,01
2014;52014;Vale do Rio dos Bois (GO);3896161;-;8,02;30,04;26,42;30,18;13,36
2014;52015;Meia Ponte (GO);11840745;-;24,37;18,28;23,54;44,59;13,59
2014;52016;Pires do Rio (GO);2346788;-;4,83;33,03;10,67;39,95;16,35
2014;52017;Catalão (GO);8092603;-;16,66;15,74;33,33;40,95;9,99
2014;52018;Quirinópolis (GO);4854437;-;9,99;12,74;53,89;23,28;10,1
2014;53001;Brasília (DF);197432059;-;100;0,45;6,63;49,86;43,06
2015;11001;Porto Velho (RO);15924037;-;93,19;7;26,25;42,84;23,91
2015;11002;Guajará-Mirim (RO);1162925;-;6,81;21,06;3,91;36,29;38,73
2015;11003;Ariquemes (RO);3299630;-;16,94;17,12;13,34;36,34;33,21
2015;11004;Ji-Paraná (RO);5932996;-;30,46;16,73;12,2;41,76;29,31
2015;11005;Alvorada D'Oeste (RO);1127480;-;5,79;29,97;10,92;23,05;36,05
2015;11006;Cacoal (RO);4502112;-;23,12;18,83;12,7;37,74;30,72
2015;11007;Vilhena (RO);3543796;-;18,2;11,3;18,73;43,44;26,52
2015;11008;Colorado do Oeste (RO);1070356;-;5,5;31,99;6,28;31,61;30,12
2015;12001;Cruzeiro do Sul (AC);1664357;-;67,71;12,97;6,01;28,49;52,53
2015;12002;Tarauacá (AC);793711;-;32,29;20,29;3,27;18,99;57,45
2015;12003;Sena Madureira (AC);638937;-;5,72;23,72;3,97;20,64;51,68
2015;12004;Rio Branco (AC);9581235;-;85,82;7,45;11,99;50,45;30,11
2015;12005;Brasiléia (AC);944561;-;8,46;22,31;8,4;28,78;40,52
2015;13001;Rio Negro (AM);689902;-;79,02;18,69;3,76;18,45;59,09
2015;13002;Japurá (AM);183209;-;20,98;23,19;3,44;13,84;59,53
2015;13003;Alto Solimões (AM);1648996;-;58,28;18,15;4,09;18,52;59,24
2015;13004;Juruá (AM);1180331;-;41,72;34,98;3,82;14,77;46,43
2015;13005;Tefé (AM);944164;-;1,18;23,89;15,92;22,57;37,63
2015;13006;Coari (AM);3503439;-;4,37;25,73;37,12;17,22;19,93
2015;13007;Manaus (AM);70132229;-;87,45;2,58;38,68;43,79;14,96
2015;13008;Rio Preto da Eva (AM);1205384;-;1,5;33,89;23,88;17,69;24,54
2015;13009;Itacoatiara (AM);2257496;-;2,82;25,69;10,13;34,35;29,83
2015;13010;Parintins (AM);2150024;-;2,68;28,1;4,74;20,17;46,99
2015;13011;Boca do Acre (AM);425420;-;15,92;24,9;7,74;19,94;47,41
2015;13012;Purus (AM);680312;-;25,45;40,63;2,98;14;42,39
2015;13013;Madeira (AM);1567278;-;58,63;31,07;4,88;20,18;43,88
2015;14001;Boa Vista (RR);8071497;-;92,5;1,93;10,77;42,73;44,57
2015;14002;Nordeste de Roraima (RR);654700;-;7,5;23,24;3,7;8,85;64,21
2015;14003;Caracaraí (RR);681912;-;44,96;14,12;5,17;16,46;64,25
2015;14004;Sudeste de Roraima (RR);834796;-;55,04;17,34;6,2;18,53;57,93
2015;15001;Óbidos (PA);3559675;-;34,97;14,56;37,81;27,51;20,12
2015;15002;Santarém (PA);5926568;-;58,22;21,01;8,62;41,32;29,06
2015;15003;Almeirim (PA);693900;-;6,82;19,37;19,73;24,22;36,68
2015;15004;Portel (PA);931625;-;24,17;28,85;4,38;15,6;51,17
2015;15005;Furos de Breves (PA);1806286;-;46,87;32,31;5,81;19,24;42,64
2015;15006;Arari (PA);1116199;-;28,96;33,6;3,63;15,87;46,9
2015;15007;Belém (PA);43878410;-;90,5;0,5;23,99;57,76;17,75
2015;15008;Castanhal (PA);4604200;-;9,5;14,64;16;45,17;24,19
2015;15009;Salgado (PA);1786287;-;11,28;19,94;6,12;27,6;46,35
2015;15010;Bragantina (PA);3511204;-;22,17;19,33;10,42;33,88;36,36
2015;15011;Cametá (PA);3880122;-;24,49;33,54;4,19;23,68;38,59
2015;15012;Tomé-Açu (PA);2989418;-;18,87;27,63;10,82;25,04;36,51
2015;15013;Guamá (PA);3673455;-;23,19;29,25;8,98;21,59;40,18
2015;15014;Itaituba (PA);2883551;-;31,78;21,18;14,9;35;28,92
2015;15015;Altamira (PA);6189468;-;68,22;21,82;28,41;32,63;17,14
2015;15016;Tucuruí (PA);6710897;-;15,44;10,52;54,39;16,11;18,99
2015;15017;Paragominas (PA);5305276;-;12,2;30,57;21,42;27,3;20,72
2015;15018;São Félix do Xingu (PA);2680826;-;6,17;34,39;15,67;25,51;24,43
2015;15019;Parauapebas (PA);15674217;-;36,06;2,95;65,15;22,66;9,24
2015;15020;Marabá (PA);7748110;-;17,82;5,56;41,13;37,5;15,8
2015;15021;Redenção (PA);3560910;-;8,19;17,71;20,28;42,28;19,74
2015;15022;Conceição do Araguaia (PA);1788901;-;4,12;32,57;13,11;27,1;27,22
2015;16001;Oiapoque (AP);442060;-;55,53;6,7;7,11;26,77;59,42
2015;16002;Amapá (AP);353992;-;44,47;20,01;3,01;17,47;59,51
2015;16003;Macapá (AP);12180870;-;93,23;1,18;13,95;44;40,87
2015;16004;Mazagão (AP);884372;-;6,77;4,61;5,24;23,67;66,47
2015;17001;Bico do Papagaio (TO);1979326;-;12,17;12,68;4,47;26,43;56,42
2015;17002;Araguaína (TO);5543768;-;34,09;7,73;15,74;46,02;30,51
2015;17003;Miracema do Tocantins (TO);2585703;-;15,9;19,57;14,49;33,84;32,1
2015;17004;Rio Formoso (TO);2555084;-;15,71;26,61;10,55;35,62;27,23
2015;17005;Gurupi (TO);3597181;-;22,12;15,28;18,91;40,93;24,88
2015;17006;Porto Nacional (TO);9908551;-;78,21;5,38;17,21;53,21;24,2
2015;17007;Jalapão (TO);1067864;-;8,43;35,01;4,76;19,77;40,47
2015;17008;Dianópolis (TO);1692815;-;13,36;22,97;10,99;26,47;39,56
2015;21001;Litoral Ocidental Maranhense (MA);955451;-;2,52;17,61;5,2;23,59;53,6
2015;21002;Aglomeração Urbana de São Luís (MA);29405343;-;77,68;0,34;26,93;57,44;15,29
2015;21003;Rosário (MA);1205686;-;3,19;11,8;18,49;29,19;40,52
2015;21004;Lençóis Maranhenses (MA);1037449;-;2,74;13,65;6,27;30,05;50,03
2015;21005;Baixada Maranhense (MA);3658465;-;9,66;17,34;7,74;30,28;44,64
2015;21006;Itapecuru Mirim (MA);1590927;-;4,2;8,19;23,76;27,06;40,98
2015;21007;Gurupi (MA);1481224;-;8,95;22,55;8,5;25,42;43,53
2015;21008;Pindaré (MA);4932491;-;29,81;15,65;9,78;37,18;37,39
2015;21009;Imperatriz (MA);10133669;-;61,24;6,57;30,36;45,7;17,37
2015;21010;Médio Mearim (MA);4097359;-;53,83;11,14;24,02;35,86;28,99
2015;21011;Alto Mearim e Grajaú (MA);2055655;-;27,01;18,96;6,34;32,48;42,22
2015;21012;Presidente Dutra (MA);1458200;-;19,16;13,73;7,21;41,15;37,92
2015;21013;Baixo Parnaíba Maranhense (MA);825754;-;8,57;16,3;5,95;29,38;48,37
2015;21014;Chapadinha (MA);1451900;-;15,06;13,28;6,51;35,71;44,49
2015;21015;Codó (MA);1787315;-;18,54;8,02;10,36;39,85;41,77
2015;21016;Coelho Neto (MA);651318;-;6,76;22,83;7,12;27,49;42,56
2015;21017;Caxias (MA);3348900;-;34,74;4,38;12,93;45,12;37,57
2015;21018;Chapadas do Alto Itapecuru (MA);1573606;-;16,33;17,57;9,77;34,39;38,27
2015;21019;Porto Franco (MA);1686929;-;24,72;17,75;31,6;29,36;21,29
2015;21020;Gerais de Balsas (MA);4013108;-;58,8;42,12;8,2;39,49;10,19
2015;21021;Chapadas das Mangabeiras (MA);1125243;-;16,49;49,45;7,85;24,03;18,68
2015;22001;Baixo Parnaíba Piauiense (PI);2267355;-;43,43;5,26;5,99;32,92;55,83
2015;22002;Litoral Piauiense (PI);2953627;-;56,57;6,23;8,87;44,31;40,58
2015;22003;Teresina (PI);19009520;-;85,46;0,79;19,33;56,83;23,04
2015;22004;Campo Maior (PI);1561971;-;7,02;6,28;5,83;32,6;55,29
2015;22005;Médio Parnaíba Piauiense (PI);931717;-;4,19;10,27;6,22;28,94;54,57
2015;22006;Valença do Piauí (PI);741281;-;3,33;10,33;4,78;30,53;54,36
2015;22007;Alto Parnaíba Piauiense (PI);2034941;-;28,51;48,36;18,85;22,11;10,67
2015;22008;Bertolínia (PI);413523;-;5,79;26,66;8,98;23,48;40,87
2015;22009;Floriano (PI);1562767;-;21,9;12,01;9,86;45,84;32,28
2015;22010;Alto Médio Gurguéia (PI);1422444;-;19,93;31,08;5,89;36,25;26,78
2015;22011;São Raimundo Nonato (PI);1043817;-;14,63;7,23;5,43;34,9;52,44
2015;22012;Chapadas do Extremo Sul Piauiense (PI);658978;-;9,23;18,36;4,51;26,67;50,47
2015;22013;Picos (PI);2179619;-;47,93;5,78;8,4;49,26;36,56
2015;22014;Pio IX (PI);390991;-;8,6;14,07;4,71;27,16;54,06
2015;22015;Alto Médio Canindé (PI);1977134;-;43,48;9,3;8,64;27,99;54,07
2015;23001;Litoral de Camocim e Acaraú (CE);3016604;-;23,33;12,06;12,49;35,14;40,3
2015;23002;Ibiapaba (CE);2599932;-;20,11;14,29;9,14;38,1;38,47
2015;23003;Coreaú (CE);508992;-;3,94;12,9;20,95;27,46;38,69
2015;23004;Meruoca (CE);139231;-;1,08;5,6;6,22;26,19;62
2015;23005;Sobral (CE);5163314;-;39,93;2,91;21,81;47,4;27,88
2015;23006;Ipu (CE);927821;-;7,18;11,67;4,86;36,13;47,34
2015;23007;Santa Quitéria (CE);573916;-;4,44;13,11;13,66;32,31;40,91
2015;23008;Itapipoca (CE);2088727;-;19,31;7,36;22,99;35,58;34,06
2015;23009;Baixo Curu (CE);2615193;-;24,18;8,7;42,22;29,09;20
2015;23010;Uruburetama (CE);982144;-;9,08;8,23;24,89;29,27;37,62
2015;23011;Médio Curu (CE);657802;-;6,08;8;13,79;31,77;46,44
2015;23012;Canindé (CE);915889;-;8,47;7,95;7,95;37,26;46,85
2015;23013;Baturité (CE);1518037;-;14,04;16,13;8,17;32,53;43,16
2015;23014;Chorozinho (CE);408697;-;3,78;10,43;5,82;31,67;52,07
2015;23015;Cascavel (CE);1628400;-;15,06;18,79;18,53;35,07;27,62
2015;23016;Fortaleza (CE);78219586;-;97,23;0,41;22,43;60,99;16,17
2015;23017;Pacajus (CE);2227199;-;2,77;6,68;36,63;34,63;22,06
2015;23018;Sertão de Cratéus (CE);1766796;-;26,38;10,45;5,66;39,75;44,15
2015;23019;Sertão de Quixeramobim (CE);2393883;-;35,74;8,7;13,01;39,82;38,46
2015;23020;Sertão de Inhamuns (CE);1035434;-;15,46;10,95;3,84;38,01;47,19
2015;23021;Sertão de Senador Pompeu (CE);1502051;-;22,42;9,85;7,7;36,98;45,47
2015;23022;Litoral de Aracati (CE);1590293;-;24,32;14,88;18,75;41,47;24,91
2015;23023;Baixo Jaguaribe (CE);3822626;-;58,46;19,16;16,78;36,26;27,8
2015;23024;Médio Jaguaribe (CE);762613;-;11,66;16,34;18,59;36,15;28,91
2015;23025;Serra do Pereiro (CE);362992;-;5,55;11,73;3,67;40,8;43,8
2015;23026;Iguatu (CE);2372148;-;69,15;7,75;8,39;51,19;32,66
2015;23027;Várzea Alegre (CE);661092;-;19,27;9,65;6,95;35,84;47,56
2015;23028;Lavras da Mangabeira (CE);396967;-;11,57;14,07;8,06;30,1;47,76
2015;23029;Chapada do Araripe (CE);689920;-;7,06;14,84;4,05;33,59;47,52
2015;23030;Caririaçu (CE);367757;-;3,76;13,49;4,59;28,34;53,58
2015;23031;Barro (CE);634994;-;6,5;10,13;6,02;36,29;47,55
2015;23032;Cariri (CE);7065315;-;72,31;6,62;12,15;55,85;25,38
2015;23033;Brejo Santo (CE);1013483;-;10,37;6,15;17,46;40,81;35,58
2015;24001;Mossoró (RN);7576781;-;56,67;3,16;28,71;45,28;22,85
2015;24002;Chapada do Apodi (RN);976513;-;7,3;5,12;27,64;33,4;33,83
2015;24003;Médio Oeste (RN);406493;-;3,04;7,06;15,83;28,71;48,4
2015;24004;Vale do Açu (RN);2282922;-;17,08;5,33;33,35;29,78;31,54
2015;24005;Serra de São Miguel (RN);493411;-;3,69;5,24;2,86;27,34;64,56
2015;24006;Pau dos Ferros (RN);1084228;-;8,11;4,17;5;38,49;52,34
2015;24007;Umarizal (RN);548684;-;4,1;3,91;6,86;32,3;56,93
2015;24008;Macau (RN);2227861;-;36,3;4,45;51,17;26,5;17,88
2015;24009;Angicos (RN);441618;-;7,2;4,71;6,14;29,35;59,81
2015;24010;Serra de Santana (RN);576723;-;9,4;7,28;9,75;26,34;56,63
2015;24011;Seridó Ocidental (RN);1349864;-;21,99;5,37;8,61;48,9;37,13
2015;24012;Seridó Oriental (RN);1541408;-;25,11;5,73;18,63;37,42;38,23
2015;24013;Baixa Verde (RN);1242206;-;28,07;2,63;52,72;19,2;25,45
2015;24014;Borborema Potiguar (RN);1150604;-;26;3,18;5,52;32,21;59,08
2015;24015;Agreste Potiguar (RN);2032847;-;45,93;5,11;6,81;30,48;57,6
2015;24016;Litoral Nordeste (RN);1085544;-;3,26;15,69;19,9;21,35;43,05
2015;24017;Macaíba (RN);4934566;-;14,81;4,13;26,01;38,96;30,9
2015;24018;Natal (RN);25525685;-;76,61;0,26;17,38;61,23;21,13
2015;24019;Litoral Sul (RN);1772910;-;5,32;20,08;10,37;28,26;41,3
2015;25001;Catolé do Rocha (PB);1105512;-;12,61;3,74;8,3;39,22;48,74
2015;25002;Cajazeiras (PB);1909510;-;21,78;4,51;7,05;45,12;43,32
2015;25003;Sousa (PB);1974410;-;22,52;4,93;10,02;42,31;42,73
2015;25004;Patos (PB);1666779;-;19,01;1,51;9,93;52,18;36,38
2015;25005;Piancó (PB);579318;-;6,61;10,9;5,57;26,56;56,96
2015;25006;Itaporanga (PB);700042;-;7,99;8,97;6,61;29,68;54,75
2015;25007;Serra do Teixeira (PB);831249;-;9,48;6,41;5,49;25,98;62,12
2015;25008;Seridó Ocidental Paraibano (PB);376930;-;13,83;5,4;11,82;32,37;50,41
2015;25009;Seridó Oriental Paraibano (PB);595519;-;21,85;4,96;7,66;27,15;60,23
2015;25010;Cariri Ocidental (PB);1184594;-;43,47;7,79;5,66;37,34;49,21
2015;25011;Cariri Oriental (PB);568286;-;20,85;11,6;8,51;23;56,9
2015;25012;Curimataú Ocidental (PB);1074140;-;6,93;11,73;5,52;28,95;53,8
2015;25013;Curimataú Oriental (PB);696334;-;4,5;5,19;4,39;29,58;60,84
2015;25014;Esperança (PB);569854;-;3,68;3,89;11,38;37,18;47,54
2015;25015;Brejo Paraibano (PB);1080251;-;6,97;22,02;6,46;24,5;47,02
2015;25016;Guarabira (PB);1705135;-;11,01;6,89;12,31;35,95;44,85
2015;25017;Campina Grande (PB);9048373;-;58,42;1,44;22,04;49,52;27
2015;25018;Itabaiana (PB);950117;-;6,13;8,41;9,53;30,12;51,94
2015;25019;Umbuzeiro (PB);364556;-;2,35;9,52;3,42;20,97;66,09
2015;25020;Litoral Norte (PB);1552395;-;5,32;11,45;17,33;27,36;43,86
2015;25021;Sapé (PB);1175025;-;4,03;9,98;8,81;30,46;50,75
2015;25022;João Pessoa (PB);24720501;-;84,77;0,59;22,49;54,71;22,21
2015;25023;Litoral Sul (PB);1713056;-;5,87;12,02;22,78;39,69;25,51
2015;26001;Araripina (PE);2507683;-;27,89;4,72;11,01;36,83;47,44
2015;26002;Salgueiro (PE);1495899;-;16,64;4,02;6,09;46,47;43,41
2015;26003;Pajeú (PE);3032250;-;33,73;3,96;9,91;45,18;40,95
2015;26004;Sertão do Moxotó (PE);1954017;-;21,74;6,3;7,15;43,71;42,84
2015;26005;Petrolina (PE);7077453;-;79,1;14,29;15,67;44,78;25,25
2015;26006;Itaparica (PE);1870397;-;20,9;5,55;32,99;30,69;30,78
2015;26007;Vale do Ipanema (PE);1300464;-;5,21;14,98;5,11;27,91;52
2015;26008;Vale do Ipojuca (PE);12117816;-;48,57;8,23;13,07;50,14;28,56
2015;26009;Alto Capibaribe (PE);3151479;-;12,63;1,16;14,92;48,47;35,45
2015;26010;Médio Capibaribe (PE);2106702;-;8,44;13,14;6,51;35,56;44,79
2015;26011;Garanhuns (PE);4586918;-;18,38;11,4;9,19;40,4;39,02
2015;26012;Brejo Pernambucano (PE);1686035;-;6,76;12,35;6,17;31,56;49,92
2015;26013;Mata Setentrional Pernambucana (PE);9231244;-;49,86;11,44;26,02;36,51;26,04
2015;26014;Vitória de Santo Antão (PE);4077497;-;22,02;5,45;24,78;47,41;22,35
2015;26015;Mata Meridional Pernambucana (PE);5205366;-;28,12;8,32;11,59;37,52;42,58
2015;26016;Itamaracá (PE);4157821;-;4,35;2,2;47,65;32,14;18,01
2015;26017;Recife (PE);74902726;-;78,38;0,28;18,28;63,57;17,88
2015;26018;Suape (PE);16403611;-;17,17;0,54;43,74;44,77;10,95
2015;26019;Fernando de Noronha (PE);98289;-;0,1;0,51;5,23;86,55;7,7
2015;27001;Serrana do Sertão Alagoano (AL);542469;-;16,47;9,63;3,1;30,53;56,73
2015;27002;Alagoana do Sertão do São Francisco (AL);716853;-;21,76;4,07;7,35;45,6;42,97
2015;27003;Santana do Ipanema (AL);1263411;-;38,35;8,09;4,04;39,67;48,2
2015;27004;Batalha (AL);771732;-;23,43;17,47;4,49;33,66;44,38
2015;27005;Palmeira dos Índios (AL);1678448;-;22,09;10,19;13,09;39,55;37,17
2015;27006;Arapiraca (AL);5675626;-;74,7;15,39;8,78;49,54;26,29
2015;27007;Traipu (AL);244115;-;3,21;21,76;3,61;17,31;57,32
2015;27008;Serrana dos Quilombos (AL);1850246;-;5,22;36,54;8,3;26,48;28,68
2015;27009;Mata Alagoana (AL);3064756;-;8,64;27,55;11,2;24,16;37,09
2015;27010;Litoral Norte Alagoano (AL);851814;-;2,4;31,68;3,69;34,31;30,32
2015;27011;Maceió (AL);24143055;-;68,06;2,16;19,15;61,06;17,64
2015;27012;São Miguel dos Campos (AL);4056336;-;11,43;24,61;23,02;25,86;26,51
2015;27013;Penedo (AL);1508350;-;4,25;29,19;10,71;30,57;29,53
2015;28001;Sergipana do Sertão do São Francisco (SE);2615725;-;73,53;7,53;42,46;19,33;30,69
2015;28002;Carira (SE);941813;-;26,47;14,35;19,83;28,43;37,39
2015;28003;Nossa Senhora das Dores (SE);674291;-;11,9;15,13;5,46;31,82;47,59
2015;28004;Agreste de Itabaiana (SE);2269801;-;40,04;11,61;8,87;45,49;34,03
2015;28005;Tobias Barreto (SE);1243386;-;21,94;9,55;15,22;35,48;39,75
2015;28006;Agreste de Lagarto (SE);1480908;-;26,13;13,63;13,56;35,03;37,79
2015;28007;Propriá (SE);1057590;-;3,61;11,75;10,32;33,86;44,07
2015;28008;Cotinguiba (SE);695197;-;2,37;7,1;30,95;24,54;37,41
2015;28009;Japaratuba (SE);893324;-;3,05;12,29;30,59;21,77;35,34
2015;28010;Baixo Cotinguiba (SE);2843645;-;9,7;2,79;51,37;24,68;21,17
2015;28011;Aracaju (SE);19477217;-;66,41;0,26;18,95;59,2;21,59
2015;28012;Boquim (SE);1588938;-;5,42;12,62;7,44;31,71;48,23
2015;28013;Estância (SE);2774696;-;9,46;9,64;35,16;29,37;25,83
2015;29001;Barreiras (BA);13329347;-;77,57;37,81;13,12;40,23;8,84
2015;29002;Cotegipe (BA);924692;-;5,38;28,3;3,97;27,39;40,33
2015;29003;Santa Maria da Vitória (BA);2928805;-;17,04;40,75;6,51;31,05;21,68
2015;29004;Juazeiro (BA);5328511;-;49,11;10,06;14,58;44,76;30,6
2015;29005;Paulo Afonso (BA);2691387;-;24,8;5,21;40,66;32,8;21,33
2015;29006;Barra (BA);1318665;-;12,15;12,56;5,98;36,93;44,53
2015;29007;Bom Jesus da Lapa (BA);1511752;-;13,93;20,74;5,6;36,24;37,42
2015;29008;Senhor do Bonfim (BA);2642200;-;9,24;6,83;16,68;40,46;36,02
2015;29009;Irecê (BA);3178832;-;11,12;9,47;9,12;42,39;39,02
2015;29010;Jacobina (BA);3042380;-;10,64;7,81;15,35;41,4;35,44
2015;29011;Itaberaba (BA);2058944;-;7,2;14,06;8,11;38,83;39
2015;29012;Feira de Santana (BA);17666395;-;61,79;2,47;23,46;55,38;18,69
2015;29013;Jeremoabo (BA);722597;-;4,64;17,5;5,02;30,64;46,84
2015;29014;Euclides da Cunha (BA);2353514;-;15,1;16,86;6,79;34,01;42,35
2015;29015;Ribeira do Pombal (BA);2661384;-;17,07;22,3;6,65;33,61;37,44
2015;29016;Serrinha (BA);3599486;-;23,09;8,8;13,38;39,48;38,34
2015;29017;Alagoinhas (BA);4714442;-;30,24;17,17;19,1;40,5;23,23
2015;29018;Entre Rios (BA);1537440;-;9,86;19,02;22,29;31,59;27,1
2015;29019;Catu (BA);3681428;-;3,19;3,1;30,29;43,82;22,8
2015;29020;Santo Antônio de Jesus (BA);6795871;-;5,88;10,42;15,06;47,23;27,29
2015;29021;Salvador (BA);105106387;-;90,94;0,15;29,82;57,64;12,39
2015;29022;Boquira (BA);1215697;-;4,62;8,27;5,09;36,97;49,67
2015;29023;Seabra (BA);2441251;-;9,28;24,3;6,34;35,17;34,19
2015;29024;Jequié (BA);5333115;-;20,27;10,6;11,77;44,76;32,87
2015;29025;Livramento do Brumado (BA);799223;-;3,04;16,31;6,39;39,51;37,8
2015;29026;Guanambi (BA);3727033;-;14,17;8,26;17,87;40,34;33,53
2015;29027;Brumado (BA);2329524;-;8,85;10,53;21,86;35,46;32,16
2015;29028;Vitória da Conquista (BA);8337224;-;31,69;8,04;12,42;53,7;25,84
2015;29029;Itapetinga (BA);2128257;-;8,09;17,48;15,86;34,08;32,58
2015;29030;Valença (BA);4093984;-;13,23;13,52;25,14;38,6;22,73
2015;29031;Ilhéus-Itabuna (BA);13942633;-;45,07;11,98;18,49;44,37;25,17
2015;29032;Porto Seguro (BA);12901290;-;41,7;12,03;21,98;44,85;21,14
2015;31001;Unaí (MG);3893094;-;39,3;27,78;13,84;41,1;17,28
2015;31002;Paracatu (MG);6014099;-;60,7;20,92;25,98;37,32;15,78
2015;31003;Januária (MG);2330617;-;10,95;12,5;5,52;36,49;45,49
2015;31004;Janaúba (MG);2679932;-;12,6;10,79;11,87;41,52;35,82
2015;31005;Salinas (MG);2117125;-;9,95;12,46;8,48;39,57;39,49
2015;31006;Pirapora (MG);2598786;-;12,21;11,98;17,19;42,57;28,26
