Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010;;;;;;;;;
Ano;Cód.;Microrregião Geográfica;Produto Interno Bruto a preços correntes (Mil Reais);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da microrregião geográfica (%);Participação do produto interno bruto a preços correntes no produto interno bruto a preços correntes da mesorregião geográfica (%);Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%);Participação do valor adicionado bruto a preços correntes da administração, defesa, educação e saúde públicas e seguridade social no valor adicionado bruto a preços correntes total (%)
2005;21009;Imperatriz (MA);3326931;-;63,78;9,64;15,77;59,62;14,97
2005;21010;Médio Mearim (MA);1099714;-;50,19;18,18;7,14;42,35;32,33
2005;21011;Alto Mearim e Grajaú (MA);645512;-;29,46;29,65;4,43;28,94;36,98
2005;21012;Presidente Dutra (MA);446053;-;20,36;21,77;6,84;38,3;33,09
2005;21013;Baixo Parnaíba Maranhense (MA);223608;-;6,55;24,6;3,37;26,2;45,83
2005;21014;Chapadinha (MA);437860;-;12,82;26,98;3,81;30,78;38,43
2005;21015;Codó (MA);697025;-;20,41;10,64;27,41;28,59;33,36
2005;21016;Coelho Neto (MA);246583;-;7,22;7,79;34,73;28,28;29,19
2005;21017;Caxias (MA);1377293;-;40,33;5,38;29,55;38,31;26,76
2005;21018;Chapadas do Alto Itapecuru (MA);432625;-;12,67;24,84;4,69;33,13;37,34
2005;21019;Porto Franco (MA);380018;-;18;27,91;7,3;42,19;22,6
2005;21020;Gerais de Balsas (MA);1360170;-;64,41;40,34;4,28;46,89;8,49
2005;21021;Chapadas das Mangabeiras (MA);371389;-;17,59;56,98;5,69;20,93;16,39
2005;22001;Baixo Parnaíba Piauiense (PI);615650;-;43,75;10,17;3,71;29,9;56,22
2005;22002;Litoral Piauiense (PI);791705;-;56,25;9,64;8,45;40,16;41,75
2005;22003;Teresina (PI);5383523;-;85,62;1,38;21,8;55,02;21,8
2005;22004;Campo Maior (PI);433805;-;6,9;11,53;3,96;30,21;54,31
2005;22005;Médio Parnaíba Piauiense (PI);250760;-;3,99;10,77;2,6;28,48;58,16
2005;22006;Valença do Piauí (PI);219788;-;3,5;15,85;2,07;28,61;53,47
2005;22007;Alto Parnaíba Piauiense (PI);424422;-;24,27;54,27;13,45;21,98;10,31
2005;22008;Bertolínia (PI);133194;-;7,62;33,92;12,45;20,07;33,57
2005;22009;Floriano (PI);427656;-;24,45;9,73;18,07;38,82;33,37
2005;22010;Alto Médio Gurguéia (PI);306590;-;17,53;39,93;2,54;28,47;29,06
2005;22011;São Raimundo Nonato (PI);280251;-;16,02;14;2,78;32,15;51,07
2005;22012;Chapadas do Extremo Sul Piauiense (PI);176897;-;10,11;18,53;2,55;27,7;51,23
2005;22013;Picos (PI);597583;-;47,14;8,7;6,76;46,8;37,73
2005;22014;Pio IX (PI);108443;-;8,56;17,56;3,78;24,5;54,16
2005;22015;Alto Médio Canindé (PI);561566;-;44,3;12,95;11,83;23,43;51,79
2005;23001;Litoral de Camocim e Acaraú (CE);900002;-;20,79;15,5;13,76;30,91;39,83
2005;23002;Ibiapaba (CE);825046;-;19,06;30,02;6,72;29,08;34,18
2005;23003;Coreaú (CE);120207;-;2,78;17,11;4,66;25,79;52,44
2005;23004;Meruoca (CE);46918;-;1,08;20,96;4,69;21,56;52,78
2005;23005;Sobral (CE);1923208;-;44,43;5,5;36,25;36,04;22,21
2005;23006;Ipu (CE);326573;-;7,54;22,73;3,84;28,88;44,54
2005;23007;Santa Quitéria (CE);187133;-;4,32;23,56;11,83;27,1;37,51
2005;23008;Itapipoca (CE);733974;-;22,63;12,7;31,32;29,6;26,37
2005;23009;Baixo Curu (CE);409084;-;12,61;15,54;28,37;29,73;26,36
2005;23010;Uruburetama (CE);406971;-;12,55;15,41;33,73;25,53;25,32
2005;23011;Médio Curu (CE);176693;-;5,45;17,46;6,36;26,96;49,22
2005;23012;Canindé (CE);295722;-;9,12;15,6;7,57;33,29;43,54
2005;23013;Baturité (CE);527551;-;16,26;26,38;9,03;26,84;37,75
2005;23014;Chorozinho (CE);139620;-;4,3;17,8;5,52;28,1;48,58
2005;23015;Cascavel (CE);554414;-;17,09;17,06;32,37;27,64;22,92
2005;23016;Fortaleza (CE);24605560;-;96,08;0,64;23,25;60,52;15,58
2005;23017;Pacajus (CE);1003595;-;3,92;4,84;57,42;25,75;12
2005;23018;Sertão de Cratéus (CE);615978;-;27,62;17,36;6,08;34,84;41,73
2005;23019;Sertão de Quixeramobim (CE);766142;-;34,36;19,34;12,77;31,96;35,93
2005;23020;Sertão de Inhamuns (CE);336583;-;15,09;23,06;3,95;28,87;44,12
2005;23021;Sertão de Senador Pompeu (CE);511357;-;22,93;20,44;5,54;30,81;43,2
2005;23022;Litoral de Aracati (CE);478311;-;24,12;16,76;22,84;35,65;24,75
2005;23023;Baixo Jaguaribe (CE);1200171;-;60,53;21,78;18,59;32,35;27,28
2005;23024;Médio Jaguaribe (CE);208468;-;10,51;30,3;7,54;29,36;32,8
2005;23025;Serra do Pereiro (CE);95889;-;4,84;19,35;3,98;28,47;48,2
2005;23026;Iguatu (CE);760783;-;71,05;15,45;9,13;43,91;31,51
2005;23027;Várzea Alegre (CE);193030;-;18,03;14,48;5,94;30,33;49,25
2005;23028;Lavras da Mangabeira (CE);117026;-;10,93;19,79;4,6;27,05;48,56
2005;23029;Chapada do Araripe (CE);210411;-;8,11;19,66;3,9;30,22;46,22
2005;23030;Caririaçu (CE);117954;-;4,55;15,01;4,32;24,9;55,77
2005;23031;Barro (CE);196984;-;7,6;22,45;4,59;28,56;44,4
2005;23032;Cariri (CE);1829909;-;70,56;5,37;16,05;50,99;27,59
2005;23033;Brejo Santo (CE);238193;-;9,18;15,3;6;37,55;41,14
2005;24001;Mossoró (RN);3535028;-;58,45;3,73;49,86;31,56;14,85
2005;24002;Chapada do Apodi (RN);538266;-;8,9;6,53;50,49;20,96;22,01
2005;24003;Médio Oeste (RN);142168;-;2,35;9,96;24,14;19,06;46,84
2005;24004;Vale do Açu (RN);1125184;-;18,6;6,74;54,21;19,8;19,25
2005;24005;Serra de São Miguel (RN);164965;-;2,73;10,48;3,87;22,36;63,29
2005;24006;Pau dos Ferros (RN);359660;-;5,95;8,29;6,98;30,92;53,8
2005;24007;Umarizal (RN);182774;-;3,02;7,01;6,71;27,28;59
2005;24008;Macau (RN);805528;-;40,79;4,13;56,63;26,23;13,01
2005;24009;Angicos (RN);152595;-;7,73;7,09;11;24,87;57,04
2005;24010;Serra de Santana (RN);174423;-;8,83;11,54;4,1;24,41;59,95
2005;24011;Seridó Ocidental (RN);388969;-;19,7;7,65;9,96;42,19;40,2
2005;24012;Seridó Oriental (RN);453382;-;22,96;8,39;14,36;33,88;43,37
2005;24013;Baixa Verde (RN);178368;-;14,49;10,03;6,11;28,85;55,01
2005;24014;Borborema Potiguar (RN);391170;-;31,78;11,35;6,19;26,74;55,71
2005;24015;Agreste Potiguar (RN);661353;-;53,73;12,86;7,46;24,61;55,07
2005;24016;Litoral Nordeste (RN);281901;-;2,63;25,12;5,46;19,24;50,18
2005;24017;Macaíba (RN);1835561;-;17,13;6,09;37,72;27,88;28,31
2005;24018;Natal (RN);8083991;-;75,46;0,55;18,84;58,97;21,64
2005;24019;Litoral Sul (RN);511631;-;4,78;23,62;10,17;24,35;41,86
2005;25001;Catolé do Rocha (PB);306565;-;11,37;7,97;6,7;29,95;55,39
2005;25002;Cajazeiras (PB);578247;-;21,44;7,11;6,37;41,43;45,09
2005;25003;Sousa (PB);618891;-;22,95;11,54;6,78;35,89;45,78
2005;25004;Patos (PB);493682;-;18,3;4,32;11,95;46,96;36,77
2005;25005;Piancó (PB);190858;-;7,08;15,39;4,13;23,17;57,31
2005;25006;Itaporanga (PB);230366;-;8,54;18,08;4,16;23,27;54,49
2005;25007;Serra do Teixeira (PB);278630;-;10,33;14,34;3,32;21,49;60,86
2005;25008;Seridó Ocidental Paraibano (PB);115209;-;13,44;8,07;8,17;29,14;54,62
2005;25009;Seridó Oriental Paraibano (PB);191632;-;22,35;9,12;7,93;23,95;59,01
2005;25010;Cariri Ocidental (PB);348392;-;40,64;15,3;4,27;26,97;53,45
2005;25011;Cariri Oriental (PB);202007;-;23,56;19,16;7,93;20,6;52,3
2005;25012;Curimataú Ocidental (PB);324501;-;6,36;15,65;5,24;25,58;53,53
2005;25013;Curimataú Oriental (PB);254057;-;4,98;12,55;4,69;25,28;57,49
2005;25014;Esperança (PB);177102;-;3,47;9,22;6,25;37,11;47,42
2005;25015;Brejo Paraibano (PB);407844;-;8;33,82;4,06;20,06;42,06
2005;25016;Guarabira (PB);532273;-;10,44;10,58;8,3;32,98;48,14
2005;25017;Campina Grande (PB);2984029;-;58,52;2,71;28,95;42,69;25,65
2005;25018;Itabaiana (PB);296047;-;5,81;10,31;7,62;27,01;55,07
2005;25019;Umbuzeiro (PB);123610;-;2,42;16,3;2,54;18,14;63,02
2005;25020;Litoral Norte (PB);494286;-;5,55;15,93;14,97;24,43;44,67
2005;25021;Sapé (PB);351883;-;3,95;16,03;5,87;24,11;54
2005;25022;João Pessoa (PB);7345760;-;82,51;1,07;22,85;53,21;22,87
2005;25023;Litoral Sul (PB);711353;-;7,99;18,42;39,76;20,72;21,1
2005;26001;Araripina (PE);779489;-;28,09;9,95;13,24;27,97;48,84
2005;26002;Salgueiro (PE);461298;-;16,62;11,16;8,83;35,07;44,94
2005;26003;Pajeú (PE);940823;-;33,9;14,37;8,09;35,39;42,14
2005;26004;Sertão do Moxotó (PE);593298;-;21,38;14,1;4,83;37,41;43,66
2005;26005;Petrolina (PE);2380469;-;75;22,42;17,7;36,18;23,7
2005;26006;Itaparica (PE);793608;-;25;9,29;52,49;16,15;22,07
2005;26007;Vale do Ipanema (PE);423833;-;5,82;24,02;1,95;22,2;51,83
2005;26008;Vale do Ipojuca (PE);3372459;-;46,29;8,4;12,17;46,7;32,73
2005;26009;Alto Capibaribe (PE);752585;-;10,33;2,74;12,62;41,81;42,83
2005;26010;Médio Capibaribe (PE);720603;-;9,89;18,97;4,54;29,42;47,07
2005;26011;Garanhuns (PE);1420543;-;19,5;14,49;9,82;35,28;40,41
2005;26012;Brejo Pernambucano (PE);595296;-;8,17;20,27;3,06;25,77;50,89
2005;26013;Mata Setentrional Pernambucana (PE);2295685;-;45,43;20,26;17,7;30,39;31,65
2005;26014;Vitória de Santo Antão (PE);871656;-;17,25;12,93;16,2;37,09;33,78
2005;26015;Mata Meridional Pernambucana (PE);1886311;-;37,33;18,11;12,21;30,91;38,77
2005;26016;Itamaracá (PE);1070252;-;3,35;5,77;42,99;29,95;21,29
2005;26017;Recife (PE);26822309;-;83,94;0,69;20,18;60,89;18,24
2005;26018;Suape (PE);4030273;-;12,61;3,19;50,99;35,04;10,78
2005;26019;Fernando de Noronha (PE);29535;-;0,09;1,09;3,49;87,81;7,6
2005;27001;Serrana do Sertão Alagoano (AL);202633;-;17,03;29,15;2,65;19,67;48,53
2005;27002;Alagoana do Sertão do São Francisco (AL);318999;-;26,82;8,43;42,58;21,61;27,39
2005;27003;Santana do Ipanema (AL);404319;-;33,99;14,12;7,47;25,93;52,48
2005;27004;Batalha (AL);263608;-;22,16;23,17;6,48;26,79;43,56
2005;27005;Palmeira dos Índios (AL);515052;-;25,98;17,14;10,83;31,03;41
2005;27006;Arapiraca (AL);1387523;-;69,98;20,93;9,36;35,58;34,13
2005;27007;Traipu (AL);80119;-;4,04;24,35;6,06;16,22;53,36
2005;27008;Serrana dos Quilombos (AL);717663;-;5,83;42,69;13,43;19,4;24,48
2005;27009;Mata Alagoana (AL);1275907;-;10,36;36,23;18,51;17,7;27,57
2005;27010;Litoral Norte Alagoano (AL);245280;-;1,99;42,36;4,3;21,64;31,7
2005;27011;Maceió (AL);7436679;-;60,4;3,49;24,64;53,12;18,76
2005;27012;São Miguel dos Campos (AL);2032220;-;16,51;26,89;37,23;18,72;17,16
2005;27013;Penedo (AL);604517;-;4,91;26,46;24,32;24,94;24,28
2005;28001;Sergipana do Sertão do São Francisco (SE);1543161;-;85,32;5,71;70,52;7,39;16,38
2005;28002;Carira (SE);265566;-;14,68;14,25;19,67;22,98;43,09
2005;28003;Nossa Senhora das Dores (SE);235792;-;13,35;21,71;6,04;27,35;44,9
2005;28004;Agreste de Itabaiana (SE);680383;-;38,52;14,63;7,24;39,73;38,4
2005;28005;Tobias Barreto (SE);363134;-;20,56;15,53;6,57;29,93;47,96
2005;28006;Agreste de Lagarto (SE);486937;-;27,57;17,15;11,36;33,13;38,36
2005;28007;Propriá (SE);415065;-;3,82;19,48;13,56;28,41;38,55
2005;28008;Cotinguiba (SE);331223;-;3,05;8,51;48,83;19,08;23,58
2005;28009;Japaratuba (SE);599906;-;5,53;16,07;49,69;16,87;17,37
2005;28010;Baixo Cotinguiba (SE);1239842;-;11,42;4,02;62,43;18,59;14,95
2005;28011;Aracaju (SE);6731587;-;62,01;0,52;22,69;56,62;20,17
2005;28012;Boquim (SE);564247;-;5,2;21,86;6,06;26,27;45,81
2005;28013;Estância (SE);973276;-;8,97;9,38;40,44;26,44;23,75
2005;29001;Barreiras (BA);4039150;-;76,42;51,02;11,21;30,5;7,27
2005;29002;Cotegipe (BA);269150;-;5,09;30,11;3,26;21,47;45,16
2005;29003;Santa Maria da Vitória (BA);977013;-;18,49;47,62;6,86;24,74;20,78
2005;29004;Juazeiro (BA);1735412;-;44,64;14,21;22,99;33,6;29,19
2005;29005;Paulo Afonso (BA);1309808;-;33,7;2,34;64,25;19,52;13,89
2005;29006;Barra (BA);405509;-;10,43;19,47;5,07;31,16;44,3
2005;29007;Bom Jesus da Lapa (BA);436474;-;11,23;23,47;5,4;30,26;40,87
2005;29008;Senhor do Bonfim (BA);1133914;-;13,43;7,56;28,45;36,58;27,41
2005;29009;Irecê (BA);1007177;-;11,93;18,88;7,78;34,43;38,91
2005;29010;Jacobina (BA);912343;-;10,8;13,08;10,6;38,01;38,31
2005;29011;Itaberaba (BA);641271;-;7,59;17,76;7,56;33,42;41,25
2005;29012;Feira de Santana (BA);4750888;-;56,25;5,57;18,57;52,67;23,18
2005;29013;Jeremoabo (BA);259532;-;4,49;32,72;3,91;20,27;43,11
2005;29014;Euclides da Cunha (BA);725679;-;12,56;21,6;5;28,05;45,35
2005;29015;Ribeira do Pombal (BA);882861;-;15,28;30,8;5,24;27,49;36,47
2005;29016;Serrinha (BA);1152766;-;19,96;11,17;18,73;33,57;36,53
2005;29017;Alagoinhas (BA);1877010;-;32,49;21,38;26,66;31,58;20,38
2005;29018;Entre Rios (BA);878932;-;15,21;13,19;48,7;22,91;15,2
2005;29019;Catu (BA);2389818;-;5,23;2,26;57,5;29,28;10,96
2005;29020;Santo Antônio de Jesus (BA);2105412;-;4,6;16,84;13,03;42,62;27,51
2005;29021;Salvador (BA);41229595;-;90,17;0,12;35,87;54,06;9,95
2005;29022;Boquira (BA);401525;-;4,8;14,21;6,73;31,59;47,46
2005;29023;Seabra (BA);766791;-;9,17;26,16;4,85;31,75;37,24
2005;29024;Jequié (BA);1727389;-;20,66;15,76;8,77;39,61;35,85
2005;29025;Livramento do Brumado (BA);266746;-;3,19;23,87;6,36;33,88;35,9
2005;29026;Guanambi (BA);1051921;-;12,58;15,63;10,47;36,79;37,11
2005;29027;Brumado (BA);805985;-;9,64;8,9;24,66;30,3;36,14
2005;29028;Vitória da Conquista (BA);2522043;-;30,17;9,67;8,93;51,07;30,33
2005;29029;Itapetinga (BA);816817;-;9,77;14,03;24,08;29,73;32,16
2005;29030;Valença (BA);864799;-;8;20,86;8,24;37,68;33,23
2005;29031;Ilhéus-Itabuna (BA);5424073;-;50,16;10,93;23,24;42,31;23,52
2005;29032;Porto Seguro (BA);4524080;-;41,84;23,78;18,53;38,75;18,94
2005;31001;Unaí (MG);1275267;-;40,85;35,24;10,85;36,94;16,97
2005;31002;Paracatu (MG);1846864;-;59,15;27,26;20,46;35,94;16,33
2005;31003;Januária (MG);774790;-;10,14;17,32;5,23;33,83;43,62
2005;31004;Janaúba (MG);783641;-;10,26;13,21;7,15;39,63;40,02
2005;31005;Salinas (MG);680185;-;8,9;15,27;7,72;35,72;41,29
2005;31006;Pirapora (MG);1610458;-;21,08;16,62;44,25;23,61;15,52
2005;31007;Montes Claros (MG);3367136;-;44,06;6,08;24,55;46,25;23,12
2005;31008;Grão Mogol (MG);116336;-;1,52;16,52;5,85;25,83;51,8
2005;31009;Bocaiúva (MG);308936;-;4,04;11,74;23,39;33,56;31,31
2005;31010;Diamantina (MG);323615;-;15,03;5,07;13,29;47;34,64
2005;31011;Capelinha (MG);600702;-;27,89;16,24;7,56;34,74;41,45
2005;31012;Araçuaí (MG);381038;-;17,69;10,21;5,54;35,5;48,76
2005;31013;Pedra Azul (MG);337966;-;15,69;12,72;11,08;43,06;33,14
2005;31014;Almenara (MG);510339;-;23,7;15,66;6,8;32,95;44,59
2005;31015;Teófilo Otoni (MG);1105062;-;68,04;9,21;10,41;50,15;30,24
2005;31016;Nanuque (MG);519180;-;31,96;14,29;13,53;40,29;31,9
2005;31017;Ituiutaba (MG);1254869;-;4,6;15,57;15,45;50,42;18,56
2005;31018;Uberlândia (MG);11595311;-;42,51;7,13;35,57;46,7;10,6
2005;31019;Patrocínio (MG);1669337;-;6,12;29,87;10,64;42,16;17,32
2005;31020;Patos de Minas (MG);1931626;-;7,08;20,07;12,3;49,05;18,58
2005;31021;Frutal (MG);3304110;-;12,11;12,09;60,53;19,18;8,2
2005;31022;Uberaba (MG);4549612;-;16,68;11,24;32,93;44,88;10,94
2005;31023;Araxá (MG);2973835;-;10,9;19,28;37,08;33,29;10,34
2005;31024;Três Marias (MG);1263148;-;37,75;10,45;54,04;23,06;12,45
2005;31025;Curvelo (MG);772714;-;23,1;17,75;11,1;44,35;26,81
2005;31026;Bom Despacho (MG);1309918;-;39,15;16,77;19,37;46,11;17,75
2005;31027;Sete Lagoas (MG);4044743;-;5,03;4,02;44,47;36,43;15,08
2005;31028;Conceição do Mato Dentro (MG);266503;-;0,33;16,24;4,45;33,38;45,94
2005;31029;Pará de Minas (MG);1055379;-;1,31;11;34,02;39,33;15,65
2005;31030;Belo Horizonte (MG);62772399;-;78,14;0,22;31,94;54,58;13,26
2005;31031;Itabira (MG);5152892;-;6,41;3,19;55,62;30,21;10,99
2005;31032;Itaguara (MG);371078;-;0,46;11,77;30,03;34,16;24,04
2005;31033;Ouro Preto (MG);3368729;-;4,19;0,58;62,51;28,09;8,83
2005;31034;Conselheiro Lafaiete (MG);3303283;-;4,11;1,23;52,14;33,7;12,93
2005;31035;Guanhães (MG);566401;-;4,02;14,98;18,63;35,3;31,09
2005;31036;Peçanha (MG);250263;-;1,78;25,92;4,37;27,57;42,13
2005;31037;Governador Valadares (MG);2505735;-;17,79;4,37;13,46;58;24,17
2005;31038;Mantena (MG);274841;-;1,95;11,55;7,36;48,63;32,46
2005;31039;Ipatinga (MG);8808882;-;62,53;1,07;58,98;30,36;9,6
2005;31040;Caratinga (MG);990000;-;7,03;14,99;9,1;43,81;32,09
2005;31041;Aimorés (MG);692155;-;4,91;18,25;9,85;42,97;28,94
2005;31042;Piuí (MG);671298;-;8,85;28,15;12,92;40,52;18,41
2005;31043;Divinópolis (MG);4308729;-;56,79;3,76;33,85;46,67;15,72
2005;31044;Formiga (MG);1190936;-;15,7;8,63;28,6;44,47;18,3
2005;31045;Campo Belo (MG);684172;-;9,02;16,58;18,73;42,98;21,71
2005;31046;Oliveira (MG);732500;-;9,65;20,15;13,45;41,96;24,44
2005;31047;Passos (MG);2697172;-;12,2;10,06;47,54;29,62;12,78
2005;31048;São Sebastião do Paraíso (MG);2103573;-;9,51;15,25;24,51;42,68;17,57
2005;31049;Alfenas (MG);1552203;-;7,02;15,91;20,47;43,23;20,39
2005;31050;Varginha (MG);4172810;-;18,87;9,47;26,54;48,32;15,68
2005;31051;Poços de Caldas (MG);3828043;-;17,31;5,84;35,42;44,07;14,67
2005;31052;Pouso Alegre (MG);3190766;-;14,43;5,72;30,7;48,39;15,19
2005;31053;Santa Rita do Sapucaí (MG);1165879;-;5,27;14,9;29,1;38,32;17,67
2005;31054;São Lourenço (MG);1398140;-;6,32;19,18;10,94;48,22;21,66
2005;31055;Andrelândia (MG);340312;-;1,54;18,21;8,98;39,55;33,26
2005;31056;Itajubá (MG);1666841;-;7,54;6,66;35,44;41,7;16,2
2005;31057;Lavras (MG);1214162;-;30,48;13,01;24,02;45,75;17,21
2005;31058;São João Del Rei (MG);1173760;-;29,46;9,02;24,96;44,59;21,43
2005;31059;Barbacena (MG);1596179;-;40,06;6,8;28,66;43,49;21,05
2005;31060;Ponte Nova (MG);1007481;-;6,68;14,49;14,48;43,95;27,08
2005;31061;Manhuaçu (MG);1483287;-;9,83;19,86;9,45;46,3;24,4
2005;31062;Viçosa (MG);948198;-;6,28;14,97;7,79;45,78;31,46
2005;31063;Muriaé (MG);1341907;-;8,89;10,57;10,89;50,35;28,19
2005;31064;Ubá (MG);1733556;-;11,49;6,17;30,74;42,82;20,26
2005;31065;Juiz de Fora (MG);6839317;-;45,33;1,5;26,08;55,08;17,34
2005;31066;Cataguases (MG);1733940;-;11,49;4,95;24,62;51,89;18,54
2005;32001;Barra de São Francisco (ES);523104;-;18,52;12,34;23,6;33,21;30,85
2005;32002;Nova Venécia (ES);779385;-;27,59;15,26;20,98;35,31;28,45
2005;32003;Colatina (ES);1522722;-;53,9;5,77;21,88;46,24;26,1
2005;32004;Montanha (ES);331640;-;5,05;31,39;8,06;31,48;29,07
2005;32005;São Mateus (ES);1633609;-;24,86;13,78;33,93;32,14;20,15
2005;32006;Linhares (ES);4607162;-;70,1;5,54;52,43;28,71;13,32
2005;32007;Afonso Cláudio (ES);786841;-;2,39;21,63;9,49;37,03;31,86
2005;32008;Santa Teresa (ES);696570;-;2,11;32,67;8,33;31,61;27,4
2005;32009;Vitória (ES);28566222;-;86,61;0,14;38,24;49,33;12,29
2005;32010;Guarapari (ES);2932687;-;8,89;2,41;57,57;28,56;11,45
2005;32011;Alegre (ES);706071;-;15,21;14,27;6,17;37,98;41,58
2005;32012;Cachoeiro de Itapemirim (ES);2700317;-;58,19;4,49;26,71;44,35;24,45
2005;32013;Itapemirim (ES);1234256;-;26,6;6,92;60,71;20,97;11,41
2005;33001;Itaperuna (RJ);1761322;-;67,19;5,49;22,63;41,35;30,54
2005;33002;Santo Antônio de Pádua (RJ);859940;-;32,81;11,2;13,26;35,99;39,55
2005;33003;Campos dos Goytacazes (RJ);28540915;-;72,6;0,77;69,49;23,77;5,97
2005;33004;Macaé (RJ);10770285;-;27,4;0,55;61,36;29,59;8,5
2005;33005;Três Rios (RJ);1500246;-;34,52;2,68;17,24;49,54;30,55
2005;33006;Cantagalo-Cordeiro (RJ);641085;-;14,75;3,57;36,73;29,31;30,38
2005;33007;Nova Friburgo (RJ);2022517;-;46,54;5,99;16,13;46,09;31,79
2005;33008;Santa Maria Madalena (RJ);181632;-;4,18;17,68;4,81;27,45;50,06
2005;33009;Bacia de São João (RJ);9628014;-;46;0,22;73,74;22,36;3,67
2005;33010;Lagos (RJ);11301325;-;54;0,46;58,79;28,41;12,34
2005;33011;Vale do Paraíba Fluminense (RJ);13912062;-;72,59;0,7;47,42;35,71;16,17
2005;33012;Barra do Piraí (RJ);1410552;-;7,36;3,3;18,68;45,54;32,47
2005;33013;Baía da Ilha Grande (RJ);3843564;-;20,05;0,88;34,12;41,76;23,24
2005;33014;Vassouras (RJ);1123995;-;0,61;3,67;8,9;47,62;39,81
2005;33015;Serrana (RJ);5332455;-;2,91;3,51;18,56;51,87;26,06
2005;33016;Macacu-Caceribu (RJ);1345478;-;0,73;2,12;14,18;58,03;25,67
2005;33017;Itaguaí (RJ);3879376;-;2,11;0,65;11,54;72,39;15,42
2005;33018;Rio de Janeiro (RJ);171775298;-;93,63;0,07;19,13;59,27;21,54
2005;35001;Jales (SP);1330058;-;7,7;14,21;22,54;44,78;18,46
2005;35002;Fernandópolis (SP);1225431;-;7,09;11,49;29,57;45,38;13,56
2005;35003;Votuporanga (SP);1367156;-;7,91;8,98;28,06;48,39;14,56
2005;35004;São José do Rio Preto (SP);9293842;-;53,79;8,48;22,31;57,03;12,17
2005;35005;Catanduva (SP);2387551;-;13,82;13,09;21,9;50,07;14,94
2005;35006;Auriflama (SP);342633;-;1,98;24,34;17,55;36,41;21,69
2005;35007;Nhandeara (SP);630341;-;3,65;19,91;25,63;39,71;14,76
2005;35008;Novo Horizonte (SP);700609;-;4,06;32,12;14,55;37,31;16,02
2005;35009;Barretos (SP);1898812;-;6,1;12,59;28,16;46,78;12,46
2005;35010;São Joaquim da Barra (SP);3365261;-;10,81;18,76;28,06;43,13;10,05
2005;35011;Ituverava (SP);1072718;-;3,45;16,88;17,81;51,18;14,13
2005;35012;Franca (SP);4019744;-;12,92;6,7;33,83;45,18;14,3
2005;35013;Jaboticabal (SP);4552928;-;14,63;14,36;24,06;47,4;14,18
2005;35014;Ribeirão Preto (SP);15033339;-;48,3;4,82;24,53;60,17;10,48
2005;35015;Batatais (SP);1180144;-;3,79;24,27;18,84;42,84;14,05
2005;35016;Andradina (SP);1748735;-;24,09;13,66;23,51;44,22;18,61
2005;35017;Araçatuba (SP);3001636;-;41,36;12,21;20,12;53,99;13,68
2005;35018;Birigui (SP);2507384;-;34,55;10,09;33,8;40,79;15,33
2005;35019;Lins (SP);2027524;-;11,78;8,78;40,66;39,52;11,05
2005;35020;Bauru (SP);6835318;-;39,71;7,03;27,4;53,16;12,42
2005;35021;Jaú (SP);4160711;-;24,17;9,64;28,56;50,02;11,77
2005;35022;Avaré (SP);1421302;-;8,26;19,03;16,73;45,64;18,6
2005;35023;Botucatu (SP);2766354;-;16,07;13,34;35,07;40,81;10,77
2005;35024;Araraquara (SP);6352669;-;57,2;11,6;31,34;44,87;12,19
2005;35025;São Carlos (SP);4753048;-;42,8;8,6;39,29;41,78;10,34
2005;35026;Rio Claro (SP);3953199;-;16,96;6,46;42,78;39,18;11,58
2005;35027;Limeira (SP);9289039;-;39,86;3,49;43,28;43,67;9,56
2005;35028;Piracicaba (SP);10060544;-;43,17;4,01;42,2;44,84;8,95
2005;35029;Pirassununga (SP);2173378;-;2,83;11,14;33,26;42,39;13,22
2005;35030;São João da Boa Vista (SP);4318546;-;5,63;13,36;24,57;47,45;14,62
2005;35031;Mogi Mirim (SP);6172804;-;8,04;6,58;42,72;40,03;10,67
2005;35032;Campinas (SP);61945619;-;80,72;0,73;43,67;47,19;8,4
2005;35033;Amparo (SP);2126575;-;2,77;8,81;34,57;43,06;13,57
2005;35034;Dracena (SP);871056;-;10,34;11,77;12,27;56,19;19,77
2005;35035;Adamantina (SP);1319443;-;15,66;15,76;18,03;48,06;18,15
2005;35036;Presidente Prudente (SP);6237250;-;74,01;8,75;28,78;48,33;14,13
2005;35037;Tupã (SP);1161882;-;24,49;26,95;17,33;42,11;13,61
2005;35038;Marília (SP);3582548;-;75,51;5,4;24,39;55,03;15,18
2005;35039;Assis (SP);2886525;-;50,1;16,83;20,47;48,4;14,29
2005;35040;Ourinhos (SP);2875370;-;49,9;12,79;21,82;50,13;15,26
2005;35041;Itapeva (SP);1920087;-;23,32;22,72;17,35;39,77;20,17
2005;35042;Itapetininga (SP);2175864;-;26,43;21,71;28,63;37,95;11,71
