Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;
Variável - Valor da produção (Mil Reais);;;
Produto das lavouras temporárias e permanentes - Total;;;
;Ano;;
Sertaneja (PR);130822;177195;191848
Sertanópolis (PR);139038;154929;153941
Siqueira Campos (PR);37229;42055;57111
Sulina (PR);17987;18338;32604
Tamarana (PR);82628;107466;94111
Tamboara (PR);32951;26237;41585
Tapejara (PR);76581;105446;103121
Tapira (PR);32492;19175;45172
Teixeira Soares (PR);196951;209982;243772
Telêmaco Borba (PR);1757;2307;2699
Terra Boa (PR);85615;80731;91571
Terra Rica (PR);46389;43667;75169
Terra Roxa (PR);265350;268525;341246
Tibagi (PR);571994;650915;745006
Tijucas do Sul (PR);38475;41244;50055
Toledo (PR);392564;405126;475664
Tomazina (PR);31938;37941;59147
Três Barras do Paraná (PR);88349;93573;114558
Tunas do Paraná (PR);5410;4959;7188
Tuneiras do Oeste (PR);121285;116653;135929
Tupãssi (PR);135035;142901;178828
Turvo (PR);54046;54813;74008
Ubiratã (PR);296000;315853;444767
Umuarama (PR);79920;91654;97341
União da Vitória (PR);28627;21608;26615
Uniflor (PR);16591;19486;22551
Uraí (PR);61108;79380;90832
Wenceslau Braz (PR);88225;103036;145521
Ventania (PR);110081;142237;181541
Vera Cruz do Oeste (PR);108455;110604;148639
Verê (PR);83187;90598;106609
Alto Paraíso (PR);24870;12797;35549
Doutor Ulysses (PR);62813;57959;42594
Virmond (PR);42795;39339;26790
Vitorino (PR);110131;123433;176568
Xambrê (PR);16698;13746;20378
Abdon Batista (SC);21349;21258;25942
Abelardo Luz (SC);209940;223452;273075
Agrolândia (SC);14263;19943;24151
Agronômica (SC);47040;48212;46956
Água Doce (SC);98165;108363;166279
Águas de Chapecó (SC);17805;10823;17730
Águas Frias (SC);7376;7899;9712
Águas Mornas (SC);5995;8363;9468
Alfredo Wagner (SC);104915;112041;231730
Alto Bela Vista (SC);3310;3362;4822
Anchieta (SC);10040;10402;15186
Angelina (SC);19849;20712;22394
Anita Garibaldi (SC);9930;14588;25420
Anitápolis (SC);5241;7768;7176
Antônio Carlos (SC);14195;15533;23322
Apiúna (SC);10981;9614;10992
Arabutã (SC);3721;2829;3088
Araquari (SC);16243;15414;24345
Araranguá (SC);60442;56003;61174
Armazém (SC);7285;7033;9215
Arroio Trinta (SC);6692;7989;10884
Arvoredo (SC);3695;3492;5197
Ascurra (SC);4677;4638;5079
Atalanta (SC);21071;21088;26094
Aurora (SC);69752;51660;49643
Balneário Arroio do Silva (SC);...;...;...
Balneário Camboriú (SC);...;...;...
Balneário Barra do Sul (SC);818;817;974
Balneário Gaivota (SC);5569;2545;3784
Bandeirante (SC);6467;6332;11531
Barra Bonita (SC);5844;6045;7185
Barra Velha (SC);13026;12673;18480
Bela Vista do Toldo (SC);84266;84498;95688
Belmonte (SC);12899;12089;13670
Benedito Novo (SC);3222;2491;2836
Biguaçu (SC);6244;11135;12870
Blumenau (SC);5215;2227;4099
Bocaina do Sul (SC);5363;5676;11591
Bombinhas (SC);...;...;...
Bom Jardim da Serra (SC);35939;27994;60289
Bom Jesus (SC);13071;12209;20292
Bom Jesus do Oeste (SC);11043;9714;10642
Bom Retiro (SC);99007;113527;152800
Botuverá (SC);5327;4345;3527
Braço do Norte (SC);14457;11111;14862
Braço do Trombudo (SC);6063;5575;7382
Brunópolis (SC);32113;33125;47085
Brusque (SC);1509;1537;1483
Caçador (SC);112022;110197;160272
Caibi (SC);15628;13937;12245
Calmon (SC);7861;8510;15586
Camboriú (SC);4969;4983;7714
Capão Alto (SC);12915;23328;41119
Campo Alegre (SC);19034;18551;17159
Campo Belo do Sul (SC);56415;70194;111135
Campo Erê (SC);84706;81676;111000
Campos Novos (SC);284685;291367;413116
Canelinha (SC);3656;5526;4547
Canoinhas (SC);251728;232781;256112
Capinzal (SC);22224;21049;30097
Capivari de Baixo (SC);10755;9438;9462
Catanduvas (SC);6345;5977;5795
Caxambu do Sul (SC);20406;20234;22403
Celso Ramos (SC);7944;15204;19749
Cerro Negro (SC);21540;34700;53398
Chapadão do Lageado (SC);37874;38528;49262
Chapecó (SC);83213;73427;84530
Cocal do Sul (SC);3239;3115;4972
Concórdia (SC);39676;41394;46654
Cordilheira Alta (SC);5604;2130;3274
Coronel Freitas (SC);13467;12774;13936
Coronel Martins (SC);8378;12674;15571
Corupá (SC);63843;60643;73242
Correia Pinto (SC);30930;32137;40719
Criciúma (SC);25066;33158;38147
Cunha Porã (SC);31718;27432;30893
Cunhataí (SC);3504;2720;2215
Curitibanos (SC);123385;117697;154097
Descanso (SC);29215;25452;37711
Dionísio Cerqueira (SC);38819;38891;53775
Dona Emma (SC);14546;12711;15177
Doutor Pedrinho (SC);5202;4574;6335
Entre Rios (SC);12872;7333;7529
Ermo (SC);22928;21986;26672
Erval Velho (SC);18845;20785;27904
Faxinal dos Guedes (SC);48696;42318;56977
Flor do Sertão (SC);4112;4817;5925
Florianópolis (SC);214;263;321
Formosa do Sul (SC);2418;2126;3181
Forquilhinha (SC);61253;53554;77641
Fraiburgo (SC);180151;254476;274801
Frei Rogério (SC);32209;35752;67027
Galvão (SC);15715;19911;28152
Garopaba (SC);1028;845;1373
Garuva (SC);24722;21064;30915
Gaspar (SC);23134;23892;26475
Governador Celso Ramos (SC);487;383;505
Grão-Pará (SC);34369;26319;31223
Gravatal (SC);4873;3666;4256
Guabiruba (SC);1134;1358;1283
Guaraciaba (SC);30843;26782;34574
Guaramirim (SC);50974;50873;48416
Guarujá do Sul (SC);8977;9066;11496
Guatambú (SC);18528;27931;28704
Herval d'Oeste (SC);8221;8390;10322
Ibiam (SC);5816;6198;8661
Ibicaré (SC);12390;12336;19012
Ibirama (SC);9535;9237;10009
Içara (SC);83883;71592;91315
Ilhota (SC);28235;29341;51625
Imaruí (SC);31995;26395;29009
Imbituba (SC);17342;18877;16822
Imbuia (SC);46680;47245;54010
Indaial (SC);5152;4614;5948
Iomerê (SC);7496;5740;9246
Ipira (SC);7194;6697;8013
Iporã do Oeste (SC);28434;26149;34127
Ipuaçu (SC);44681;42862;56266
Ipumirim (SC);11546;9981;13368
Iraceminha (SC);24481;21628;26073
Irani (SC);14052;12314;17570
Irati (SC);4092;5085;9424
Irineópolis (SC);175532;164742;223211
Itá (SC);3213;3108;4457
Itaiópolis (SC);226234;231447;282925
Itajaí (SC);13131;12572;69154
Itapema (SC);2290;1844;1799
Itapiranga (SC);22935;19340;25159
Itapoá (SC);2640;3588;4028
Ituporanga (SC);163369;150656;173430
Jaborá (SC);13953;13887;18090
Jacinto Machado (SC);75472;68295;90073
Jaguaruna (SC);50839;46227;59716
Jaraguá do Sul (SC);30802;29887;33211
Jardinópolis (SC);4859;4907;7057
Joaçaba (SC);13996;13403;11805
Joinville (SC);43065;51649;48027
José Boiteux (SC);22850;28002;28467
Jupiá (SC);8747;9617;12746
Lacerdópolis (SC);6879;6481;8468
Lages (SC);34462;58537;82298
Laguna (SC);2830;5028;5646
Lajeado Grande (SC);7936;8358;10266
Laurentino (SC);11266;8884;11001
Lauro Müller (SC);8698;7013;7121
Lebon Régis (SC);115423;127433;160557
Leoberto Leal (SC);38506;33032;34125
Lindóia do Sul (SC);9164;7380;10641
Lontras (SC);19318;16526;16768
Luiz Alves (SC);79796;83425;84008
Luzerna (SC);6900;6891;8685
Macieira (SC);11496;10836;21135
Mafra (SC);180485;170243;226635
Major Gercino (SC);10754;7566;5360
Major Vieira (SC);96534;89516;97688
Maracajá (SC);11952;11110;14271
Maravilha (SC);25367;20750;23814
Marema (SC);5923;6592;9782
Massaranduba (SC);60761;54812;73744
Matos Costa (SC);6067;6622;12264
Meleiro (SC);55680;57370;65206
Mirim Doce (SC);11891;10620;11832
Modelo (SC);11478;10147;11433
Mondaí (SC);17401;15064;12777
Monte Carlo (SC);34692;40761;46665
Monte Castelo (SC);50985;41706;43670
Morro da Fumaça (SC);8797;8054;7265
Morro Grande (SC);23231;21997;25393
Navegantes (SC);9962;8736;8451
Nova Erechim (SC);5451;5466;6589
Nova Itaberaba (SC);13401;12135;14301
Nova Trento (SC);12570;16263;13783
Nova Veneza (SC);46590;43076;53666
Novo Horizonte (SC);15450;14935;23594
Orleans (SC);46577;43961;42061
Otacílio Costa (SC);15876;28613;46527
Ouro (SC);12338;11684;15173
Ouro Verde (SC);40818;40222;61281
Paial (SC);2351;2359;2936
Painel (SC);14012;14918;21608
Palhoça (SC);5976;8151;6271
Palma Sola (SC);47201;40779;52050
Palmeira (SC);3559;4113;6624
Palmitos (SC);45308;46905;56859
Papanduva (SC);140505;129828;158800
Paraíso (SC);13838;11391;16186
Passo de Torres (SC);3905;3157;3523
Passos Maia (SC);28240;28002;42199
Paulo Lopes (SC);6646;7794;9030
Pedras Grandes (SC);37261;36376;44537
Penha (SC);156;204;336
Peritiba (SC);4613;4270;5786
Pescaria Brava (SC);2422;1533;1167
Petrolândia (SC);51035;53125;62779
Balneário Piçarras (SC);19047;13995;41253
Pinhalzinho (SC);19966;20235;26445
Pinheiro Preto (SC);14595;13426;10596
Piratuba (SC);8528;7676;8512
Planalto Alegre (SC);6774;5101;4814
Pomerode (SC);6319;7011;4086
Ponte Alta (SC);19439;17619;24695
Ponte Alta do Norte (SC);2727;2478;2092
Ponte Serrada (SC);20419;18092;20200
Porto Belo (SC);638;592;519
Porto União (SC);50277;42442;43201
Pouso Redondo (SC);44408;42915;43022
Praia Grande (SC);23931;23494;23888
Presidente Castello Branco (SC);2519;2178;2539
Presidente Getúlio (SC);27297;26856;34659
Presidente Nereu (SC);19279;17303;20781
Princesa (SC);7646;7127;10971
Quilombo (SC);38507;36535;56474
Rancho Queimado (SC);4736;9491;6016
Rio das Antas (SC);38015;38255;44416
Rio do Campo (SC);47812;47180;42274
Rio do Oeste (SC);42067;38471;50861
Rio dos Cedros (SC);7432;6361;8376
Rio do Sul (SC);12864;9881;11850
Rio Fortuna (SC);15200;13485;13059
Rio Negrinho (SC);38338;49627;58240
Rio Rufino (SC);10387;13014;16422
Riqueza (SC);21794;17173;16355
Rodeio (SC);6243;5622;5998
Romelândia (SC);8305;6111;9433
Salete (SC);11578;11095;12560
Saltinho (SC);10246;9837;14654
Salto Veloso (SC);8161;6032;9832
Sangão (SC);9838;6554;10177
Santa Cecília (SC);12788;15309;18312
Santa Helena (SC);8476;6384;9763
Santa Rosa de Lima (SC);3651;3341;1125
Santa Rosa do Sul (SC);32509;30309;37300
Santa Terezinha (SC);131780;118366;126094
Santa Terezinha do Progresso (SC);5211;5537;6678
Santiago do Sul (SC);3580;3866;5188
Santo Amaro da Imperatriz (SC);9427;10267;10345
São Bernardino (SC);6415;5629;9706
São Bento do Sul (SC);10677;10655;13487
São Bonifácio (SC);3926;4796;5162
São Carlos (SC);18220;13927;16453
São Cristóvão do Sul (SC);1232;1682;1103
São Domingos (SC);77045;80821;111693
São Francisco do Sul (SC);2103;1726;2250
São João do Oeste (SC);10782;9812;14904
São João Batista (SC);8116;6349;7429
São João do Itaperiú (SC);29637;27031;38817
São João do Sul (SC);44774;40867;50376
São Joaquim (SC);316764;257976;445775
São José (SC);1002;1154;1971
São José do Cedro (SC);34326;30663;47074
São José do Cerrito (SC);28467;40288;90712
São Lourenço do Oeste (SC);24806;30333;54083
São Ludgero (SC);7640;6539;7089
São Martinho (SC);8446;5348;7068
São Miguel da Boa Vista (SC);4151;3409;4227
São Miguel do Oeste (SC);16522;18012;20805
São Pedro de Alcântara (SC);4511;7747;7935
Saudades (SC);29722;23799;26420
Schroeder (SC);19058;12101;16844
Seara (SC);24127;22505;34194
Serra Alta (SC);10806;9207;13598
Siderópolis (SC);8197;6151;11153
Sombrio (SC);44407;37981;47738
Sul Brasil (SC);7310;6830;8865
Taió (SC);42990;47890;50481
Tangará (SC);49392;49199;66098
Tigrinhos (SC);7789;6453;6458
Tijucas (SC);19176;18649;22002
Timbé do Sul (SC);24388;22829;28051
Timbó (SC);6719;5106;7367
Timbó Grande (SC);5622;6816;6995
Três Barras (SC);50427;40058;46861
Treviso (SC);650;993;977
Treze de Maio (SC);14995;16474;20606
Treze Tílias (SC);6041;5997;7427
Trombudo Central (SC);9584;10058;10006
Tubarão (SC);37243;37688;43694
Tunápolis (SC);11205;9726;10461
Turvo (SC);70729;69826;76573
União do Oeste (SC);6101;6760;9125
Urubici (SC);40210;35774;65163
Urupema (SC);23688;19227;32541
Urussanga (SC);20317;17960;22164
Vargeão (SC);22233;19670;24442
Vargem (SC);18521;18601;23380
Vargem Bonita (SC);5814;5664;7234
Vidal Ramos (SC);57710;64141;60367
Videira (SC);44754;48769;62291
Vitor Meireles (SC);28253;31399;29101
Witmarsum (SC);23511;21927;24326
Xanxerê (SC);73395;54894;70534
Xavantina (SC);4441;4522;4300
Xaxim (SC);23890;25107;29389
Zortéa (SC);26375;24287;32020
Balneário Rincão (SC);1294;1475;555
Aceguá (RS);106054;123723;110197
Água Santa (RS);57687;64904;74703
Agudo (RS);186376;171284;148671
Ajuricaba (RS);52792;69664;83030
Alecrim (RS);22614;21487;25125
Alegrete (RS);373049;423089;378857
Alegria (RS);26502;28288;39046
Almirante Tamandaré do Sul (RS);62684;71984;85810
Alpestre (RS);55996;54118;60753
Alto Alegre (RS);22182;22003;28321
Alto Feliz (RS);5182;7572;5389
Alvorada (RS);1064;396;577
Amaral Ferrador (RS);31124;45804;53051
Ametista do Sul (RS);9198;8719;10992
André da Rocha (RS);47524;58100;79869
Anta Gorda (RS);58102;58371;61179
Antônio Prado (RS);40938;56267;54218
Arambaré (RS);86972;100533;110225
Araricá (RS);3055;3206;5910
Aratiba (RS);22991;22801;30658
Arroio do Meio (RS);12119;11955;11772
Arroio do Sal (RS);728;788;1069
Arroio do Padre (RS);25312;18939;22762
Arroio dos Ratos (RS);14345;12266;20842
Arroio do Tigre (RS);144338;140049;125925
Arroio Grande (RS);301033;338523;309530
Arvorezinha (RS);91900;98119;99099
Augusto Pestana (RS);61479;68424;89825
Áurea (RS);39134;32588;44513
Bagé (RS);114315;157944;145795
Balneário Pinhal (RS);2769;1803;1792
Barão (RS);7090;7233;9401
Barão de Cotegipe (RS);54913;52040;62964
Barão do Triunfo (RS);49749;52416;59597
Barracão (RS);72967;87363;128301
Barra do Guarita (RS);7881;6106;7599
Barra do Quaraí (RS);128763;158422;148742
Barra do Ribeiro (RS);77937;80327;98320
Barra do Rio Azul (RS);10027;10064;13384
Barra Funda (RS);12814;17453;19556
Barros Cassal (RS);81010;79061;96289
Benjamin Constant do Sul (RS);6954;7286;11287
Bento Gonçalves (RS);86076;106539;90619
Boa Vista das Missões (RS);70182;72798;87427
Boa Vista do Buricá (RS);15789;14523;19844
Boa Vista do Cadeado (RS);137166;134555;186823
Boa Vista do Incra (RS);89685;103045;144874
Boa Vista do Sul (RS);5832;7879;7840
Bom Jesus (RS);172265;189161;243793
Bom Princípio (RS);20588;18540;17581
Bom Progresso (RS);17551;15626;20852
Bom Retiro do Sul (RS);2667;2984;7240
Boqueirão do Leão (RS);54103;45326;56365
Bossoroca (RS);109778;112677;155632
Bozano (RS);32462;45830;52884
Braga (RS);28995;25750;30881
Brochier (RS);9037;10137;10424
Butiá (RS);30229;25349;41507
Caçapava do Sul (RS);57295;66406;86776
Cacequi (RS);133587;147487;127332
Cachoeira do Sul (RS);575778;527239;615345
Cachoeirinha (RS);...;...;...
Cacique Doble (RS);39476;36455;48091
Caibaté (RS);50923;47850;73913
Caiçara (RS);49701;34015;47066
Camaquã (RS);356145;393535;448102
Camargo (RS);26162;25423;32362
Cambará do Sul (RS);8534;13027;31272
Campestre da Serra (RS);55536;72214;69655
Campina das Missões (RS);22446;28631;35509
Campinas do Sul (RS);58692;56656;82331
Campo Bom (RS);1786;2429;1822
Campo Novo (RS);52881;51034;58798
Campos Borges (RS);29805;32947;38784
Candelária (RS);210396;236025;220125
Cândido Godói (RS);40359;36401;54717
Candiota (RS);36244;37180;50413
Canela (RS);3402;4662;4614
Canguçu (RS);352684;350082;380231
Canoas (RS);1106;1245;1162
Canudos do Vale (RS);9492;7673;8244
Capão Bonito do Sul (RS);89009;89210;110348
Capão da Canoa (RS);97;116;343
Capão do Cipó (RS);191267;169231;199103
Capão do Leão (RS);64946;70514;54633
Capivari do Sul (RS);77156;79456;100605
Capela de Santana (RS);15779;15368;14393
Capitão (RS);2220;1819;1704
Carazinho (RS);115551;153257;171557
Caraá (RS);11286;12998;14937
Carlos Barbosa (RS);14928;15981;18150
Carlos Gomes (RS);15430;13752;18917
Casca (RS);39309;42867;51888
Caseiros (RS);38103;40961;59871
Catuípe (RS);93544;130780;166603
Caxias do Sul (RS);377379;262869;331348
Centenário (RS);24798;31904;40183
Cerrito (RS);18857;21761;15355
Cerro Branco (RS);38583;39195;35668
Cerro Grande (RS);16663;21756;28616
Cerro Grande do Sul (RS);57035;66157;74062
Cerro Largo (RS);24401;26691;37161
Chapada (RS);136315;150868;184911
Charqueadas (RS);26464;29281;34469
Charrua (RS);42062;39889;47188
Chiapetta (RS);94584;109636;126362
Chuí (RS);24485;25524;31365
Chuvisca (RS);56167;72306;90874
Cidreira (RS);6366;6777;6799
Ciríaco (RS);52445;52812;57458
Colinas (RS);3457;3677;4341
Colorado (RS);65571;80870;106014
Condor (RS);97306;123491;154473
Constantina (RS);44648;45624;53362
Coqueiro Baixo (RS);3062;2370;2280
Coqueiros do Sul (RS);48335;50707;61113
Coronel Barros (RS);27764;38034;47823
Coronel Bicaco (RS);124287;129949;197742
Coronel Pilar (RS);18392;21522;17012
Cotiporã (RS);36499;29617;39059
Coxilha (RS);121831;143038;166948
Crissiumal (RS);46128;46767;52111
Cristal (RS);71611;74978;64151
Cristal do Sul (RS);23242;27418;29978
Cruz Alta (RS);274095;323919;472304
Cruzaltense (RS);23119;28037;36841
Cruzeiro do Sul (RS);38576;37974;36925
David Canabarro (RS);45284;44228;48201
Derrubadas (RS);37818;32754;36907
Dezesseis de Novembro (RS);6788;6754;9733
Dilermando de Aguiar (RS);62632;72600;89364
Dois Irmãos (RS);10371;6141;6058
Dois Irmãos das Missões (RS);52432;60934;82104
Dois Lajeados (RS);14415;15736;16184
Dom Feliciano (RS);77117;111822;88797
Dom Pedro de Alcântara (RS);11482;11412;12948
Dom Pedrito (RS);394772;476731;423115
Dona Francisca (RS);22766;21869;23464
Doutor Maurício Cardoso (RS);77900;77573;95167
Doutor Ricardo (RS);11748;9547;9079
Eldorado do Sul (RS);66320;58898;85069
Encantado (RS);10056;9539;10528
Encruzilhada do Sul (RS);146888;175388;159081
Engenho Velho (RS);19161;25253;25670
Entre-Ijuís (RS);109139;104940;163407
Entre Rios do Sul (RS);24325;24090;32188
Erebango (RS);40936;45336;53520
Erechim (RS);47929;46315;59623
Ernestina (RS);54832;67481;71610
Herval (RS);25601;17433;27511
Erval Grande (RS);16375;16161;19771
Erval Seco (RS);55469;62006;88372
Esmeralda (RS);107980;109618;133981
Esperança do Sul (RS);21605;18493;22187
Espumoso (RS);174680;189503;231583
Estação (RS);22359;24110;27487
Estância Velha (RS);2728;2143;2745
Esteio (RS);980;980;910
Estrela (RS);13683;15473;17586
Estrela Velha (RS);74291;58367;65442
Eugênio de Castro (RS);76729;84057;130379
Fagundes Varela (RS);12512;13658;15364
Farroupilha (RS);92064;89853;94898
Faxinal do Soturno (RS);20201;20613;22876
Faxinalzinho (RS);16660;17322;26764
Fazenda Vilanova (RS);3751;4882;5451
Feliz (RS);8183;8169;8215
Flores da Cunha (RS);76654;87993;84513
Floriano Peixoto (RS);28206;27819;29267
Fontoura Xavier (RS);39834;30312;38259
Formigueiro (RS);63407;71569;70533
Forquetinha (RS);5914;5263;6385
Fortaleza dos Valos (RS);120505;127415;165155
Frederico Westphalen (RS);41567;38665;50445
Garibaldi (RS);30743;39788;29812
Garruchos (RS);48096;61571;68757
Gaurama (RS);41738;39719;47160
General Câmara (RS);52174;48921;62274
Gentil (RS);35256;40992;52847
Getúlio Vargas (RS);70015;64570;76932
Giruá (RS);222951;206397;311645
Glorinha (RS);16313;17362;17614
Gramado (RS);5788;6575;9804
Gramado dos Loureiros (RS);25192;25495;25116
Gramado Xavier (RS);53353;44154;51985
Gravataí (RS);3444;3320;3274
Guabiju (RS);25450;29443;29376
Guaíba (RS);30753;33489;35778
Guaporé (RS);26605;32571;33186
Guarani das Missões (RS);66679;55690;89011
Harmonia (RS);15487;13431;16853
Herveiras (RS);31582;37874;33424
Horizontina (RS);45185;43777;65444
Hulha Negra (RS);27122;35686;41744
Humaitá (RS);33917;32685;32091
Ibarama (RS);41421;44662;49668
Ibiaçá (RS);70987;75428;93815
Ibiraiaras (RS);85475;106193;129310
Ibirapuitã (RS);37713;47573;54225
Ibirubá (RS);144478;161187;226475
Igrejinha (RS);3949;3994;4116
Ijuí (RS);129115;158881;214113
Ilópolis (RS);75034;69523;66989
Imbé (RS);18;16;16
Imigrante (RS);4649;4627;4058
Independência (RS);71182;79541;118701
Inhacorá (RS);23246;24747;31552
Ipê (RS);103231;140376;141223
Ipiranga do Sul (RS);36917;41796;50988
Iraí (RS);43688;38949;50743
Itaara (RS);17632;17747;15717
Itacurubi (RS);19137;32046;42834
Itapuca (RS);29694;26767;29811
Itaqui (RS);455742;467100;444066
Itati (RS);5721;5566;5436
Itatiba do Sul (RS);21008;20135;25342
Ivorá (RS);24530;27556;27072
Ivoti (RS);3566;3956;3553
Jaboticaba (RS);23518;28467;38279
Jacuizinho (RS);56159;60009;76428
Jacutinga (RS);48045;47122;62013
Jaguarão (RS);242251;218033;217948
Jaguari (RS);62805;85519;74040
Jaquirana (RS);4872;5389;8570
Jari (RS);121573;142551;164677
Jóia (RS);220171;250366;277864
Júlio de Castilhos (RS);317149;334006;363362
Lagoa Bonita do Sul (RS);37101;44035;34594
Lagoão (RS);50719;56493;55491
Lagoa dos Três Cantos (RS);31005;39509;51542
Lagoa Vermelha (RS);188652;208125;270083
Lajeado (RS);5610;5849;7280
Lajeado do Bugre (RS);18624;19930;33330
Lavras do Sul (RS);50871;69885;89132
Liberato Salzano (RS);36164;42861;48147
Lindolfo Collor (RS);4153;4576;6528
Linha Nova (RS);4694;4417;4715
Machadinho (RS);46414;43410;57354
Maçambará (RS);128431;154133;190417
Mampituba (RS);34963;36208;39691
Manoel Viana (RS);93520;122746;125206
Maquiné (RS);14486;16019;18467
Maratá (RS);7430;6631;5329
Marau (RS);135269;164773;186760
Marcelino Ramos (RS);20035;21767;27283
Mariana Pimentel (RS);32425;35679;42558
Mariano Moro (RS);8098;9260;13295
Marques de Souza (RS);8617;7415;8422
Mata (RS);35549;33579;40547
Mato Castelhano (RS);64749;73230;61564
Mato Leitão (RS);13513;14022;18403
Mato Queimado (RS);25710;23212;32925
Maximiliano de Almeida (RS);22504;26237;37140
Minas do Leão (RS);39012;45532;49850
Miraguaí (RS);20797;21182;26695
Montauri (RS);13071;15666;18402
Monte Alegre dos Campos (RS);38416;47549;58772
Monte Belo do Sul (RS);37602;45369;31282
Montenegro (RS);52979;40671;33341
Mormaço (RS);27332;32644;32270
Morrinhos do Sul (RS);39737;37987;50968
Morro Redondo (RS);15073;14046;24026
Morro Reuter (RS);4588;6014;6086
Mostardas (RS);214995;147375;210201
Muçum (RS);8605;8072;10651
Muitos Capões (RS);398799;497813;582288
Muliterno (RS);24630;28870;31923
Não-Me-Toque (RS);82782;90544;118580
Nicolau Vergueiro (RS);28144;37203;40231
Nonoai (RS);76445;85446;97468
Nova Alvorada (RS);29013;28733;34939
Nova Araçá (RS);7612;8406;12221
Nova Bassano (RS);44004;62413;74543
Nova Boa Vista (RS);17250;19388;24057
Nova Bréscia (RS);2426;2357;2802
Nova Candelária (RS);13005;13977;17815
Nova Esperança do Sul (RS);13584;15672;20406
Nova Hartz (RS);5037;7704;13940
Nova Pádua (RS);45101;52720;65010
Nova Palma (RS);53078;46820;55921
Nova Petrópolis (RS);12393;13611;23833
Nova Prata (RS);16490;21906;23209
Nova Ramada (RS);40398;54466;75244
Nova Roma do Sul (RS);23412;27456;25979
Nova Santa Rita (RS);24648;24947;22306
Novo Cabrais (RS);45010;52127;46450
Novo Hamburgo (RS);30287;30941;32947
Novo Machado (RS);50574;59779;69627
Novo Tiradentes (RS);16427;16501;24507
Novo Xingu (RS);13199;15215;18464
Novo Barreiro (RS);23768;24312;28620
Osório (RS);22769;24003;24401
Paim Filho (RS);25731;27733;34597
Palmares do Sul (RS);113245;115331;111907
Palmeira das Missões (RS);377659;357049;527013
Palmitinho (RS);20493;14746;19627
Panambi (RS);97087;119313;161943
Pantano Grande (RS);55403;59723;60689
Paraí (RS);15807;16980;17874
Paraíso do Sul (RS);76444;85125;77064
Pareci Novo (RS);15557;11779;12287
Parobé (RS);9506;7945;12131
Passa Sete (RS);51378;59367;45052
Passo do Sobrado (RS);72919;72455;76771
Passo Fundo (RS);133783;153905;170824
Paulo Bento (RS);31729;31191;43875
Paverama (RS);5379;6304;9171
Pedras Altas (RS);22293;60957;52009
Pedro Osório (RS);42395;40433;37542
Pejuçara (RS);113213;116399;173899
Pelotas (RS);240877;256634;265611
Picada Café (RS);3858;3806;4047
Pinhal (RS);11138;11860;17609
Pinhal da Serra (RS);38350;48843;63922
Pinhal Grande (RS);84642;82344;90590
Pinheirinho do Vale (RS);19346;15622;20949
Pinheiro Machado (RS);11046;10114;11698
Pinto Bandeira (RS);40045;60525;54849
Pirapó (RS);16744;19504;25448
Piratini (RS);89745;91628;83433
Planalto (RS);36354;40829;44316
Poço das Antas (RS);4151;3642;3884
Pontão (RS);76238;130213;165518
Ponte Preta (RS);18603;18157;25601
Portão (RS);9896;6671;7908
Porto Alegre (RS);6873;7577;10455
Porto Lucena (RS);26236;30464;38845
Porto Mauá (RS);21224;21773;26186
Porto Vera Cruz (RS);17073;13974;10212
Porto Xavier (RS);16610;16423;19840
Pouso Novo (RS);9087;7346;8986
Presidente Lucena (RS);6337;7002;7908
Progresso (RS);40824;29817;30827
Protásio Alves (RS);8902;8980;9681
Putinga (RS);33972;33453;32652
Quaraí (RS);67541;81198;72257
Quatro Irmãos (RS);63404;71547;86255
Quevedos (RS);89569;92734;105945
Quinze de Novembro (RS);42268;41149;44909
Redentora (RS);43946;44791;65699
Relvado (RS);7330;8209;9366
Restinga Sêca (RS);174588;180110;186337
Rio dos Índios (RS);28613;41844;44134
Rio Grande (RS);150082;164131;157658
Rio Pardo (RS);337855;369558;374159
Riozinho (RS);4120;4687;6158
Roca Sales (RS);28324;23529;26821
Rodeio Bonito (RS);20068;20015;26387
Rolador (RS);49733;45405;68609
Rolante (RS);23455;24586;27707
Ronda Alta (RS);71945;74909;119866
Rondinha (RS);40325;47399;58921
Roque Gonzales (RS);34113;38318;45347
Rosário do Sul (RS);191918;204202;189899
Sagrada Família (RS);20783;21689;24953
Saldanha Marinho (RS);44194;52716;74731
Salto do Jacuí (RS);82166;85164;103552
Salvador das Missões (RS);15100;16380;21043
Salvador do Sul (RS);2600;2615;5489
Sananduva (RS);92255;85013;103316
Santa Bárbara do Sul (RS);243908;280857;365614
Santa Cecília do Sul (RS);30229;34141;44950
Santa Clara do Sul (RS);13606;12894;14844
Santa Cruz do Sul (RS);186206;151339;156474
Santa Maria (RS);194972;198402;216572
Santa Maria do Herval (RS);13830;15645;16923
Santa Margarida do Sul (RS);104771;150759;146524
Santana da Boa Vista (RS);50504;83976;106521
Sant'Ana do Livramento (RS);161029;169369;182262
Santa Rosa (RS);84836;91602;114354
Santa Tereza (RS);14839;15386;16780
Santa Vitória do Palmar (RS);440896;452141;481008
Santiago (RS);108778;128748;163351
Santo Ângelo (RS);125565;120963;196993
Santo Antônio do Palma (RS);19115;27022;19804
Santo Antônio da Patrulha (RS);122844;125820;147023
