Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;
Variável - Valor da produção (Mil Reais);;;
Produto das lavouras temporárias e permanentes - Total;;;
;Ano;;
Santo Antônio das Missões (RS);97203;137447;157281
Santo Antônio do Planalto (RS);47163;59669;71725
Santo Augusto (RS);135990;164392;202663
Santo Cristo (RS);68213;64579;82792
Santo Expedito do Sul (RS);22258;23940;27655
São Borja (RS);368648;407515;431044
São Domingos do Sul (RS);9205;11124;12300
São Francisco de Assis (RS);150610;142249;188106
São Francisco de Paula (RS);75536;142404;357862
São Gabriel (RS);292311;424642;407673
São Jerônimo (RS);48722;41567;39012
São João da Urtiga (RS);36243;31071;36443
São João do Polêsine (RS);15991;14500;14064
São Jorge (RS);21926;21919;26779
São José das Missões (RS);19835;22194;27439
São José do Herval (RS);6165;4048;5432
São José do Hortêncio (RS);19679;20933;21093
São José do Inhacorá (RS);7924;7523;9437
São José do Norte (RS);32986;30063;79474
São José do Ouro (RS);78418;78616;101161
São José do Sul (RS);7032;6229;5423
São José dos Ausentes (RS);64522;107742;155981
São Leopoldo (RS);1282;1207;1266
São Lourenço do Sul (RS);321580;316844;342234
São Luiz Gonzaga (RS);231672;252013;404446
São Marcos (RS);38574;55472;53032
São Martinho (RS);40339;37526;54036
São Martinho da Serra (RS);116569;117257;135723
São Miguel das Missões (RS);228578;235032;337856
São Nicolau (RS);32920;50083;66644
São Paulo das Missões (RS);32804;37983;47798
São Pedro da Serra (RS);1082;1067;1080
São Pedro das Missões (RS);24468;28109;36973
São Pedro do Butiá (RS);17116;18747;28820
São Pedro do Sul (RS);69845;74644;79653
São Sebastião do Caí (RS);14715;12764;14458
São Sepé (RS);260684;258140;267262
São Valentim (RS);14253;14203;22080
São Valentim do Sul (RS);10046;11683;10691
São Valério do Sul (RS);23757;27579;37250
São Vendelino (RS);1662;1716;1358
São Vicente do Sul (RS);108020;115803;115120
Sapiranga (RS);3973;4010;6626
Sapucaia do Sul (RS);73;65;78
Sarandi (RS);67432;76969;98414
Seberi (RS);78956;83712;93246
Sede Nova (RS);26908;25085;31596
Segredo (RS);74367;87015;74893
Selbach (RS);39611;47240;62977
Senador Salgado Filho (RS);30141;31910;40823
Sentinela do Sul (RS);36882;40881;48917
Serafina Corrêa (RS);16040;17227;21730
Sério (RS);13965;11097;9326
Sertão (RS);124838;129361;151381
Sertão Santana (RS);45690;49579;52776
Sete de Setembro (RS);23806;24130;36290
Severiano de Almeida (RS);29883;24524;29594
Silveira Martins (RS);18709;24632;30466
Sinimbu (RS);99482;92473;87227
Sobradinho (RS);35664;38747;36397
Soledade (RS);111909;112894;131482
Tabaí (RS);983;858;888
Tapejara (RS);59337;66059;77464
Tapera (RS);42781;53644;76052
Tapes (RS);100866;107037;115903
Taquara (RS);17569;18407;27268
Taquari (RS);20262;22316;25741
Taquaruçu do Sul (RS);13188;13729;19590
Tavares (RS);28980;24322;36115
Tenente Portela (RS);50172;51899;56127
Terra de Areia (RS);13377;17799;22229
Teutônia (RS);13076;12622;15297
Tio Hugo (RS);22434;36233;34872
Tiradentes do Sul (RS);25745;25331;29850
Toropi (RS);28911;30398;32176
Torres (RS);29791;30653;32934
Tramandaí (RS);1863;1937;2161
Travesseiro (RS);3514;3125;3071
Três Arroios (RS);19434;18131;24084
Três Cachoeiras (RS);48524;49135;63510
Três Coroas (RS);3482;4044;7971
Três de Maio (RS);91723;93849;135812
Três Forquilhas (RS);7153;10866;11138
Três Palmeiras (RS);41256;38729;61845
Três Passos (RS);51037;41702;45623
Trindade do Sul (RS);54198;57481;55118
Triunfo (RS);56822;63355;51785
Tucunduva (RS);47326;48869;66955
Tunas (RS);34523;38581;31805
Tupanci do Sul (RS);20999;18623;24755
Tupanciretã (RS);442215;505573;586875
Tupandi (RS);12354;10288;10551
Tuparendi (RS);51146;51838;69312
Turuçu (RS);40487;37872;37213
Ubiretama (RS);20026;18299;25126
União da Serra (RS);16320;17819;22376
Unistalda (RS);17205;22783;27337
Uruguaiana (RS);468732;549691;544046
Vacaria (RS);366594;477477;687698
Vale Verde (RS);39203;41250;43760
Vale do Sol (RS);147953;155275;134039
Vale Real (RS);8838;16578;15653
Vanini (RS);10692;10460;11097
Venâncio Aires (RS);268065;276090;297320
Vera Cruz (RS);104766;111545;105617
Veranópolis (RS);28137;24278;24954
Vespasiano Corrêa (RS);15039;13911;17684
Viadutos (RS);39807;35983;51104
Viamão (RS);168533;139103;171544
Vicente Dutra (RS);47724;39740;58727
Victor Graeff (RS);46438;70922;75650
Vila Flores (RS);3173;4934;7868
Vila Lângaro (RS);35725;46376;51796
Vila Maria (RS);42124;41165;49515
Vila Nova do Sul (RS);28756;32028;36267
Vista Alegre (RS);12102;10818;15091
Vista Alegre do Prata (RS);8043;10234;14040
Vista Gaúcha (RS);16356;13677;16179
Vitória das Missões (RS);36628;37510;51409
Westfália (RS);1189;1169;1321
Xangri-lá (RS);1132;1044;689
Água Clara (MS);4254;5197;8813
Alcinópolis (MS);39249;43490;38120
Amambai (MS);237747;277861;280193
Anastácio (MS);21959;22529;29658
Anaurilândia (MS);27674;30757;49462
Angélica (MS);177101;230583;285787
Antônio João (MS);77736;112119;128552
Aparecida do Taboado (MS);72980;86478;100561
Aquidauana (MS);2594;1672;4102
Aral Moreira (MS);440526;472589;506663
Bandeirantes (MS);162800;147337;174677
Bataguassu (MS);5427;12664;18641
Batayporã (MS);62914;82099;159324
Bela Vista (MS);71857;84957;97870
Bodoquena (MS);8112;10310;13735
Bonito (MS);144699;147724;184440
Brasilândia (MS);28772;25687;32234
Caarapó (MS);378053;454782;493964
Camapuã (MS);37784;45515;52633
Campo Grande (MS);112441;143215;228770
Caracol (MS);2063;3468;4451
Cassilândia (MS);23383;22267;29008
Chapadão do Sul (MS);454949;511389;581094
Corguinho (MS);2677;3085;3769
Coronel Sapucaia (MS);50473;59041;49259
Corumbá (MS);9109;11419;13291
Costa Rica (MS);674583;706827;768641
Coxim (MS);41031;42584;44615
Deodápolis (MS);46015;57650;66805
Dois Irmãos do Buriti (MS);23577;29966;42453
Douradina (MS);36784;62022;66212
Dourados (MS);775652;783387;944575
Eldorado (MS);68244;80257;101072
Fátima do Sul (MS);40410;41761;51206
Figueirão (MS);4457;6183;4602
Glória de Dourados (MS);8635;8161;13001
Guia Lopes da Laguna (MS);22240;38860;58424
Iguatemi (MS);65251;59152;61490
Inocência (MS);1430;1769;1158
Itaporã (MS);281620;356492;409401
Itaquiraí (MS);155402;151151;195414
Ivinhema (MS);183018;252433;380020
Japorã (MS);15969;11993;22989
Jaraguari (MS);18368;35102;49437
Jardim (MS);18817;30371;43058
Jateí (MS);92792;122496;170676
Juti (MS);97530;95152;147872
Ladário (MS);891;872;1010
Laguna Carapã (MS);351809;410348;404266
Maracaju (MS);1051242;1265009;1391940
Miranda (MS);26811;41235;63215
Mundo Novo (MS);21813;31610;39813
Naviraí (MS);272745;326298;359872
Nioaque (MS);14408;13698;17400
Nova Alvorada do Sul (MS);367618;457287;598992
Nova Andradina (MS);173981;183844;232832
Novo Horizonte do Sul (MS);44012;59816;67027
Paraíso das Águas (MS);216317;220132;232792
Paranaíba (MS);21204;24753;67456
Paranhos (MS);21202;29878;36016
Pedro Gomes (MS);30652;30356;26209
Ponta Porã (MS);917266;1064000;1138219
Porto Murtinho (MS);7576;8755;11807
Ribas do Rio Pardo (MS);17870;21353;31170
Rio Brilhante (MS);793358;902759;1172054
Rio Negro (MS);5548;21661;15118
Rio Verde de Mato Grosso (MS);29954;36222;39293
Rochedo (MS);2433;6231;10337
Santa Rita do Pardo (MS);8415;3900;4900
São Gabriel do Oeste (MS);548465;592140;664198
Sete Quedas (MS);56222;62139;70835
Selvíria (MS);6380;8770;6849
Sidrolândia (MS);726860;825853;952405
Sonora (MS);281551;287205;283799
Tacuru (MS);43908;45703;48860
Taquarussu (MS);39344;37318;53636
Terenos (MS);34439;48686;73126
Três Lagoas (MS);1520;1981;2830
Vicentina (MS);32329;48952;59959
Acorizal (MT);3298;1848;2514
Água Boa (MT);362189;411175;357978
Alta Floresta (MT);34570;54285;59209
Alto Araguaia (MT);152020;154309;172817
Alto Boa Vista (MT);39233;72418;76309
Alto Garças (MT);359997;391049;499250
Alto Paraguai (MT);25894;26225;35221
Alto Taquari (MT);442123;475239;566621
Apiacás (MT);1832;3094;5649
Araguaiana (MT);6497;7414;6663
Araguainha (MT);682;705;1487
Araputanga (MT);3688;4880;11517
Arenápolis (MT);7921;18846;9338
Aripuanã (MT);11660;17589;25730
Barão de Melgaço (MT);1135;1339;660
Barra do Bugres (MT);222036;239036;240966
Barra do Garças (MT);99521;103690;116125
Bom Jesus do Araguaia (MT);251312;334519;360170
Brasnorte (MT);671738;745358;794908
Cáceres (MT);47667;32258;33463
Campinápolis (MT);52672;61335;102814
Campo Novo do Parecis (MT);1639043;1735704;2035863
Campo Verde (MT);1242187;1420843;1641461
Campos de Júlio (MT);907780;1007839;1118125
Canabrava do Norte (MT);82826;77714;169475
Canarana (MT);711316;799450;703519
Carlinda (MT);21099;24182;29887
Castanheira (MT);5679;8159;8886
Chapada dos Guimarães (MT);91140;75948;136132
Cláudia (MT);242518;308715;376429
Cocalinho (MT);13887;22560;24209
Colíder (MT);19031;32273;46017
Colniza (MT);46161;46780;61257
Comodoro (MT);210926;252932;270075
Confresa (MT);156205;116753;214351
Conquista D'Oeste (MT);1218;11119;13755
Cotriguaçu (MT);13627;11693;15760
Cuiabá (MT);7682;10098;8662
Curvelândia (MT);15934;31783;31919
Denise (MT);135730;180037;193338
Diamantino (MT);1283691;1331092;1667440
Dom Aquino (MT);257013;302513;341000
Feliz Natal (MT);313813;445038;399860
Figueirópolis D'Oeste (MT);1270;133;304
Gaúcha do Norte (MT);511259;415853;431798
General Carneiro (MT);280247;288053;339681
Glória D'Oeste (MT);7664;15063;12563
Guarantã do Norte (MT);44040;52045;55771
Guiratinga (MT);339590;298614;379697
Indiavaí (MT);919;702;754
Ipiranga do Norte (MT);622138;654999;731336
Itanhangá (MT);206376;241824;239601
Itaúba (MT);86641;104519;148967
Itiquira (MT);850279;849935;1011109
Jaciara (MT);220153;255010;255903
Jangada (MT);5769;2330;5124
Jauru (MT);620;441;973
Juara (MT);39972;92526;129667
Juína (MT);25951;52771;54769
Juruena (MT);4097;4921;6548
Juscimeira (MT);154383;151747;155867
Lambari D'Oeste (MT);57386;57573;33248
Lucas do Rio Verde (MT);953023;1013771;1372675
Luciara (MT);1740;3380;5744
Vila Bela da Santíssima Trindade (MT);36440;65644;68829
Marcelândia (MT);119260;152444;162820
Matupá (MT);97229;155951;184390
Mirassol d'Oeste (MT);29461;38734;37739
Nobres (MT);134673;125718;168970
Nortelândia (MT);54630;52887;71001
Nossa Senhora do Livramento (MT);12501;6091;10431
Nova Bandeirantes (MT);9061;11495;11384
Nova Nazaré (MT);26905;42206;39239
Nova Lacerda (MT);52679;46265;67048
Nova Santa Helena (MT);19630;40194;59049
Nova Brasilândia (MT);21060;29758;37862
Nova Canaã do Norte (MT);130083;112740;148385
Nova Mutum (MT);1357478;1394832;1889866
Nova Olímpia (MT);93513;90753;106366
Nova Ubiratã (MT);1113469;1201376;2075019
Nova Xavantina (MT);196916;159821;136524
Novo Mundo (MT);52762;84252;118006
Novo Horizonte do Norte (MT);9137;16728;24297
Novo São Joaquim (MT);359565;366093;436713
Paranaíta (MT);15825;18607;18219
Paranatinga (MT);706374;531900;556689
Novo Santo Antônio (MT);1086;3339;3554
Pedra Preta (MT);333553;316792;352559
Peixoto de Azevedo (MT);53837;52999;62451
Planalto da Serra (MT);77854;49636;69653
Poconé (MT);30292;14761;31563
Pontal do Araguaia (MT);5616;5324;6040
Ponte Branca (MT);255;580;484
Pontes e Lacerda (MT);48447;57779;70614
Porto Alegre do Norte (MT);79847;81709;147762
Porto dos Gaúchos (MT);342143;462995;557912
Porto Esperidião (MT);7967;4144;7912
Porto Estrela (MT);7499;13198;16529
Poxoréu (MT);301381;330022;333038
Primavera do Leste (MT);1250205;1261348;1406266
Querência (MT);1033697;1141059;880557
São José dos Quatro Marcos (MT);4145;5417;9725
Reserva do Cabaçal (MT);3265;1064;1218
Ribeirão Cascalheira (MT);243222;252941;195202
Ribeirãozinho (MT);74549;85919;82105
Rio Branco (MT);741;843;2356
Santa Carmem (MT);289093;305862;358963
Santo Afonso (MT);39716;50786;58397
São José do Povo (MT);817;880;1068
São José do Rio Claro (MT);450731;383173;471642
São José do Xingu (MT);229885;240709;376183
São Pedro da Cipa (MT);1656;2249;8633
Rondolândia (MT);1188;1721;1641
Rondonópolis (MT);367709;392108;419781
Rosário Oeste (MT);72052;68718;101578
Santa Cruz do Xingu (MT);102646;67381;101602
Salto do Céu (MT);6018;5245;7052
Santa Rita do Trivelato (MT);576319;624657;694450
Santa Terezinha (MT);61529;74024;123966
Santo Antônio do Leste (MT);575085;566535;561587
Santo Antônio do Leverger (MT);83250;80609;135570
São Félix do Araguaia (MT);451135;688828;830062
Sapezal (MT);1891393;2158425;2784043
Serra Nova Dourada (MT);4415;6884;20661
Sinop (MT);494194;545906;625886
Sorriso (MT);2197517;2491951;3197502
Tabaporã (MT);511892;524290;541101
Tangará da Serra (MT);416672;476765;528921
Tapurah (MT);587216;632009;725334
Terra Nova do Norte (MT);47761;56260;71864
Tesouro (MT);111735;99642;139576
Torixoréu (MT);49050;49777;62331
União do Sul (MT);79685;130258;164049
Vale de São Domingos (MT);5198;14949;15000
Várzea Grande (MT);2308;604;1233
Vera (MT);422947;478969;678286
Vila Rica (MT);91548;77259;180172
Nova Guarita (MT);27711;27502;36346
Nova Marilândia (MT);69238;83254;88252
Nova Maringá (MT);492998;500279;554969
Nova Monte Verde (MT);3334;3967;6058
Abadia de Goiás (GO);1048;2144;1806
Abadiânia (GO);57766;44320;33548
Acreúna (GO);235930;266449;376827
Adelândia (GO);2477;2288;3511
Água Fria de Goiás (GO);208117;250814;424909
Água Limpa (GO);444;242;323
Águas Lindas de Goiás (GO);2417;2612;2821
Alexânia (GO);41260;37631;46961
Aloândia (GO);5936;6720;11680
Alto Horizonte (GO);1681;2087;1248
Alto Paraíso de Goiás (GO);26086;45882;83205
Alvorada do Norte (GO);8644;8531;14249
Amaralina (GO);4220;5823;4199
Americano do Brasil (GO);5406;24888;46002
Amorinópolis (GO);8999;5569;7136
Anápolis (GO);51077;33150;39604
Anhanguera (GO);512;375;1047
Anicuns (GO);27058;48922;99208
Aparecida de Goiânia (GO);453;519;574
Aparecida do Rio Doce (GO);2116;2861;11551
Aporé (GO);93905;92705;145949
Araçu (GO);9303;12184;15629
Aragarças (GO);2584;2867;1394
Aragoiânia (GO);2136;2064;2243
Araguapaz (GO);738;4210;3060
Arenópolis (GO);32173;30937;34359
Aruanã (GO);2464;2760;6680
Aurilândia (GO);6832;3512;3512
Avelinópolis (GO);11692;13701;17225
Baliza (GO);23009;20245;29921
Barro Alto (GO);38971;45817;68266
Bela Vista de Goiás (GO);49836;62289;74307
Bom Jardim de Goiás (GO);14678;18980;20137
Bom Jesus de Goiás (GO);376292;402005;508021
Bonfinópolis (GO);2628;2884;3311
Bonópolis (GO);25543;30395;31919
Brazabrantes (GO);6334;10113;9958
Britânia (GO);7856;14689;24935
Buriti Alegre (GO);40167;46662;62420
Buriti de Goiás (GO);514;657;883
Buritinópolis (GO);820;654;1319
Cabeceiras (GO);205901;210249;249476
Cachoeira Alta (GO);15560;44542;47037
Cachoeira de Goiás (GO);463;388;388
Cachoeira Dourada (GO);93844;125786;138864
Caçu (GO);61154;92291;107555
Caiapônia (GO);347370;260701;484996
Caldas Novas (GO);95066;116473;137415
Caldazinha (GO);2279;2150;4009
Campestre de Goiás (GO);3281;3443;4495
Campinaçu (GO);4341;3900;2735
Campinorte (GO);35549;34739;26238
Campo Alegre de Goiás (GO);339747;311458;439604
Campo Limpo de Goiás (GO);15251;12952;5617
Campos Belos (GO);1624;1100;2948
Campos Verdes (GO);263;156;215
Carmo do Rio Verde (GO);41354;47347;59387
Castelândia (GO);41982;31281;43679
Catalão (GO);435201;381294;541079
Caturaí (GO);8928;17535;21508
Cavalcante (GO);5293;4056;9870
Ceres (GO);8239;5805;4791
Cezarina (GO);5556;4822;7028
Chapadão do Céu (GO);603446;557810;711851
Cidade Ocidental (GO);8591;12545;15576
Cocalzinho de Goiás (GO);41935;38665;37970
Colinas do Sul (GO);964;750;670
Córrego do Ouro (GO);751;1014;1060
Corumbá de Goiás (GO);49864;47428;27889
Corumbaíba (GO);26134;23484;33930
Cristalina (GO);1600299;1666898;1865942
Cristianópolis (GO);7609;7383;11217
Crixás (GO);1913;1575;1839
Cromínia (GO);3069;2181;3874
Cumari (GO);4289;2842;4717
Damianópolis (GO);696;874;1524
Damolândia (GO);2709;2969;4155
Davinópolis (GO);5465;5454;8157
Diorama (GO);6197;5382;9021
Doverlândia (GO);47646;51301;67554
Edealina (GO);111619;100514;100008
Edéia (GO);211342;147859;234924
Estrela do Norte (GO);4519;4020;2883
Faina (GO);446;757;453
Fazenda Nova (GO);1396;901;901
Firminópolis (GO);17268;16036;20098
Flores de Goiás (GO);58806;58005;79928
Formosa (GO);118591;123863;124936
Formoso (GO);506;913;486
Gameleira de Goiás (GO);70654;71693;114583
Divinópolis de Goiás (GO);947;1196;1602
Goianápolis (GO);29896;25262;38648
Goiandira (GO);3834;2656;3003
Goianésia (GO);66337;89639;171155
Goiânia (GO);2986;2698;555
Goianira (GO);4638;4526;5693
Goiás (GO);18650;16050;15100
Goiatuba (GO);447414;549955;633641
Gouvelândia (GO);91548;147181;144295
Guapó (GO);5180;2993;4901
Guaraíta (GO);1069;662;914
Guarani de Goiás (GO);738;652;1437
Guarinos (GO);27;21;26
Heitoraí (GO);7589;8947;10268
Hidrolândia (GO);10949;12328;14151
Hidrolina (GO);20509;19813;17957
Iaciara (GO);5460;2873;5070
Inaciolândia (GO);109567;162546;185569
Indiara (GO);76822;78481;100361
Inhumas (GO);76291;67461;115741
Ipameri (GO);412080;351967;503728
Ipiranga de Goiás (GO);17133;14075;34721
Iporá (GO);12996;10904;12737
Israelândia (GO);2185;2079;2383
Itaberaí (GO);207084;153930;239690
Itaguari (GO);2912;3229;6183
Itaguaru (GO);8982;8485;10720
Itajá (GO);93;324;116
Itapaci (GO);36525;33385;48014
Itapirapuã (GO);979;1669;1825
Itapuranga (GO);38143;41125;56772
Itarumã (GO);41572;60374;68828
Itauçu (GO);4115;7423;8318
Itumbiara (GO);372162;445775;525005
Ivolândia (GO);11147;6476;9152
Jandaia (GO);69992;67460;114455
Jaraguá (GO);61788;67061;69244
Jataí (GO);1367981;1490836;1862489
Jaupaci (GO);3550;5210;6137
Jesúpolis (GO);1492;1360;1751
Joviânia (GO);68593;82129;100686
Jussara (GO);56411;33940;44701
Lagoa Santa (GO);26;51;64
Leopoldo de Bulhões (GO);20026;19542;29313
Luziânia (GO);372679;439614;546776
Mairipotaba (GO);4969;6550;14149
Mambaí (GO);1242;632;2859
Mara Rosa (GO);8352;6531;4384
Marzagão (GO);3378;3951;4352
Matrinchã (GO);10804;16732;24044
Maurilândia (GO);91590;104920;103865
Mimoso de Goiás (GO);22669;9244;24137
Minaçu (GO);5452;6712;4877
Mineiros (GO);568034;654666;740615
Moiporá (GO);528;1499;1679
Monte Alegre de Goiás (GO);1167;1641;4200
Montes Claros de Goiás (GO);116140;99922;128724
Montividiu (GO);544541;574445;639298
Montividiu do Norte (GO);6441;6990;6187
Morrinhos (GO);235984;220995;274037
Morro Agudo de Goiás (GO);211;235;308
Mossâmedes (GO);3410;3592;4014
Mozarlândia (GO);2249;2087;3569
Mundo Novo (GO);6403;4209;7923
Mutunópolis (GO);2240;3053;1936
Nazário (GO);14632;16431;17589
Nerópolis (GO);11872;10226;3857
Niquelândia (GO);137989;177863;129891
Nova América (GO);2299;2588;3758
Nova Aurora (GO);3027;2608;3014
Nova Crixás (GO);16478;35928;55864
Nova Glória (GO);46818;39609;69375
Nova Iguaçu de Goiás (GO);317;291;359
Nova Roma (GO);1451;1399;3057
Nova Veneza (GO);3198;2730;2826
Novo Brasil (GO);650;702;1022
Novo Gama (GO);...;-;...
Novo Planalto (GO);14573;18742;13583
Orizona (GO);89267;87188;127917
Ouro Verde de Goiás (GO);13514;6837;4443
Ouvidor (GO);9433;7909;9739
Padre Bernardo (GO);111404;192136;182735
Palestina de Goiás (GO);43822;38664;54654
Palmeiras de Goiás (GO);84830;62354;79323
Palmelo (GO);1143;1149;1948
Palminópolis (GO);12568;15127;22467
Panamá (GO);39129;45676;61379
