mun;ano;estab;taxa_estab
Mg-Cedro do Abaete;2018;0;0
Mg-Central de Minas;2018;7;0,0546875
Mg-Centralina;2018;6;0,037267081
Mg-Chacara;2018;8;0,08988764
Mg-Chale;2018;4;0,068965517
Mg-Chapada do Norte;2018;3;0,042253521
Mg-Chapada Gaucha;2018;3;0,021126761
Mg-Chiador;2018;2;0,040816327
Mg-Cipotanea;2018;4;0,083333333
Mg-Claraval;2018;11;0,114583333
Mg-Claro dos Pocoes;2018;4;0,050632911
Mg-Claudio;2018;189;0,206331878
Mg-Coimbra;2018;21;0,111702128
Mg-Coluna;2018;8;0,070175439
Mg-Comendador Gomes;2018;1;0,007194245
Mg-Comercinho;2018;3;0,066666667
Mg-Conceicao da Aparecida;2018;16;0,072072072
Mg-Conceicao das Pedras;2018;3;0,076923077
Mg-Conceicao das Alagoas;2018;29;0,048092869
Mg-Conceicao de Ipanema;2018;2;0,060606061
Mg-Conceicao do Mato Dentro;2018;18;0,049046322
Mg-Conceicao do Para;2018;20;0,130718954
Mg-Conceicao do Rio Verde;2018;26;0,068783069
Mg-Conceicao dos Ouros;2018;132;0,424437299
Mg-Conego Marinho;2018;0;0
Mg-Confins;2018;18;0,075313808
Mg-Congonhal;2018;53;0,233480176
Mg-Congonhas;2018;48;0,045240339
Mg-Congonhas do Norte;2018;3;0,06
Mg-Conquista;2018;13;0,056521739
Mg-Conselheiro Lafaiete;2018;204;0,069767442
Mg-Conselheiro Pena;2018;32;0,076555024
Mg-Consolacao;2018;1;0,045454545
Mg-Contagem;2018;1915;0,145163736
Mg-Coqueiral;2018;28;0,086419753
Mg-Coracao de Jesus;2018;13;0,049242424
Mg-Cordisburgo;2018;6;0,037735849
Mg-Cordislandia;2018;5;0,064102564
Mg-Corinto;2018;47;0,075806452
Mg-Coroaci;2018;2;0,018348624
Mg-Coromandel;2018;84;0,082352941
Mg-Coronel Fabriciano;2018;178;0,090631365
Mg-Coronel Murta;2018;16;0,156862745
Mg-Coronel Pacheco;2018;6;0,095238095
Mg-Coronel Xavier Chaves;2018;7;0,084337349
Mg-Corrego Danta;2018;2;0,02
Mg-Corrego do Bom Jesus;2018;4;0,108108108
Mg-Corrego Fundo;2018;90;0,352941176
Mg-Corrego Novo;2018;1;0,02
Mg-Couto de Magalhaes de Minas;2018;5;0,068493151
Mg-Crisolita;2018;0;0
Mg-Cristais;2018;85;0,221354167
Mg-Cristalia;2018;2;0,074074074
Mg-Cristiano Otoni;2018;14;0,130841121
Mg-Cristina;2018;67;0,240143369
Mg-Crucilandia;2018;7;0,070707071
Mg-Cruzeiro da Fortaleza;2018;5;0,03875969
Mg-Cruzilia;2018;71;0,145491803
Mg-Cuparaque;2018;3;0,054545455
Mg-Curral de Dentro;2018;6;0,113207547
Mg-Curvelo;2018;155;0,065071369
Mg-Datas;2018;9;0,130434783
Mg-Delfim Moreira;2018;14;0,077348066
Mg-Delfinopolis;2018;5;0,01529052
Mg-Delta;2018;20;0,10989011
Mg-Descoberto;2018;40;0,264900662
Mg-Desterro de Entre Rios;2018;11;0,102803738
Mg-Desterro do Melo;2018;4;0,064516129
Mg-Diamantina;2018;82;0,071304348
Mg-Diogo de Vasconcelos;2018;0;0
Mg-Dionisio;2018;9;0,058064516
Mg-Divinesia;2018;16;0,172043011
Mg-Divino;2018;24;0,075709779
Mg-Divino das Laranjeiras;2018;6;0,09375
Mg-Divinolandia de Minas;2018;8;0,095238095
Mg-Divinopolis;2018;1186;0,157086093
Mg-Divisa Alegre;2018;3;0,055555556
Mg-Divisa Nova;2018;10;0,076335878
Mg-Divisopolis;2018;2;0,031746032
Mg-Dom Bosco;2018;2;0,025641026
Mg-Dom Cavati;2018;6;0,063829787
Mg-Dom Joaquim;2018;1;0,015873016
Mg-Dom Silverio;2018;26;0,176870748
Mg-Dom Vicoso;2018;3;0,054545455
Mg-Dona Eusebia;2018;26;0,183098592
Mg-Dores de Campos;2018;146;0,452012384
Mg-Dores de Guanhaes;2018;5;0,063291139
Mg-Dores do Indaia;2018;53;0,094812165
Mg-Dores do Turvo;2018;9;0,136363636
Mg-Doresopolis;2018;4;0,08
Mg-Douradoquara;2018;3;0,088235294
Mg-Durande;2018;7;0,107692308
Mg-Eloi Mendes;2018;66;0,07875895
Mg-Engenheiro Caldas;2018;31;0,112727273
Mg-Engenheiro Navarro;2018;3;0,029126214
Mg-Entre Folhas;2018;6;0,130434783
Mg-Entre Rios de Minas;2018;27;0,069587629
Mg-Ervalia;2018;55;0,147058824
Mg-Esmeraldas;2018;101;0,107446809
Mg-Espera Feliz;2018;38;0,065068493
Mg-Espinosa;2018;77;0,201044386
Mg-Espirito Santo do Dourado;2018;11;0,127906977
Mg-Estiva;2018;27;0,112033195
Mg-Estrela Dalva;2018;0;0
Mg-Estrela do Indaia;2018;4;0,030075188
Mg-Estrela do Sul;2018;10;0,049261084
Mg-Eugenopolis;2018;52;0,221276596
Mg-Ewbank da Camara;2018;8;0,145454545
Mg-Extrema;2018;171;0,170318725
Mg-Fama;2018;2;0,028985507
Mg-Faria Lemos;2018;8;0,119402985
Mg-Felicio dos Santos;2018;2;0,037037037
Mg-Sao Goncalo do Rio Preto;2018;7;0,14
Mg-Felisburgo;2018;4;0,047619048
Mg-Felixlandia;2018;15;0,054347826
Mg-Fernandes Tourinho;2018;0;0
Mg-Ferros;2018;9;0,039473684
Mg-Fervedouro;2018;14;0,102189781
Mg-Florestal;2018;16;0,075117371
Mg-Formiga;2018;328;0,134702259
Mg-Formoso;2018;1;0,007142857
Mg-Fortaleza de Minas;2018;3;0,0375
Mg-Fortuna de Minas;2018;9;0,097826087
Mg-Francisco Badaro;2018;2;0,035087719
Mg-Francisco Dumont;2018;3;0,034482759
Mg-Francisco Sa;2018;18;0,040089087
Mg-Franciscopolis;2018;17;0,265625
Mg-Frei Gaspar;2018;2;0,022727273
Mg-Frei Inocencio;2018;7;0,035175879
Mg-Frei Lagonegro;2018;0;0
Mg-Fronteira;2018;12;0,052631579
Mg-Fronteira dos Vales;2018;0;0
Mg-Fruta de Leite;2018;0;0
Mg-Frutal;2018;143;0,0781848
Mg-Funilandia;2018;2;0,016666667
Mg-Galileia;2018;15;0,084745763
Mg-Gameleiras;2018;0;0
Mg-Glaucilandia;2018;1;0,033333333
Mg-Goiabeira;2018;3;0,065217391
Mg-Goiana;2018;13;0,106557377
Mg-Goncalves;2018;16;0,086021505
Mg-Gonzaga;2018;0;0
Mg-Gouveia;2018;34;0,133333333
Mg-Governador Valadares;2018;512;0,074581209
Mg-Grao Mogol;2018;20;0,119760479
Mg-Grupiara;2018;2;0,064516129
Mg-Guanhaes;2018;55;0,057053942
Mg-Guape;2018;31;0,080310881
Mg-Guaraciaba;2018;14;0,097222222
Mg-Guaraciama;2018;2;0,045454545
Mg-Guaranesia;2018;100;0,192307692
Mg-Guarani;2018;37;0,129824561
Mg-Guarara;2018;18;0,204545455
Mg-Guarda-Mor;2018;11;0,040441176
Mg-Guaxupe;2018;230;0,126304228
Mg-Guidoval;2018;49;0,266304348
Mg-Guimarania;2018;11;0,052884615
Mg-Guiricema;2018;44;0,222222222
Mg-Gurinhata;2018;6;0,021428571
Mg-Heliodora;2018;13;0,103174603
Mg-Iapu;2018;15;0,06302521
Mg-Ibertioga;2018;4;0,033057851
Mg-Ibia;2018;36;0,046692607
Mg-Ibiai;2018;1;0,014285714
Mg-Ibiracatu;2018;3;0,136363636
Mg-Ibiraci;2018;20;0,042105263
Mg-Ibirite;2018;191;0,144150943
Mg-Ibitiura de Minas;2018;11;0,164179104
Mg-Ibituruna;2018;6;0,082191781
Mg-Icarai de Minas;2018;2;0,055555556
Mg-Igarape;2018;75;0,104166667
Mg-Igaratinga;2018;107;0,2675
Mg-Iguatama;2018;19;0,086757991
Mg-Ijaci;2018;18;0,096256684
Mg-Ilicinea;2018;27;0,094076655
Mg-Imbe de Minas;2018;3;0,048387097
Mg-Inconfidentes;2018;55;0,280612245
Mg-Indaiabira;2018;3;0,088235294
Mg-Indianopolis;2018;12;0,064171123
Mg-Ingai;2018;3;0,03030303
Mg-Inhapim;2018;28;0,057971014
Mg-Inhauma;2018;18;0,108433735
Mg-Inimutaba;2018;9;0,065693431
Mg-Ipaba;2018;14;0,086419753
Mg-Ipanema;2018;58;0,132420091
Mg-Ipatinga;2018;456;0,080707965
Mg-Ipiacu;2018;3;0,027272727
Mg-Ipuiuna;2018;25;0,111111111
Mg-Irai de Minas;2018;8;0,039800995
Mg-Itabira;2018;178;0,069368667
Mg-Itabirinha;2018;14;0,086419753
Mg-Itabirito;2018;114;0,093672966
Mg-Itacambira;2018;1;0,041666667
Mg-Itacarambi;2018;18;0,091370558
Mg-Itaguara;2018;57;0,120762712
Mg-Itaipe;2018;0;0
Mg-Itajuba;2018;249;0,098031496
Mg-Itamarandiba;2018;42;0,070116861
Mg-Itamarati de Minas;2018;15;0,180722892
Mg-Itambacuri;2018;16;0,039215686
Mg-Itambe do Mato Dentro;2018;2;0,054054054
Mg-Itamogi;2018;15;0,045317221
Mg-Itamonte;2018;61;0,15443038
Mg-Itanhandu;2018;53;0,122401848
Mg-Itanhomi;2018;7;0,038461538
Mg-Itaobim;2018;31;0,094801223
Mg-Itapagipe;2018;20;0,049627792
Mg-Itapecerica;2018;53;0,099437148
Mg-Itapeva;2018;22;0,080586081
Mg-Itatiaiucu;2018;26;0,121495327
Mg-Itau de Minas;2018;46;0,115288221
Mg-Itauna;2018;375;0,137061404
Mg-Itaverava;2018;7;0,079545455
Mg-Itinga;2018;26;0,204724409
Mg-Itueta;2018;10;0,114942529
Mg-Ituiutaba;2018;177;0,065897245
Mg-Itumirim;2018;7;0,05785124
Mg-Iturama;2018;48;0,037325039
Mg-Itutinga;2018;8;0,06504065
Mg-Jaboticatubas;2018;42;0,109660574
Mg-Jacinto;2018;3;0,018867925
Mg-Jacui;2018;15;0,072815534
Mg-Jacutinga;2018;340;0,314523589
Mg-Jaguaracu;2018;4;0,047058824
Mg-Jaiba;2018;29;0,04400607
Mg-Jampruca;2018;5;0,066666667
Mg-Janauba;2018;121;0,076052797
Mg-Januaria;2018;55;0,070332481
Mg-Japaraiba;2018;16;0,183908046
Mg-Japonvar;2018;2;0,04
Mg-Jeceaba;2018;14;0,120689655
Mg-Jenipapo de Minas;2018;2;0,037735849
Mg-Jequeri;2018;12;0,06779661
Mg-Jequitai;2018;3;0,031578947
Mg-Jequitiba;2018;8;0,037383178
Mg-Jequitinhonha;2018;11;0,030555556
Mg-Jesuania;2018;9;0,078947368
Mg-Joaima;2018;10;0,048309179
Mg-Joanesia;2018;0;0
Mg-Joao Monlevade;2018;161;0,088122605
Mg-Joao Pinheiro;2018;92;0,049356223
Mg-Joaquim Felicio;2018;5;0,098039216
Mg-Jordania;2018;1;0,007092199
Mg-Jose Goncalves de Minas;2018;1;0,033333333
Mg-Jose Raydan;2018;4;0,102564103
Mg-Josenopolis;2018;1;0,05
Mg-Nova Uniao;2018;13;0,12037037
Mg-Juatuba;2018;51;0,122596154
Mg-Juiz de Fora;2018;1309;0,090369348
Mg-Juramento;2018;0;0
Mg-Juruaia;2018;167;0,426020408
Mg-Juvenilia;2018;2;0,055555556
Mg-Ladainha;2018;2;0,021505376
Mg-Lagamar;2018;11;0,054187192
Mg-Lagoa da Prata;2018;197;0,126120359
Mg-Lagoa dos Patos;2018;1;0,028571429
Mg-Lagoa Dourada;2018;25;0,091911765
Mg-Lagoa Formosa;2018;57;0,104587156
Mg-Lagoa Grande;2018;16;0,074418605
Mg-Lagoa Santa;2018;141;0,107305936
Mg-Lajinha;2018;23;0,073248408
Mg-Lambari;2018;60;0,117647059
Mg-Lamim;2018;3;0,078947368
Mg-Laranjal;2018;16;0,108843537
Mg-Lassance;2018;6;0,047619048
Mg-Lavras;2018;233;0,074156588
Mg-Leandro Ferreira;2018;10;0,097087379
Mg-Leme do Prado;2018;7;0,145833333
Mg-Leopoldina;2018;106;0,065920398
Mg-Liberdade;2018;8;0,047904192
Mg-Lima Duarte;2018;32;0,058181818
Mg-Limeira do Oeste;2018;5;0,022727273
Mg-Lontra;2018;0;0
Mg-Luisburgo;2018;6;0,09375
Mg-Luislandia;2018;3;0,090909091
Mg-Luminarias;2018;14;0,094594595
Mg-Luz;2018;60;0,086083214
Mg-Machacalis;2018;3;0,03030303
Mg-Machado;2018;131;0,109807209
Mg-Madre de Deus de Minas;2018;5;0,030120482
Mg-Malacacheta;2018;15;0,075376884
Mg-Mamonas;2018;4;0,142857143
Mg-Manga;2018;10;0,052356021
Mg-Manhuacu;2018;199;0,080993081
Mg-Manhumirim;2018;32;0,05893186
Mg-Mantena;2018;57;0,091639871
Mg-Maravilhas;2018;25;0,119617225
Mg-Mar de Espanha;2018;145;0,328054299
Mg-Maria da Fe;2018;33;0,125954198
Mg-Mariana;2018;71;0,057676686
Mg-Marilac;2018;2;0,03030303
Mg-Mario Campos;2018;17;0,108280255
Mg-Maripa de Minas;2018;28;0,24137931
Mg-Marlieria;2018;6;0,052173913
Mg-Marmelopolis;2018;10;0,163934426
Mg-Martinho Campos;2018;53;0,092657343
Mg-Martins Soares;2018;9;0,085714286
Mg-Mata Verde;2018;6;0,146341463
Mg-Materlandia;2018;1;0,019230769
Mg-Mateus Leme;2018;71;0,108066971
Mg-Matias Barbosa;2018;48;0,12
Mg-Matias Cardoso;2018;3;0,026086957
Mg-Matipo;2018;18;0,058252427
Mg-Mato Verde;2018;19;0,117283951
Mg-Matozinhos;2018;137;0,184387618
Mg-Matutina;2018;8;0,08
Mg-Medeiros;2018;2;0,016528926
Mg-Medina;2018;31;0,132478632
Mg-Mendes Pimentel;2018;7;0,074468085
Mg-Merces;2018;24;0,121827411
Mg-Mesquita;2018;0;0
Mg-Minas Novas;2018;18;0,070588235
Mg-Minduri;2018;5;0,052631579
Mg-Mirabela;2018;6;0,036809816
Mg-Miradouro;2018;8;0,038277512
Mg-Mirai;2018;46;0,148867314
Mg-Miravania;2018;1;0,052631579
Mg-Moeda;2018;6;0,065217391
Mg-Moema;2018;28;0,116666667
Mg-Monjolos;2018;7;0,111111111
Mg-Monsenhor Paulo;2018;26;0,094545455
Mg-Montalvania;2018;7;0,038251366
Mg-Monte Alegre de Minas;2018;34;0,050898204
Mg-Monte Azul;2018;24;0,101265823
Mg-Monte Belo;2018;51;0,174061433
Mg-Monte Carmelo;2018;164;0,091466815
Mg-Monte Formoso;2018;1;0,037037037
Mg-Monte Santo de Minas;2018;73;0,09001233
Mg-Montes Claros;2018;597;0,066532932
Mg-Monte Siao;2018;616;0,473481937
Mg-Montezuma;2018;2;0,040816327
Mg-Morada Nova de Minas;2018;14;0,061674009
Mg-Morro da Garca;2018;1;0,012195122
Mg-Morro do Pilar;2018;1;0,01754386
Mg-Munhoz;2018;12;0,131868132
Mg-Muriae;2018;484;0,131486009
Mg-Mutum;2018;36;0,087591241
Mg-Muzambinho;2018;79;0,119335347
Mg-Nacip Raydan;2018;1;0,058823529
Mg-Nanuque;2018;55;0,061936937
Mg-Naque;2018;0;0
Mg-Natalandia;2018;3;0,054545455
Mg-Natercia;2018;10;0,093457944
Mg-Nazareno;2018;17;0,075892857
Mg-Nepomuceno;2018;37;0,050894085
Mg-Ninheira;2018;5;0,086206897
Mg-Nova Belem;2018;0;0
Mg-Nova Era;2018;31;0,077306733
Mg-Nova Lima;2018;279;0,094066082
Mg-Nova Modica;2018;3;0,032258065
Mg-Nova Ponte;2018;28;0,064965197
Mg-Nova Porteirinha;2018;14;0,079545455
Mg-Nova Resende;2018;35;0,108695652
Mg-Nova Serrana;2018;1016;0,411669368
Mg-Novo Cruzeiro;2018;14;0,066666667
Mg-Novo Oriente de Minas;2018;4;0,041237113
Mg-Novorizonte;2018;2;0,047619048
Mg-Olaria;2018;0;0
Mg-Olhos-D Agua;2018;5;0,053763441
Mg-Olimpio Noronha;2018;6;0,125
Mg-Oliveira;2018;119;0,093774626
Mg-Oliveira Fortes;2018;5;0,12195122
Mg-Onca de Pitangui;2018;4;0,052631579
Mg-Oratorios;2018;5;0,06097561
Mg-Orizania;2018;3;0,06
Mg-Ouro Branco;2018;73;0,083428571
Mg-Ouro Fino;2018;145;0,146169355
Mg-Ouro Preto;2018;95;0,063081009
Mg-Ouro Verde de Minas;2018;0;0
Mg-Padre Carvalho;2018;3;0,076923077
Mg-Padre Paraiso;2018;18;0,084507042
Mg-Paineiras;2018;6;0,053097345
Mg-Pains;2018;59;0,211469534
Mg-Pai Pedro;2018;1;0,047619048
Mg-Paiva;2018;1;0,032258065
Mg-Palma;2018;13;0,08496732
Mg-Palmopolis;2018;0;0
Mg-Papagaios;2018;168;0,35
Mg-Paracatu;2018;153;0,05862069
Mg-Para de Minas;2018;336;0,118769883
Mg-Paraguacu;2018;103;0,147142857
Mg-Paraisopolis;2018;42;0,0875
Mg-Paraopeba;2018;96;0,125819135
Mg-Passabem;2018;1;0,033333333
Mg-Passa Quatro;2018;46;0,112745098
Mg-Passa Tempo;2018;16;0,07079646
Mg-Passa-Vinte;2018;0;0
Mg-Passos;2018;367;0,107972933
Mg-Patis;2018;1;0,037037037
Mg-Patos de Minas;2018;538;0,091341256
Mg-Patrocinio;2018;237;0,071256765
Mg-Patrocinio do Muriae;2018;20;0,170940171
Mg-Paula Candido;2018;11;0,060773481
Mg-Paulistas;2018;6;0,088235294
Mg-Pavao;2018;6;0,038461538
Mg-Pecanha;2018;10;0,04
Mg-Pedra Azul;2018;9;0,028846154
Mg-Pedra Bonita;2018;1;0,038461538
Mg-Pedra do Anta;2018;1;0,020408163
Mg-Pedra do Indaia;2018;18;0,156521739
Mg-Pedra Dourada;2018;3;0,09375
Mg-Pedralva;2018;28;0,114754098
Mg-Pedras de Maria da Cruz;2018;0;0
Mg-Pedrinopolis;2018;1;0,008064516
Mg-Pedro Leopoldo;2018;190;0,141579732
Mg-Pedro Teixeira;2018;1;0,035714286
Mg-Pequeri;2018;20;0,196078431
Mg-Pequi;2018;13;0,1
Mg-Perdigao;2018;135;0,404191617
Mg-Perdizes;2018;38;0,062706271
Mg-Perdoes;2018;73;0,096179183
Mg-Periquito;2018;4;0,054054054
Mg-Pescador;2018;0;0
Mg-Piau;2018;4;0,043956044
Mg-Piedade de Caratinga;2018;7;0,04516129
Mg-Piedade de Ponte Nova;2018;3;0,042253521
Mg-Piedade do Rio Grande;2018;5;0,03649635
Mg-Piedade dos Gerais;2018;6;0,089552239
Mg-Pimenta;2018;18;0,090909091
Mg-Pingo D'Agua;2018;5;0,081967213
Mg-Pintopolis;2018;1;0,019230769
Mg-Piracema;2018;17;0,094972067
Mg-Pirajuba;2018;6;0,038709677
Mg-Piranga;2018;21;0,096330275
Mg-Pirangucu;2018;22;0,20754717
Mg-Piranguinho;2018;28;0,14213198
Mg-Pirapetinga;2018;16;0,068669528
Mg-Pirapora;2018;73;0,068609023
Mg-Pirauba;2018;71;0,210682493
Mg-Pitangui;2018;95;0,13748191
Mg-Piumhi;2018;136;0,101568335
Mg-Planura;2018;8;0,046783626
Mg-Poco Fundo;2018;53;0,14021164
Mg-Pocos de Caldas;2018;452;0,088350274
Mg-Pocrane;2018;6;0,058252427
Mg-Pompeu;2018;77;0,087104072
Mg-Ponte Nova;2018;114;0,06185567
Mg-Ponto Chique;2018;1;0,034482759
Mg-Ponto dos Volantes;2018;4;0,051282051
Mg-Porteirinha;2018;36;0,076109937
Mg-Porto Firme;2018;13;0,079754601
Mg-Pote;2018;19;0,113095238
Mg-Pouso Alegre;2018;428;0,09670131
Mg-Pouso Alto;2018;21;0,107142857
Mg-Prados;2018;63;0,285067873
Mg-Prata;2018;46;0,037797864
Mg-Pratapolis;2018;28;0,106870229
Mg-Pratinha;2018;3;0,03125
Mg-Presidente Bernardes;2018;6;0,103448276
Mg-Presidente Juscelino;2018;6;0,075949367
Mg-Presidente Kubitschek;2018;2;0,066666667
Mg-Presidente Olegario;2018;26;0,047619048
Mg-Alto Jequitiba;2018;10;0,083333333
Mg-Prudente de Morais;2018;26;0,173333333
Mg-Quartel Geral;2018;8;0,088888889
Mg-Queluzito;2018;0;0
Mg-Raposos;2018;10;0,084745763
Mg-Raul Soares;2018;48;0,085106383
Mg-Recreio;2018;24;0,108108108
Mg-Reduto;2018;18;0,165137615
Mg-Resende Costa;2018;63;0,212837838
Mg-Resplendor;2018;18;0,042959427
Mg-Ressaquinha;2018;7;0,070707071
Mg-Riachinho;2018;4;0,044444444
Mg-Riacho dos Machados;2018;5;0,092592593
Mg-Ribeirao das Neves;2018;236;0,102653328
Mg-Ribeirao Vermelho;2018;16;0,172043011
Mg-Rio Acima;2018;16;0,094117647
Mg-Rio Casca;2018;33;0,072527473
Mg-Rio Doce;2018;2;0,037735849
Mg-Rio do Prado;2018;0;0
Mg-Rio Espera;2018;3;0,0625
Mg-Rio Manso;2018;24;0,205128205
Mg-Rio Novo;2018;17;0,068
Mg-Rio Paranaiba;2018;27;0,053359684
Mg-Rio Pardo de Minas;2018;13;0,054621849
Mg-Rio Piracicaba;2018;20;0,090497738
Mg-Rio Pomba;2018;82;0,144876325
Mg-Rio Preto;2018;14;0,089171975
Mg-Rio Vermelho;2018;8;0,053691275
Mg-Ritapolis;2018;6;0,047619048
Mg-Rochedo de Minas;2018;10;0,217391304
Mg-Rodeiro;2018;70;0,307017544
Mg-Romaria;2018;4;0,036363636
Mg-Rosario da Limeira;2018;15;0,185185185
Mg-Rubelita;2018;5;0,102040816
Mg-Rubim;2018;5;0,03125
Mg-Sabara;2018;173;0,15641953
Mg-Sabinopolis;2018;16;0,05734767
Mg-Sacramento;2018;88;0,084210526
Mg-Salinas;2018;73;0,082114736
Mg-Salto da Divisa;2018;5;0,038167939
Mg-Santa Barbara;2018;40;0,070671378
Mg-Santa Barbara do Leste;2018;4;0,041666667
Mg-Santa Barbara do Monte Verde;2018;3;0,037974684
Mg-Santa Barbara do Tugurio;2018;8;0,103896104
Mg-Santa Cruz de Minas;2018;73;0,39673913
Mg-Santa Cruz de Salinas;2018;0;0
Mg-Santa Cruz do Escalvado;2018;4;0,048192771
Mg-Santa Efigenia de Minas;2018;0;0
Mg-Santa Fe de Minas;2018;0;0
Mg-Santa Helena de Minas;2018;0;0
Mg-Santa Juliana;2018;12;0,032520325
Mg-Santa Luzia;2018;282;0,130980028
Mg-Santa Margarida;2018;7;0,041420118
Mg-Santa Maria de Itabira;2018;14;0,061403509
Mg-Santa Maria do Salto;2018;1;0,033333333
Mg-Santa Maria do Suacui;2018;15;0,074626866
Mg-Santana da Vargem;2018;11;0,038327526
Mg-Santana de Cataguases;2018;9;0,169811321
Mg-Santana de Pirapama;2018;4;0,032258065
Mg-Santana do Deserto;2018;6;0,077922078
Mg-Santana do Garambeu;2018;0;0
Mg-Santana do Jacare;2018;14;0,168674699
Mg-Santana do Manhuacu;2018;6;0,068965517
Mg-Santana do Paraiso;2018;85;0,176715177
Mg-Santana do Riacho;2018;5;0,031446541
Mg-Santana dos Montes;2018;3;0,05
Mg-Santa Rita de Caldas;2018;21;0,105527638
Mg-Santa Rita de Jacutinga;2018;12;0,083916084
Mg-Santa Rita de Minas;2018;10;0,079365079
Mg-Santa Rita de Ibitipoca;2018;4;0,063492063
Mg-Santa Rita do Itueto;2018;3;0,047619048
Mg-Santa Rita do Sapucai;2018;252;0,205211726
Mg-Santa Rosa da Serra;2018;2;0,040816327
Mg-Santa Vitoria;2018;33;0,046348315
Mg-Santo Antonio do Amparo;2018;28;0,065420561
Mg-Santo Antonio do Aventureiro;2018;3;0,0375
Mg-Santo Antonio do Grama;2018;6;0,064516129
Mg-Santo Antonio do Itambe;2018;2;0,044444444
Mg-Santo Antonio do Jacinto;2018;1;0,014084507
Mg-Santo Antonio do Monte;2018;132;0,137787056
Mg-Santo Antonio do Retiro;2018;1;0,047619048
Mg-Santo Antonio do Rio Abaixo;2018;0;0
Mg-Santo Hipolito;2018;1;0,015873016
Mg-Santos Dumont;2018;74;0,072620216
Mg-Sao Bento Abade;2018;6;0,08
Mg-Sao Bras do Suacui;2018;8;0,091954023
Mg-Sao Domingos das Dores;2018;4;0,070175439
Mg-Sao Domingos do Prata;2018;29;0,082386364
Mg-Sao Felix de Minas;2018;2;0,043478261
Mg-Sao Francisco;2018;22;0,041198502
Mg-Sao Francisco de Paula;2018;8;0,061068702
Mg-Sao Francisco de Sales;2018;8;0,04519774
Mg-Sao Francisco do Gloria;2018;4;0,063492063
Mg-Sao Geraldo;2018;49;0,23902439
Mg-Sao Geraldo da Piedade;2018;1;0,029411765
Mg-Sao Geraldo do Baixio;2018;2;0,041666667
Mg-Sao Goncalo do Abaete;2018;7;0,039772727
Mg-Sao Goncalo do Para;2018;54;0,203773585
Mg-Sao Goncalo do Rio Abaixo;2018;29;0,111969112
Mg-Sao Goncalo do Sapucai;2018;62;0,089595376
Mg-Sao Gotardo;2018;80;0,066006601
Mg-Sao Joao Batista do Gloria;2018;13;0,046594982
Mg-Sao Joao da Lagoa;2018;2;0,037037037
Mg-Sao Joao da Mata;2018;5;0,089285714
Mg-Sao Joao da Ponte;2018;3;0,019607843
Mg-Sao Joao das Missoes;2018;0;0
Mg-Sao Joao Del Rei;2018;221;0,088969404
Mg-Sao Joao do Manhuacu;2018;9;0,068181818
Mg-Sao Joao do Manteninha;2018;51;0,344594595
Mg-Sao Joao do Oriente;2018;14;0,106870229
Mg-Sao Joao do Pacui;2018;1;0,047619048
Mg-Sao Joao do Paraiso;2018;27;0,085714286
Mg-Sao Joao Evangelista;2018;20;0,080645161
Mg-Sao Joao Nepomuceno;2018;159;0,206493506
Mg-Sao Joaquim de Bicas;2018;70;0,198300283
Mg-Sao Jose da Barra;2018;15;0,081081081
Mg-Sao Jose da Lapa;2018;69;0,205970149
Mg-Sao Jose da Safira;2018;8;0,177777778
Mg-Sao Jose da Varginha;2018;2;0,016666667
Mg-Sao Jose do Alegre;2018;7;0,114754098
Mg-Sao Jose do Divino;2018;0;0
Mg-Sao Jose do Goiabal;2018;3;0,03030303
Mg-Sao Jose do Jacuri;2018;5;0,090909091
Mg-Sao Jose do Mantimento;2018;1;0,038461538
Mg-Sao Lourenco;2018;131;0,07589803
Mg-Sao Miguel do Anta;2018;11;0,127906977
Mg-Sao Pedro da Uniao;2018;12;0,110091743
Mg-Sao Pedro dos Ferros;2018;11;0,058201058
Mg-Sao Pedro do Suacui;2018;7;0,109375
Mg-Sao Romao;2018;2;0,02020202
Mg-Sao Roque de Minas;2018;23;0,095435685
Mg-Sao Sebastiao da Bela Vista;2018;22;0,1375
Mg-Sao Sebastiao da Vargem Alegre;2018;2;0,055555556
Mg-Sao Sebastiao do Anta;2018;1;0,016949153
Mg-Sao Sebastiao do Maranhao;2018;5;0,090909091
Mg-Sao Sebastiao do Oeste;2018;44;0,168582375
Mg-Sao Sebastiao do Paraiso;2018;232;0,097274633
Mg-Sao Sebastiao do Rio Preto;2018;1;0,041666667
Mg-Sao Sebastiao do Rio Verde;2018;7;0,142857143
Mg-Sao Tiago;2018;76;0,195372751
Mg-Sao Tomas de Aquino;2018;14;0,061946903
Mg-Sao Thome das Letras;2018;74;0,31092437
Mg-Sao Vicente de Minas;2018;27;0,100371747
Mg-Sapucai-Mirim;2018;30;0,181818182
Mg-Sardoa;2018;1;0,01369863
Mg-Sarzedo;2018;69;0,136363636
Mg-Setubinha;2018;1;0,025
Mg-Sem-Peixe;2018;2;0,055555556
Mg-Senador Amaral;2018;3;0,027027027
Mg-Senador Cortes;2018;7;0,109375
Mg-Senador Firmino;2018;25;0,163398693
Mg-Senador Jose Bento;2018;2;0,142857143
Mg-Senador Modestino Goncalves;2018;3;0,057692308
Mg-Senhora de Oliveira;2018;9;0,09
Mg-Senhora do Porto;2018;1;0,019230769
Mg-Senhora dos Remedios;2018;5;0,0390625
Mg-Sericita;2018;4;0,03960396
