mun;ano;estab;taxa_estab
Mg-Jordania;2017;0;0
Mg-Jose Goncalves de Minas;2017;2;0,060606061
Mg-Jose Raydan;2017;4;0,105263158
Mg-Josenopolis;2017;0;0
Mg-Nova Uniao;2017;14;0,134615385
Mg-Juatuba;2017;48;0,120603015
Mg-Juiz de Fora;2017;1346;0,090700809
Mg-Juramento;2017;0;0
Mg-Juruaia;2017;165;0,414572864
Mg-Juvenilia;2017;1;0,028571429
Mg-Ladainha;2017;3;0,034090909
Mg-Lagamar;2017;13;0,062801932
Mg-Lagoa da Prata;2017;194;0,125729099
Mg-Lagoa dos Patos;2017;1;0,028571429
Mg-Lagoa Dourada;2017;26;0,095238095
Mg-Lagoa Formosa;2017;59;0,107468124
Mg-Lagoa Grande;2017;18;0,079646018
Mg-Lagoa Santa;2017;131;0,102184087
Mg-Lajinha;2017;24;0,078431373
Mg-Lambari;2017;58;0,114851485
Mg-Lamim;2017;3;0,073170732
Mg-Laranjal;2017;15;0,092592593
Mg-Lassance;2017;4;0,032520325
Mg-Lavras;2017;222;0,071821417
Mg-Leandro Ferreira;2017;13;0,118181818
Mg-Leme do Prado;2017;3;0,065217391
Mg-Leopoldina;2017;112;0,068126521
Mg-Liberdade;2017;10;0,060606061
Mg-Lima Duarte;2017;34;0,062043796
Mg-Limeira do Oeste;2017;5;0,023041475
Mg-Lontra;2017;0;0
Mg-Luisburgo;2017;5;0,083333333
Mg-Luislandia;2017;3;0,096774194
Mg-Luminarias;2017;16;0,096969697
Mg-Luz;2017;61;0,086770982
Mg-Machacalis;2017;3;0,03030303
Mg-Machado;2017;130;0,106732348
Mg-Madre de Deus de Minas;2017;6;0,0375
Mg-Malacacheta;2017;14;0,073684211
Mg-Mamonas;2017;4;0,142857143
Mg-Manga;2017;13;0,068783069
Mg-Manhuacu;2017;214;0,087098087
Mg-Manhumirim;2017;28;0,05204461
Mg-Mantena;2017;65;0,101880878
Mg-Maravilhas;2017;31;0,149038462
Mg-Mar de Espanha;2017;138;0,329355609
Mg-Maria da Fe;2017;30;0,114068441
Mg-Mariana;2017;68;0,054487179
Mg-Marilac;2017;1;0,016949153
Mg-Mario Campos;2017;16;0,095238095
Mg-Maripa de Minas;2017;25;0,229357798
Mg-Marlieria;2017;5;0,046296296
Mg-Marmelopolis;2017;10;0,15625
Mg-Martinho Campos;2017;57;0,101243339
Mg-Martins Soares;2017;6;0,060606061
Mg-Mata Verde;2017;6;0,136363636
Mg-Materlandia;2017;1;0,018867925
Mg-Mateus Leme;2017;70;0,108527132
Mg-Matias Barbosa;2017;42;0,109090909
Mg-Matias Cardoso;2017;3;0,025210084
Mg-Matipo;2017;16;0,054794521
Mg-Mato Verde;2017;19;0,120253165
Mg-Matozinhos;2017;134;0,174706649
Mg-Matutina;2017;7;0,071428571
Mg-Medeiros;2017;2;0,016
Mg-Medina;2017;32;0,129032258
Mg-Mendes Pimentel;2017;6;0,059405941
Mg-Merces;2017;25;0,12195122
Mg-Mesquita;2017;0;0
Mg-Minas Novas;2017;16;0,061776062
Mg-Minduri;2017;4;0,041237113
Mg-Mirabela;2017;3;0,021126761
Mg-Miradouro;2017;11;0,054187192
Mg-Mirai;2017;43;0,133956386
Mg-Miravania;2017;1;0,05
Mg-Moeda;2017;7;0,072916667
Mg-Moema;2017;22;0,097777778
Mg-Monjolos;2017;6;0,09375
Mg-Monsenhor Paulo;2017;28;0,098939929
Mg-Montalvania;2017;7;0,039548023
Mg-Monte Alegre de Minas;2017;33;0,04962406
Mg-Monte Azul;2017;20;0,086206897
Mg-Monte Belo;2017;45;0,161290323
Mg-Monte Carmelo;2017;160;0,091116173
Mg-Monte Formoso;2017;1;0,034482759
Mg-Monte Santo de Minas;2017;65;0,080545229
Mg-Montes Claros;2017;596;0,064980375
Mg-Monte Siao;2017;632;0,475545523
Mg-Montezuma;2017;3;0,065217391
Mg-Morada Nova de Minas;2017;13;0,056768559
Mg-Morro da Garca;2017;0;0
Mg-Morro do Pilar;2017;1;0,018181818
Mg-Munhoz;2017;12;0,131868132
Mg-Muriae;2017;512;0,1349855
Mg-Mutum;2017;34;0,082725061
Mg-Muzambinho;2017;74;0,112633181
Mg-Nacip Raydan;2017;1;0,047619048
Mg-Nanuque;2017;56;0,061202186
Mg-Naque;2017;0;0
Mg-Natalandia;2017;4;0,08
Mg-Natercia;2017;9;0,086538462
Mg-Nazareno;2017;17;0,076576577
Mg-Nepomuceno;2017;32;0,044016506
Mg-Ninheira;2017;3;0,054545455
Mg-Nova Belem;2017;0;0
Mg-Nova Era;2017;30;0,075376884
Mg-Nova Lima;2017;259;0,091165083
Mg-Nova Modica;2017;3;0,030612245
Mg-Nova Ponte;2017;30;0,071942446
Mg-Nova Porteirinha;2017;16;0,08839779
Mg-Nova Resende;2017;34;0,107255521
Mg-Nova Serrana;2017;1083;0,442040816
Mg-Novo Cruzeiro;2017;8;0,043010753
Mg-Novo Oriente de Minas;2017;2;0,025316456
Mg-Novorizonte;2017;1;0,027027027
Mg-Olaria;2017;1;0,020408163
Mg-Olhos-D Agua;2017;8;0,088888889
Mg-Olimpio Noronha;2017;5;0,098039216
Mg-Oliveira;2017;123;0,095943838
Mg-Oliveira Fortes;2017;5;0,125
Mg-Onca de Pitangui;2017;4;0,046511628
Mg-Oratorios;2017;6;0,075949367
Mg-Orizania;2017;2;0,05
Mg-Ouro Branco;2017;79;0,088764045
Mg-Ouro Fino;2017;145;0,146909828
Mg-Ouro Preto;2017;105;0,067524116
Mg-Ouro Verde de Minas;2017;0;0
Mg-Padre Carvalho;2017;2;0,060606061
Mg-Padre Paraiso;2017;17;0,08056872
Mg-Paineiras;2017;6;0,053571429
Mg-Pains;2017;64;0,224561404
Mg-Pai Pedro;2017;1;0,043478261
Mg-Paiva;2017;1;0,035714286
Mg-Palma;2017;15;0,096774194
Mg-Palmopolis;2017;0;0
Mg-Papagaios;2017;164;0,347457627
Mg-Paracatu;2017;149;0,057484568
Mg-Para de Minas;2017;332;0,117231638
Mg-Paraguacu;2017;104;0,145862553
Mg-Paraisopolis;2017;42;0,086597938
Mg-Paraopeba;2017;91;0,121010638
Mg-Passabem;2017;1;0,04
Mg-Passa Quatro;2017;46;0,110843373
Mg-Passa Tempo;2017;15;0,071090047
Mg-Passa-Vinte;2017;0;0
Mg-Passos;2017;378;0,109660574
Mg-Patis;2017;1;0,035714286
Mg-Patos de Minas;2017;516;0,08750212
Mg-Patrocinio;2017;252;0,075381394
Mg-Patrocinio do Muriae;2017;22;0,191304348
Mg-Paula Candido;2017;10;0,051282051
Mg-Paulistas;2017;7;0,116666667
Mg-Pavao;2017;6;0,036585366
Mg-Pecanha;2017;8;0,032786885
Mg-Pedra Azul;2017;10;0,032258065
Mg-Pedra Bonita;2017;2;0,076923077
Mg-Pedra do Anta;2017;0;0
Mg-Pedra do Indaia;2017;17;0,149122807
Mg-Pedra Dourada;2017;5;0,142857143
Mg-Pedralva;2017;30;0,125
Mg-Pedras de Maria da Cruz;2017;0;0
Mg-Pedrinopolis;2017;1;0,008
Mg-Pedro Leopoldo;2017;198;0,148203593
Mg-Pedro Teixeira;2017;1;0,037037037
Mg-Pequeri;2017;18;0,193548387
Mg-Pequi;2017;12;0,097560976
Mg-Perdigao;2017;128;0,397515528
Mg-Perdizes;2017;38;0,06031746
Mg-Perdoes;2017;78;0,105263158
Mg-Periquito;2017;4;0,054794521
Mg-Pescador;2017;0;0
Mg-Piau;2017;5;0,067567568
Mg-Piedade de Caratinga;2017;8;0,059259259
Mg-Piedade de Ponte Nova;2017;3;0,038961039
Mg-Piedade do Rio Grande;2017;7;0,051094891
Mg-Piedade dos Gerais;2017;7;0,097222222
Mg-Pimenta;2017;19;0,09223301
Mg-Pingo D'Agua;2017;4;0,071428571
Mg-Pintopolis;2017;2;0,041666667
Mg-Piracema;2017;17;0,093922652
Mg-Pirajuba;2017;5;0,034482759
Mg-Piranga;2017;19;0,088785047
Mg-Pirangucu;2017;23;0,211009174
Mg-Piranguinho;2017;31;0,157360406
Mg-Pirapetinga;2017;13;0,053278689
Mg-Pirapora;2017;72;0,066543438
Mg-Pirauba;2017;75;0,213675214
Mg-Pitangui;2017;104;0,137203166
Mg-Piumhi;2017;132;0,100686499
Mg-Planura;2017;9;0,052631579
Mg-Poco Fundo;2017;54;0,144772118
Mg-Pocos de Caldas;2017;452;0,088575348
Mg-Pocrane;2017;6;0,058252427
Mg-Pompeu;2017;79;0,090909091
Mg-Ponte Nova;2017;123;0,066847826
Mg-Ponto Chique;2017;0;0
Mg-Ponto dos Volantes;2017;6;0,074074074
Mg-Porteirinha;2017;32;0,069114471
Mg-Porto Firme;2017;14;0,090322581
Mg-Pote;2017;19;0,117283951
Mg-Pouso Alegre;2017;431;0,095396193
Mg-Pouso Alto;2017;27;0,136363636
Mg-Prados;2017;70;0,3125
Mg-Prata;2017;48;0,038897893
Mg-Pratapolis;2017;33;0,127413127
Mg-Pratinha;2017;4;0,043478261
Mg-Presidente Bernardes;2017;7;0,109375
Mg-Presidente Juscelino;2017;5;0,06097561
Mg-Presidente Kubitschek;2017;2;0,0625
Mg-Presidente Olegario;2017;27;0,048042705
Mg-Alto Jequitiba;2017;12;0,1
Mg-Prudente de Morais;2017;20;0,152671756
Mg-Quartel Geral;2017;8;0,098765432
Mg-Queluzito;2017;0;0
Mg-Raposos;2017;9;0,076923077
Mg-Raul Soares;2017;45;0,081081081
Mg-Recreio;2017;26;0,117647059
Mg-Reduto;2017;14;0,123893805
Mg-Resende Costa;2017;59;0,209964413
Mg-Resplendor;2017;20;0,047393365
Mg-Ressaquinha;2017;7;0,070707071
Mg-Riachinho;2017;6;0,065934066
Mg-Riacho dos Machados;2017;3;0,054545455
Mg-Ribeirao das Neves;2017;252;0,105439331
Mg-Ribeirao Vermelho;2017;15;0,157894737
Mg-Rio Acima;2017;14;0,072164948
Mg-Rio Casca;2017;29;0,063596491
Mg-Rio Doce;2017;2;0,037037037
Mg-Rio do Prado;2017;0;0
Mg-Rio Espera;2017;4;0,085106383
Mg-Rio Manso;2017;21;0,182608696
Mg-Rio Novo;2017;19;0,073359073
Mg-Rio Paranaiba;2017;33;0,06407767
Mg-Rio Pardo de Minas;2017;12;0,051502146
Mg-Rio Piracicaba;2017;18;0,07826087
Mg-Rio Pomba;2017;82;0,138279933
Mg-Rio Preto;2017;11;0,073333333
Mg-Rio Vermelho;2017;7;0,047619048
Mg-Ritapolis;2017;8;0,06504065
Mg-Rochedo de Minas;2017;11;0,22
Mg-Rodeiro;2017;72;0,327272727
Mg-Romaria;2017;5;0,049019608
Mg-Rosario da Limeira;2017;15;0,211267606
Mg-Rubelita;2017;7;0,14
Mg-Rubim;2017;5;0,031446541
Mg-Sabara;2017;170;0,146299484
Mg-Sabinopolis;2017;15;0,053763441
Mg-Sacramento;2017;101;0,093432007
Mg-Salinas;2017;80;0,088888889
Mg-Salto da Divisa;2017;7;0,058823529
Mg-Santa Barbara;2017;44;0,077328647
Mg-Santa Barbara do Leste;2017;4;0,042105263
Mg-Santa Barbara do Monte Verde;2017;3;0,04
Mg-Santa Barbara do Tugurio;2017;8;0,111111111
Mg-Santa Cruz de Minas;2017;78;0,410526316
Mg-Santa Cruz de Salinas;2017;1;0,037037037
Mg-Santa Cruz do Escalvado;2017;4;0,047619048
Mg-Santa Efigenia de Minas;2017;1;0,023809524
Mg-Santa Fe de Minas;2017;0;0
Mg-Santa Helena de Minas;2017;0;0
Mg-Santa Juliana;2017;13;0,035911602
Mg-Santa Luzia;2017;278;0,126421101
Mg-Santa Margarida;2017;8;0,047904192
Mg-Santa Maria de Itabira;2017;14;0,064814815
Mg-Santa Maria do Salto;2017;0;0
Mg-Santa Maria do Suacui;2017;14;0,066666667
Mg-Santana da Vargem;2017;12;0,041522491
Mg-Santana de Cataguases;2017;12;0,210526316
Mg-Santana de Pirapama;2017;7;0,054263566
Mg-Santana do Deserto;2017;7;0,104477612
Mg-Santana do Garambeu;2017;0;0
Mg-Santana do Jacare;2017;14;0,157303371
Mg-Santana do Manhuacu;2017;7;0,076086957
Mg-Santana do Paraiso;2017;83;0,175847458
Mg-Santana do Riacho;2017;5;0,032679739
Mg-Santana dos Montes;2017;4;0,066666667
Mg-Santa Rita de Caldas;2017;22;0,117021277
Mg-Santa Rita de Jacutinga;2017;12;0,083916084
Mg-Santa Rita de Minas;2017;11;0,081481481
Mg-Santa Rita de Ibitipoca;2017;5;0,078125
Mg-Santa Rita do Itueto;2017;2;0,028985507
Mg-Santa Rita do Sapucai;2017;252;0,201761409
Mg-Santa Rosa da Serra;2017;2;0,043478261
Mg-Santa Vitoria;2017;32;0,044568245
Mg-Santo Antonio do Amparo;2017;29;0,065909091
Mg-Santo Antonio do Aventureiro;2017;5;0,061728395
Mg-Santo Antonio do Grama;2017;3;0,032967033
Mg-Santo Antonio do Itambe;2017;3;0,063829787
Mg-Santo Antonio do Jacinto;2017;2;0,027777778
Mg-Santo Antonio do Monte;2017;140;0,144628099
Mg-Santo Antonio do Retiro;2017;1;0,05
Mg-Santo Antonio do Rio Abaixo;2017;0;0
Mg-Santo Hipolito;2017;1;0,014925373
Mg-Santos Dumont;2017;77;0,073754789
Mg-Sao Bento Abade;2017;6;0,074074074
Mg-Sao Bras do Suacui;2017;7;0,079545455
Mg-Sao Domingos das Dores;2017;3;0,046153846
Mg-Sao Domingos do Prata;2017;29;0,080110497
Mg-Sao Felix de Minas;2017;2;0,043478261
Mg-Sao Francisco;2017;19;0,034862385
Mg-Sao Francisco de Paula;2017;10;0,074074074
Mg-Sao Francisco de Sales;2017;9;0,048128342
Mg-Sao Francisco do Gloria;2017;4;0,061538462
Mg-Sao Geraldo;2017;41;0,212435233
Mg-Sao Geraldo da Piedade;2017;1;0,028571429
Mg-Sao Geraldo do Baixio;2017;2;0,037735849
Mg-Sao Goncalo do Abaete;2017;6;0,035087719
Mg-Sao Goncalo do Para;2017;54;0,222222222
Mg-Sao Goncalo do Rio Abaixo;2017;31;0,115671642
Mg-Sao Goncalo do Sapucai;2017;62;0,08908046
Mg-Sao Gotardo;2017;75;0,065789474
Mg-Sao Joao Batista do Gloria;2017;12;0,042553191
Mg-Sao Joao da Lagoa;2017;2;0,038461538
Mg-Sao Joao da Mata;2017;5;0,096153846
Mg-Sao Joao da Ponte;2017;5;0,032258065
Mg-Sao Joao das Missoes;2017;0;0
Mg-Sao Joao Del Rei;2017;239;0,096138375
Mg-Sao Joao do Manhuacu;2017;6;0,047244094
Mg-Sao Joao do Manteninha;2017;50;0,35971223
Mg-Sao Joao do Oriente;2017;17;0,122302158
Mg-Sao Joao do Pacui;2017;1;0,058823529
Mg-Sao Joao do Paraiso;2017;31;0,090643275
Mg-Sao Joao Evangelista;2017;19;0,079831933
Mg-Sao Joao Nepomuceno;2017;163;0,206329114
Mg-Sao Joaquim de Bicas;2017;73;0,206798867
Mg-Sao Jose da Barra;2017;15;0,079365079
Mg-Sao Jose da Lapa;2017;65;0,205047319
Mg-Sao Jose da Safira;2017;9;0,1875
Mg-Sao Jose da Varginha;2017;2;0,01754386
Mg-Sao Jose do Alegre;2017;5;0,079365079
Mg-Sao Jose do Divino;2017;0;0
Mg-Sao Jose do Goiabal;2017;5;0,048543689
Mg-Sao Jose do Jacuri;2017;5;0,098039216
Mg-Sao Jose do Mantimento;2017;1;0,041666667
Mg-Sao Lourenco;2017;133;0,07791447
Mg-Sao Miguel do Anta;2017;9;0,105882353
Mg-Sao Pedro da Uniao;2017;12;0,107142857
Mg-Sao Pedro dos Ferros;2017;10;0,053191489
Mg-Sao Pedro do Suacui;2017;2;0,03125
Mg-Sao Romao;2017;2;0,02020202
Mg-Sao Roque de Minas;2017;22;0,093220339
Mg-Sao Sebastiao da Bela Vista;2017;21;0,143835616
Mg-Sao Sebastiao da Vargem Alegre;2017;4;0,088888889
Mg-Sao Sebastiao do Anta;2017;3;0,048387097
Mg-Sao Sebastiao do Maranhao;2017;4;0,074074074
Mg-Sao Sebastiao do Oeste;2017;38;0,166666667
Mg-Sao Sebastiao do Paraiso;2017;227;0,095178197
Mg-Sao Sebastiao do Rio Preto;2017;2;0,083333333
Mg-Sao Sebastiao do Rio Verde;2017;6;0,12
Mg-Sao Tiago;2017;79;0,197994987
Mg-Sao Tomas de Aquino;2017;16;0,068085106
Mg-Sao Thome das Letras;2017;78;0,333333333
Mg-Sao Vicente de Minas;2017;24;0,094117647
Mg-Sapucai-Mirim;2017;29;0,174698795
Mg-Sardoa;2017;3;0,043478261
Mg-Sarzedo;2017;70;0,132827324
Mg-Setubinha;2017;1;0,023255814
Mg-Sem-Peixe;2017;2;0,074074074
Mg-Senador Amaral;2017;4;0,043478261
Mg-Senador Cortes;2017;8;0,137931034
Mg-Senador Firmino;2017;17;0,117241379
Mg-Senador Jose Bento;2017;1;0,071428571
Mg-Senador Modestino Goncalves;2017;4;0,076923077
Mg-Senhora de Oliveira;2017;8;0,080808081
Mg-Senhora do Porto;2017;1;0,016949153
Mg-Senhora dos Remedios;2017;5;0,044642857
Mg-Sericita;2017;4;0,040816327
Mg-Seritinga;2017;5;0,119047619
Mg-Serra Azul de Minas;2017;1;0,03030303
Mg-Serra da Saudade;2017;0;0
Mg-Serra dos Aimores;2017;4;0,037383178
Mg-Serra do Salitre;2017;22;0,046025105
Mg-Serrania;2017;20;0,106382979
Mg-Serranopolis de Minas;2017;1;0,035714286
Mg-Serranos;2017;2;0,033898305
Mg-Serro;2017;23;0,051685393
Mg-Sete Lagoas;2017;582;0,106671554
Mg-Silveirania;2017;1;0,02173913
Mg-Silvianopolis;2017;18;0,098360656
Mg-Simao Pereira;2017;4;0,058823529
Mg-Simonesia;2017;14;0,063348416
Mg-Sobralia;2017;3;0,046875
Mg-Soledade de Minas;2017;18;0,119205298
Mg-Tabuleiro;2017;13;0,121495327
Mg-Taiobeiras;2017;87;0,126453488
Mg-Taparuba;2017;9;0,195652174
Mg-Tapira;2017;4;0,032258065
Mg-Tapirai;2017;1;0,022727273
Mg-Taquaracu de Minas;2017;6;0,09375
Mg-Tarumirim;2017;26;0,1
Mg-Teixeiras;2017;25;0,102459016
Mg-Teofilo Otoni;2017;197;0,058422301
Mg-Timoteo;2017;195;0,127118644
Mg-Tiradentes;2017;58;0,132420091
Mg-Tiros;2017;7;0,033816425
Mg-Tocantins;2017;82;0,18021978
Mg-Tocos do Moji;2017;2;0,051282051
Mg-Toledo;2017;11;0,148648649
Mg-Tombos;2017;18;0,085308057
Mg-Tres Coracoes;2017;162;0,079101563
Mg-Tres Marias;2017;55;0,076708508
Mg-Tres Pontas;2017;145;0,080734967
Mg-Tumiritinga;2017;5;0,066666667
Mg-Tupaciguara;2017;38;0,051420839
Mg-Turmalina;2017;43;0,118131868
Mg-Turvolandia;2017;8;0,058823529
Mg-Uba;2017;563;0,183089431
Mg-Ubai;2017;0;0
Mg-Ubaporanga;2017;19;0,09178744
Mg-Uberaba;2017;890;0,093457944
Mg-Uberlandia;2017;1610;0,082428835
Mg-Umburatiba;2017;2;0,037735849
Mg-Unai;2017;164;0,056767047
Mg-Uniao de Minas;2017;2;0,01183432
Mg-Uruana de Minas;2017;1;0,016949153
Mg-Urucania;2017;12;0,067039106
Mg-Urucuia;2017;2;0,020408163
Mg-Vargem Alegre;2017;9;0,08490566
Mg-Vargem Bonita;2017;5;0,070422535
Mg-Vargem Grande do Rio Pardo;2017;2;0,051282051
Mg-Varginha;2017;443;0,094982847
Mg-Varjao de Minas;2017;4;0,02739726
Mg-Varzea da Palma;2017;54;0,095744681
Mg-Varzelandia;2017;3;0,036585366
Mg-Vazante;2017;54;0,087378641
Mg-Verdelandia;2017;1;0,011111111
Mg-Veredinha;2017;3;0,048387097
Mg-Verissimo;2017;8;0,055944056
Mg-Vermelho Novo;2017;4;0,076923077
Mg-Vespasiano;2017;171;0,139934534
Mg-Vicosa;2017;220;0,076681771
Mg-Vieiras;2017;2;0,032786885
Mg-Mathias Lobato;2017;0;0
Mg-Virgem da Lapa;2017;8;0,078431373
Mg-Virginia;2017;23;0,131428571
Mg-Virginopolis;2017;9;0,043062201
Mg-Virgolandia;2017;0;0
Mg-Visconde do Rio Branco;2017;152;0,132173913
Mg-Volta Grande;2017;7;0,060344828
Mg-Wenceslau Braz;2017;8;0,142857143
Mg-Abadia dos Dourados;2018;24;0,059259259
Mg-Abaete;2018;49;0,056257176
Mg-Abre Campo;2018;24;0,073170732
Mg-Acaiaca;2018;6;0,084507042
Mg-Acucena;2018;2;0,019607843
Mg-Agua Boa;2018;4;0,025477707
Mg-Agua Comprida;2018;2;0,022727273
Mg-Aguanil;2018;15;0,140186916
Mg-Aguas Formosas;2018;11;0,035598706
Mg-Aguas Vermelhas;2018;4;0,046511628
Mg-Aimores;2018;32;0,063492063
Mg-Aiuruoca;2018;13;0,053278689
Mg-Alagoa;2018;3;0,057692308
Mg-Albertina;2018;8;0,091954023
Mg-Alem Paraiba;2018;48;0,055878929
Mg-Alfenas;2018;215;0,083918813
Mg-Alfredo Vasconcelos;2018;9;0,065693431
Mg-Almenara;2018;52;0,061176471
Mg-Alpercata;2018;8;0,059259259
Mg-Alpinopolis;2018;68;0,120141343
Mg-Alterosa;2018;30;0,104529617
Mg-Alto Caparao;2018;2;0,020833333
Mg-Alto Rio Doce;2018;13;0,076023392
Mg-Alvarenga;2018;3;0,107142857
Mg-Alvinopolis;2018;31;0,107266436
Mg-Alvorada de Minas;2018;0;0
Mg-Amparo do Serra;2018;4;0,054054054
Mg-Andradas;2018;197;0,147344802
Mg-Cachoeira de Pajeu;2018;4;0,058823529
Mg-Andrelandia;2018;17;0,049418605
Mg-Angelandia;2018;3;0,038961039
Mg-Antonio Carlos;2018;17;0,06640625
Mg-Antonio Dias;2018;7;0,048611111
Mg-Antonio Prado de Minas;2018;1;0,035714286
Mg-Aracai;2018;1;0,016393443
Mg-Aracitaba;2018;1;0,03125
Mg-Aracuai;2018;50;0,068399453
Mg-Araguari;2018;319;0,098123654
Mg-Arantina;2018;7;0,109375
Mg-Araponga;2018;9;0,132352941
Mg-Arapora;2018;15;0,111111111
Mg-Arapua;2018;1;0,020408163
Mg-Araujos;2018;85;0,254491018
Mg-Araxa;2018;225;0,076322931
Mg-Arceburgo;2018;31;0,115671642
Mg-Arcos;2018;189;0,133004926
Mg-Areado;2018;45;0,108173077
Mg-Argirita;2018;3;0,038961039
Mg-Aricanduva;2018;2;0,057142857
Mg-Arinos;2018;15;0,044378698
Mg-Astolfo Dutra;2018;105;0,25862069
Mg-Ataleia;2018;4;0,017857143
Mg-Augusto de Lima;2018;7;0,076923077
Mg-Baependi;2018;92;0,146496815
Mg-Baldim;2018;13;0,077844311
Mg-Bambui;2018;46;0,069908815
Mg-Bandeira;2018;1;0,020408163
Mg-Bandeira do Sul;2018;24;0,228571429
Mg-Barao de Cocais;2018;50;0,092081031
Mg-Barao de Monte Alto;2018;2;0,021505376
Mg-Barbacena;2018;219;0,070690768
Mg-Barra Longa;2018;6;0,057692308
Mg-Barroso;2018;49;0,112128146
Mg-Bela Vista de Minas;2018;4;0,030534351
Mg-Belmiro Braga;2018;9;0,083333333
Mg-Belo Horizonte;2018;5069;0,067824505
Mg-Belo Oriente;2018;20;0,061538462
Mg-Belo Vale;2018;14;0,092715232
Mg-Berilo;2018;4;0,047619048
Mg-Bertopolis;2018;1;0,027027027
Mg-Berizal;2018;7;0,194444444
Mg-Betim;2018;830;0,130421119
Mg-Bias Fortes;2018;1;0,033333333
Mg-Bicas;2018;77;0,155241935
Mg-Biquinhas;2018;0;0
Mg-Boa Esperanca;2018;98;0,073353293
Mg-Bocaina de Minas;2018;8;0,052631579
Mg-Bocaiuva;2018;75;0,08073197
Mg-Bom Despacho;2018;158;0,086009799
Mg-Bom Jardim de Minas;2018;13;0,075144509
Mg-Bom Jesus da Penha;2018;3;0,033333333
Mg-Bom Jesus do Amparo;2018;12;0,064516129
Mg-Bom Jesus do Galho;2018;6;0,034285714
Mg-Bom Repouso;2018;8;0,046242775
Mg-Bom Sucesso;2018;36;0,066298343
Mg-Bonfim;2018;15;0,105633803
Mg-Bonfinopolis de Minas;2018;5;0,028571429
Mg-Bonito de Minas;2018;0;0
Mg-Borda da Mata;2018;138;0,307349666
Mg-Botelhos;2018;28;0,062222222
Mg-Botumirim;2018;3;0,073170732
Mg-Brasilandia de Minas;2018;18;0,067164179
Mg-Brasilia de Minas;2018;18;0,045801527
Mg-Bras Pires;2018;5;0,11627907
Mg-Braunas;2018;2;0,037735849
Mg-Brazopolis;2018;23;0,085820896
Mg-Brumadinho;2018;70;0,098176718
Mg-Bueno Brandao;2018;17;0,097142857
Mg-Buenopolis;2018;11;0,06010929
Mg-Bugre;2018;0;0
Mg-Buritis;2018;17;0,027960526
Mg-Buritizeiro;2018;23;0,054631829
Mg-Cabeceira Grande;2018;4;0,032520325
Mg-Cabo Verde;2018;15;0,043604651
Mg-Cachoeira da Prata;2018;14;0,17721519
Mg-Cachoeira de Minas;2018;46;0,187755102
Mg-Cachoeira Dourada;2018;3;0,057692308
Mg-Caetanopolis;2018;42;0,177966102
Mg-Caete;2018;58;0,098639456
Mg-Caiana;2018;4;0,064516129
Mg-Cajuri;2018;7;0,116666667
Mg-Caldas;2018;56;0,155555556
Mg-Camacho;2018;1;0,027777778
Mg-Camanducaia;2018;74;0,1
Mg-Cambui;2018;137;0,163875598
Mg-Cambuquira;2018;23;0,064606742
Mg-Campanario;2018;3;0,036585366
Mg-Campanha;2018;76;0,133099825
Mg-Campestre;2018;62;0,118773946
Mg-Campina Verde;2018;35;0,046174142
Mg-Campo Azul;2018;1;0,052631579
Mg-Campo Belo;2018;221;0,131940299
Mg-Campo do Meio;2018;34;0,151785714
Mg-Campo Florido;2018;12;0,046332046
Mg-Campos Altos;2018;20;0,046620047
Mg-Campos Gerais;2018;47;0,058024691
Mg-Canaa;2018;4;0,056338028
Mg-Canapolis;2018;12;0,049180328
Mg-Cana Verde;2018;8;0,076923077
Mg-Candeias;2018;43;0,108040201
Mg-Cantagalo;2018;6;0,130434783
Mg-Caparao;2018;3;0,052631579
Mg-Capela Nova;2018;7;0,107692308
Mg-Capelinha;2018;93;0,109669811
Mg-Capetinga;2018;19;0,090047393
Mg-Capim Branco;2018;16;0,086956522
Mg-Capinopolis;2018;26;0,062801932
Mg-Capitao Andrade;2018;2;0,030769231
Mg-Capitao Eneas;2018;8;0,041666667
Mg-Capitolio;2018;29;0,084548105
Mg-Caputira;2018;8;0,085106383
Mg-Carai;2018;10;0,090909091
Mg-Caranaiba;2018;1;0,024390244
Mg-Carandai;2018;56;0,094435076
Mg-Carangola;2018;60;0,066592675
Mg-Caratinga;2018;170;0,072867553
Mg-Carbonita;2018;10;0,065789474
Mg-Careacu;2018;20;0,114285714
Mg-Carlos Chagas;2018;11;0,018181818
Mg-Carmesia;2018;1;0,028571429
Mg-Carmo da Cachoeira;2018;9;0,023017903
Mg-Carmo da Mata;2018;36;0,125
Mg-Carmo de Minas;2018;24;0,061068702
Mg-Carmo do Cajuru;2018;150;0,225225225
Mg-Carmo do Paranaiba;2018;71;0,072008114
Mg-Carmo do Rio Claro;2018;65;0,087956698
Mg-Carmopolis de Minas;2018;76;0,122580645
Mg-Carneirinho;2018;19;0,058461538
Mg-Carrancas;2018;6;0,046875
Mg-Carvalhopolis;2018;10;0,142857143
Mg-Carvalhos;2018;12;0,118811881
Mg-Casa Grande;2018;1;0,020833333
Mg-Cascalho Rico;2018;7;0,070707071
Mg-Cassia;2018;70;0,116472546
Mg-Conceicao da Barra de Minas;2018;4;0,08
Mg-Cataguases;2018;186;0,103104213
Mg-Catas Altas;2018;6;0,066666667
Mg-Catas Altas da Noruega;2018;5;0,113636364
Mg-Catuji;2018;0;0
Mg-Catuti;2018;0;0
Mg-Caxambu;2018;45;0,066079295
