Tabela 3940 - Produção da aquicultura, por tipo de produto;;;
Variável - Valor da produção (Mil Reais);;;
Tipo de produto da aquicultura - Total;;;
;Ano;;
Contenda (PR);...;...;...
Corbélia (PR);972;1087;1285
Cornélio Procópio (PR);500;572;848
Coronel Domingos Soares (PR);15;18;18
Coronel Vivida (PR);501;429;506
Corumbataí do Sul (PR);83;69;72
Cruzeiro do Iguaçu (PR);208;216;249
Cruz Machado (PR);134;198;314
Cruzmaltina (PR);...;...;...
Curiúva (PR);36;18;16
Diamante do Norte (PR);210;240;244
Diamante do Sul (PR);24;25;28
Diamante D'Oeste (PR);235;220;192
Dois Vizinhos (PR);377;445;518
Douradina (PR);...;...;120
Doutor Camargo (PR);968;1093;1280
Enéas Marques (PR);512;614;644
Engenheiro Beltrão (PR);166;161;179
Esperança Nova (PR);...;...;...
Entre Rios do Oeste (PR);321;538;641
Espigão Alto do Iguaçu (PR);76;80;83
Farol (PR);241;233;119
Faxinal (PR);...;...;...
Fazenda Rio Grande (PR);2;...;627
Fênix (PR);299;290;305
Fernandes Pinheiro (PR);658;983;1123
Figueira (PR);21;21;21
Floraí (PR);299;698;782
Flor da Serra do Sul (PR);408;454;488
Floresta (PR);75;86;105
Florestópolis (PR);100;265;242
Flórida (PR);58;75;240
Formosa do Oeste (PR);2161;2908;5097
Foz do Iguaçu (PR);2353;2397;2260
Francisco Alves (PR);...;...;360
Francisco Beltrão (PR);5155;5979;6415
Foz do Jordão (PR);30;48;53
General Carneiro (PR);120;139;134
Godoy Moreira (PR);...;...;...
Goioerê (PR);184;583;1680
Goioxim (PR);116;164;164
Grandes Rios (PR);...;...;...
Guaíra (PR);845;936;1381
Guamiranga (PR);1722;2690;2819
Guapirama (PR);769;797;1080
Guaporema (PR);7;15;21
Guaraci (PR);64;62;45
Guaraniaçu (PR);197;205;215
Guarapuava (PR);297;489;729
Guaraqueçaba (PR);311;597;685
Guaratuba (PR);380;450;670
Honório Serpa (PR);14;19;16
Ibaiti (PR);230;226;234
Ibema (PR);108;111;115
Ibiporã (PR);204;312;328
Icaraíma (PR);...;...;...
Iguaraçu (PR);65;85;98
Iguatu (PR);496;395;324
Imbaú (PR);67;32;29
Imbituva (PR);163;204;218
Inácio Martins (PR);153;218;250
Indianópolis (PR);81;21;32
Ipiranga (PR);159;151;148
Iporã (PR);164;157;150
Iracema do Oeste (PR);539;1223;3643
Irati (PR);181;270;331
Iretama (PR);512;605;764
Itaguajé (PR);150;175;178
Itaipulândia (PR);364;318;346
Itambaracá (PR);5100;5474;8670
Itambé (PR);...;...;7
Itapejara d'Oeste (PR);625;743;334
Ivaí (PR);236;364;371
Ivaiporã (PR);600;570;...
Ivaté (PR);...;...;150
Jaboti (PR);836;528;939
Jacarezinho (PR);...;...;4335
Jaguapitã (PR);...;...;...
Janiópolis (PR);39;59;75
Japira (PR);715;710;759
Japurá (PR);16;16;17
Jardim Alegre (PR);24;19;25
Jardim Olinda (PR);12;18;19
Jataizinho (PR);2;3;3
Jesuítas (PR);2518;3545;6493
Joaquim Távora (PR);54;56;92
Jundiaí do Sul (PR);28;38;38
Juranda (PR);28;30;...
Jussara (PR);8;9;10
Lapa (PR);245;470;418
Laranjal (PR);33;34;32
Laranjeiras do Sul (PR);204;211;243
Leópolis (PR);97;118;121
Lidianópolis (PR);20;19;28
Lindoeste (PR);258;289;269
Loanda (PR);25;19;24
Lobato (PR);...;42;68
Londrina (PR);512;770;872
Luiziana (PR);14;18;19
Lupionópolis (PR);...;...;...
Mallet (PR);177;165;128
Mamborê (PR);65;58;44
Mandaguaçu (PR);50;66;252
Mandaguari (PR);150;171;210
Mandirituba (PR);63;46;38
Manfrinópolis (PR);148;170;206
Mangueirinha (PR);11;15;15
Manoel Ribas (PR);212;302;389
Marechal Cândido Rondon (PR);3498;5553;8168
Maria Helena (PR);...;...;...
Marialva (PR);425;495;630
Marilândia do Sul (PR);...;...;...
Marilena (PR);...;...;...
Mariluz (PR);...;...;...
Maringá (PR);805;974;1431
Mariópolis (PR);472;486;511
Maripá (PR);17266;26787;24885
Marmeleiro (PR);413;478;524
Marquinho (PR);49;50;39
Marumbi (PR);...;...;...
Matelândia (PR);139;249;214
Matinhos (PR);17;17;20
Mato Rico (PR);68;106;203
Mauá da Serra (PR);...;...;...
Medianeira (PR);265;279;297
Mercedes (PR);1467;1851;1852
Mirador (PR);44;15;24
Miraselva (PR);...;...;...
Missal (PR);857;859;778
Morretes (PR);36;75;63
Munhoz de Melo (PR);934;1066;1106
Nossa Senhora das Graças (PR);77;71;75
Nova América da Colina (PR);72;69;72
Nova Aurora (PR);19191;42469;31533
Nova Esperança (PR);200;800;850
Nova Esperança do Sudoeste (PR);279;326;339
Nova Fátima (PR);34;47;48
Nova Laranjeiras (PR);85;91;103
Nova Olímpia (PR);...;...;...
Nova Santa Rosa (PR);7203;10803;10809
Nova Prata do Iguaçu (PR);869;1273;1438
Nova Tebas (PR);667;906;874
Novo Itacolomi (PR);...;...;...
Ortigueira (PR);38;18;16
Ourizona (PR);3;3;...
Ouro Verde do Oeste (PR);3759;4717;6202
Paiçandu (PR);288;200;380
Palmas (PR);24;31;25
Palmeira (PR);...;...;...
Palmital (PR);87;79;76
Palotina (PR);12136;19186;29004
Paraíso do Norte (PR);144;120;104
Paranaguá (PR);2293;2085;2505
Paranapoema (PR);...;...;...
Paranavaí (PR);70;224;600
Pato Bragado (PR);775;1440;2788
Pato Branco (PR);538;627;695
Paula Freitas (PR);85;132;98
Paulo Frontin (PR);308;162;176
Peabiru (PR);494;517;502
Perobal (PR);...;...;48
Pérola (PR);117;126;265
Pérola d'Oeste (PR);315;332;437
Piên (PR);180;270;368
Pinhalão (PR);924;566;568
Pinhal de São Bento (PR);68;79;140
Pinhão (PR);66;111;108
Piraquara (PR);4;5;8
Pitanga (PR);411;584;908
Pitangueiras (PR);260;247;260
Planalto (PR);573;712;986
Ponta Grossa (PR);382;371;320
Pontal do Paraná (PR);85;180;198
Porecatu (PR);...;...;...
Porto Barreiro (PR);37;46;98
Porto Rico (PR);18;18;43
Porto Vitória (PR);69;89;107
Prado Ferreira (PR);...;...;...
Pranchita (PR);340;438;578
Presidente Castelo Branco (PR);...;...;30
Primeiro de Maio (PR);8700;14300;14144
Prudentópolis (PR);545;796;903
Quarto Centenário (PR);110;40;...
Quatiguá (PR);330;330;480
Quatro Barras (PR);285;246;209
Quatro Pontes (PR);3117;3806;4750
Quedas do Iguaçu (PR);139;149;178
Querência do Norte (PR);81;96;109
Quitandinha (PR);58;58;71
Ramilândia (PR);383;387;343
Rancho Alegre (PR);494;482;491
Rancho Alegre D'Oeste (PR);46;139;267
Realeza (PR);501;563;757
Rebouças (PR);116;161;167
Renascença (PR);428;473;527
Reserva (PR);31;16;15
Reserva do Iguaçu (PR);40;46;71
Ribeirão Claro (PR);...;24;249
Ribeirão do Pinhal (PR);11;11;16
Rio Azul (PR);97;99;98
Rio Bonito do Iguaçu (PR);62;71;81
Rio Branco do Ivaí (PR);...;...;...
Rio Negro (PR);70;70;76
Rolândia (PR);2444;5634;6713
Roncador (PR);654;777;1024
Rondon (PR);21;25;32
Rosário do Ivaí (PR);...;...;...
Sabáudia (PR);325;345;351
Salgado Filho (PR);437;504;558
Salto do Itararé (PR);495;700;700
Salto do Lontra (PR);520;599;807
Santa Amélia (PR);110;160;176
Santa Cruz de Monte Castelo (PR);...;11;9
Santa Fé (PR);865;955;989
Santa Helena (PR);1024;1486;1836
Santa Isabel do Ivaí (PR);230;520;520
Santa Izabel do Oeste (PR);388;527;662
Santa Lúcia (PR);446;422;360
Santa Maria do Oeste (PR);400;494;578
Santa Mariana (PR);165;259;268
Santa Mônica (PR);93;108;135
Santa Tereza do Oeste (PR);322;332;290
Santa Terezinha de Itaipu (PR);1353;1399;1311
Santo Antônio da Platina (PR);697;418;622
Santo Antônio do Caiuá (PR);...;...;...
Santo Antônio do Paraíso (PR);...;...;...
Santo Antônio do Sudoeste (PR);353;428;592
Santo Inácio (PR);...;...;23
São Jerônimo da Serra (PR);23;26;28
São João (PR);96;120;129
São João do Caiuá (PR);...;29;31
São João do Ivaí (PR);480;1680;1927
São Jorge d'Oeste (PR);455;499;567
São Jorge do Ivaí (PR);150;198;252
São Jorge do Patrocínio (PR);18;18;82
São José das Palmeiras (PR);357;636;878
São José dos Pinhais (PR);265;195;156
São Manoel do Paraná (PR);13;15;18
São Mateus do Sul (PR);137;128;148
São Miguel do Iguaçu (PR);2645;2786;2503
São Pedro do Iguaçu (PR);442;519;832
São Pedro do Ivaí (PR);267;251;324
São Pedro do Paraná (PR);18;27;28
São Sebastião da Amoreira (PR);26;25;25
São Tomé (PR);4;4;4
Sapopema (PR);28;14;13
Sarandi (PR);35;39;53
Saudade do Iguaçu (PR);56;62;70
Serranópolis do Iguaçu (PR);408;430;476
Sertaneja (PR);1463;1609;1689
Sertanópolis (PR);...;...;...
Siqueira Campos (PR);275;380;380
Sulina (PR);958;1058;1135
Tamarana (PR);...;...;...
Tapejara (PR);65;68;76
Tapira (PR);73;72;80
Teixeira Soares (PR);137;196;232
Telêmaco Borba (PR);14;7;7
Terra Boa (PR);9;10;11
Terra Rica (PR);2330;2400;5000
Terra Roxa (PR);3957;5250;5618
Tibagi (PR);32;16;15
Tijucas do Sul (PR);227;220;254
Toledo (PR);21088;27995;34988
Tomazina (PR);896;548;600
Três Barras do Paraná (PR);1331;3293;3468
Tunas do Paraná (PR);41;39;43
Tuneiras do Oeste (PR);88;94;103
Tupãssi (PR);5402;6354;10214
Turvo (PR);55;95;106
Ubiratã (PR);26;66;274
Umuarama (PR);147;161;1856
União da Vitória (PR);356;237;367
Uniflor (PR);25;24;40
Uraí (PR);215;207;222
Ventania (PR);14;14;12
Vera Cruz do Oeste (PR);691;687;740
Verê (PR);427;491;495
Alto Paraíso (PR);...;...;...
Virmond (PR);35;35;80
Vitorino (PR);109;110;125
Xambrê (PR);...;...;...
Abdon Batista (SC);170;231;165
Abelardo Luz (SC);391;1183;1145
Agrolândia (SC);2681;3546;3612
Agronômica (SC);47;290;480
Água Doce (SC);132;177;137
Águas de Chapecó (SC);86;81;160
Águas Frias (SC);163;150;159
Águas Mornas (SC);...;8;8
Alfredo Wagner (SC);...;41;...
Alto Bela Vista (SC);48;86;98
Anchieta (SC);501;533;1173
Angelina (SC);27;38;42
Anita Garibaldi (SC);623;903;700
Apiúna (SC);...;61;302
Arabutã (SC);172;210;330
Araquari (SC);464;713;551
Araranguá (SC);55;61;34
Armazém (SC);4440;4920;5040
Arroio Trinta (SC);347;376;376
Arvoredo (SC);15;20;23
Ascurra (SC);420;582;665
Atalanta (SC);280;315;264
Aurora (SC);780;770;822
Balneário Arroio do Silva (SC);...;...;...
Balneário Camboriú (SC);...;452;257
Balneário Barra do Sul (SC);618;485;355
Bandeirante (SC);128;141;512
Barra Bonita (SC);633;688;1997
Barra Velha (SC);238;566;374
Bela Vista do Toldo (SC);54;49;70
Belmonte (SC);146;160;177
Benedito Novo (SC);187;235;520
Biguaçu (SC);240;290;303
Blumenau (SC);2420;3637;4198
Bocaina do Sul (SC);713;1659;1481
Bombinhas (SC);3934;2434;2403
Bom Jardim da Serra (SC);207;214;81
Bom Jesus (SC);8;481;464
Bom Jesus do Oeste (SC);58;62;64
Bom Retiro (SC);48;51;52
Botuverá (SC);380;380;440
Braço do Norte (SC);2824;3343;3930
Braço do Trombudo (SC);330;722;710
Brunópolis (SC);108;122;130
Caçador (SC);916;1031;1031
Caibi (SC);800;300;220
Calmon (SC);140;160;160
Camboriú (SC);400;399;404
Capão Alto (SC);148;598;454
Campo Alegre (SC);242;722;748
Campo Belo do Sul (SC);512;514;127
Campo Erê (SC);35;149;139
Campos Novos (SC);494;549;421
Canoinhas (SC);380;333;425
Capinzal (SC);223;55;51
Catanduvas (SC);20;23;35
Caxambu do Sul (SC);420;1026;1640
Celso Ramos (SC);37;38;33
Cerro Negro (SC);203;1587;480
Chapadão do Lageado (SC);71;78;88
Chapecó (SC);568;673;849
Cocal do Sul (SC);183;375;330
Concórdia (SC);537;1134;1220
Cordilheira Alta (SC);74;...;...
Coronel Freitas (SC);148;208;298
Coronel Martins (SC);14;49;63
Corupá (SC);397;599;578
Correia Pinto (SC);38;95;77
Criciúma (SC);105;114;145
Cunha Porã (SC);1361;1847;1802
Cunhataí (SC);150;150;315
Curitibanos (SC);18;20;21
Descanso (SC);584;642;1472
Dionísio Cerqueira (SC);1853;1814;1621
Dona Emma (SC);200;200;210
Doutor Pedrinho (SC);1006;1093;1306
Entre Rios (SC);76;112;140
Ermo (SC);226;238;127
Erval Velho (SC);96;127;97
Faxinal dos Guedes (SC);197;241;245
Flor do Sertão (SC);147;156;181
Florianópolis (SC);23369;11364;11336
Formosa do Sul (SC);180;324;616
Forquilhinha (SC);172;263;210
Fraiburgo (SC);...;...;...
Frei Rogério (SC);...;...;...
Galvão (SC);7;147;234
Garopaba (SC);131;170;172
Garuva (SC);1775;2170;725
Gaspar (SC);1679;2510;2814
Governador Celso Ramos (SC);3671;1789;1789
Grão-Pará (SC);2566;3752;4605
Gravatal (SC);...;...;...
Guabiruba (SC);351;305;476
Guaraciaba (SC);720;777;1369
Guaramirim (SC);3575;4347;4433
Guarujá do Sul (SC);541;529;266
Guatambú (SC);628;510;931
Herval d'Oeste (SC);38;42;33
Ibiam (SC);99;103;103
Ibicaré (SC);134;182;142
Ibirama (SC);1248;1419;1428
Içara (SC);233;...;...
Ilhota (SC);6411;11328;10274
Imaruí (SC);175;331;231
Imbituba (SC);608;723;270
Imbuia (SC);11;35;144
Indaial (SC);214;258;553
Iomerê (SC);137;148;148
Ipira (SC);286;456;540
Iporã do Oeste (SC);1139;1130;1259
Ipuaçu (SC);11;416;682
Ipumirim (SC);83;112;255
Iraceminha (SC);46;130;160
Irani (SC);78;199;177
Irati (SC);8;125;128
Irineópolis (SC);50;204;110
Itá (SC);54;119;135
Itaiópolis (SC);1326;926;165
Itajaí (SC);403;360;383
Itapema (SC);20;20;96
Itapiranga (SC);1219;1279;962
Itapoá (SC);...;...;...
Ituporanga (SC);2519;2517;2232
Jacinto Machado (SC);21;28;15
Jaraguá do Sul (SC);1120;1395;1487
Jardinópolis (SC);79;150;151
Joaçaba (SC);473;514;497
Joinville (SC);8531;15050;15870
José Boiteux (SC);152;152;220
Jupiá (SC);4;18;22
Lacerdópolis (SC);165;220;180
Lages (SC);1049;1290;675
Laguna (SC);101;...;...
Lajeado Grande (SC);495;1148;1533
Laurentino (SC);34;440;450
Lauro Müller (SC);177;195;285
Lebon Régis (SC);197;230;230
Leoberto Leal (SC);...;...;...
Lindóia do Sul (SC);172;145;122
Lontras (SC);1763;1898;1843
Luiz Alves (SC);2328;2749;1435
Luzerna (SC);16;15;15
Macieira (SC);140;162;162
Mafra (SC);2163;788;281
Major Gercino (SC);57;57;...
Major Vieira (SC);511;287;120
Maravilha (SC);558;676;705
Marema (SC);134;158;182
Massaranduba (SC);7687;8090;8783
Matos Costa (SC);663;760;760
Meleiro (SC);337;344;199
Mirim Doce (SC);...;1794;1795
Modelo (SC);320;450;630
Mondaí (SC);45;310;336
Monte Castelo (SC);97;240;249
Morro da Fumaça (SC);83;59;79
Morro Grande (SC);111;120;66
Navegantes (SC);40;50;352
Nova Erechim (SC);133;287;200
Nova Itaberaba (SC);213;213;81
Nova Trento (SC);200;220;355
Nova Veneza (SC);225;175;300
Novo Horizonte (SC);9;180;295
Orleans (SC);1225;1183;1143
Otacílio Costa (SC);48;112;73
Ouro (SC);56;77;66
Ouro Verde (SC);4;14;15
Paial (SC);17;25;50
Painel (SC);574;1592;1196
Palhoça (SC);51308;57770;41596
Palma Sola (SC);6;281;179
Palmeira (SC);99;160;79
Palmitos (SC);840;1062;987
Papanduva (SC);161;153;162
Paraíso (SC);462;454;618
Passos Maia (SC);217;204;365
Paulo Lopes (SC);1400;1780;1794
Pedras Grandes (SC);120;5100;5100
Penha (SC);3502;4987;4521
Peritiba (SC);112;146;236
Pescaria Brava (SC);...;...;...
Petrolândia (SC);1648;1803;1872
Balneário Piçarras (SC);253;196;188
Pinhalzinho (SC);332;112;135
Pinheiro Preto (SC);40;45;45
Piratuba (SC);267;349;725
Planalto Alegre (SC);74;91;93
Pomerode (SC);1445;2294;2473
Ponte Alta (SC);20;12;14
Ponte Alta do Norte (SC);3;3;2
Ponte Serrada (SC);56;57;72
Porto Belo (SC);596;638;508
Porto União (SC);3446;1410;981
Pouso Redondo (SC);635;1886;1959
Praia Grande (SC);222;248;139
Presidente Castello Branco (SC);182;305;243
Presidente Getúlio (SC);362;362;384
Presidente Nereu (SC);200;198;180
Princesa (SC);740;788;441
Quilombo (SC);22;1125;717
Rancho Queimado (SC);...;137;144
Rio das Antas (SC);99;304;304
Rio do Campo (SC);181;181;188
Rio do Oeste (SC);550;634;612
Rio dos Cedros (SC);334;376;813
Rio do Sul (SC);54;57;76
Rio Fortuna (SC);2231;3204;3949
Rio Negrinho (SC);137;180;160
Rio Rufino (SC);135;141;113
Riqueza (SC);198;209;300
Rodeio (SC);441;530;592
Romelândia (SC);356;369;391
Salete (SC);516;656;648
Saltinho (SC);5;284;322
Salto Veloso (SC);120;137;137
Santa Cecília (SC);6;6;6
Santa Helena (SC);131;131;326
Santa Rosa de Lima (SC);1148;1331;1219
Santa Rosa do Sul (SC);109;126;70
Santa Terezinha (SC);...;...;...
Santa Terezinha do Progresso (SC);2;208;220
Santiago do Sul (SC);15;139;139
Santo Amaro da Imperatriz (SC);...;85;87
São Bernardino (SC);1;89;52
São Bento do Sul (SC);361;516;519
São Carlos (SC);320;320;173
São Cristóvão do Sul (SC);...;...;...
São Domingos (SC);7;121;147
São Francisco do Sul (SC);3011;4551;3345
São João do Oeste (SC);162;187;297
São João Batista (SC);42;42;40
São João do Itaperiú (SC);180;276;108
São João do Sul (SC);17;24;14
São Joaquim (SC);129;158;114
São José (SC);2016;1904;1388
São José do Cedro (SC);1143;1104;1128
São José do Cerrito (SC);110;165;128
São Lourenço do Oeste (SC);3045;548;568
São Ludgero (SC);1036;1378;1520
São Martinho (SC);1480;1884;2482
São Miguel da Boa Vista (SC);170;243;272
São Miguel do Oeste (SC);1255;1275;3615
São Pedro de Alcântara (SC);...;30;31
Saudades (SC);261;320;558
Schroeder (SC);9435;2948;3174
Seara (SC);237;306;353
Serra Alta (SC);85;189;225
Siderópolis (SC);...;36;72
Sombrio (SC);21;25;15
Sul Brasil (SC);200;82;61
Taió (SC);...;...;...
Tangará (SC);174;203;203
Tigrinhos (SC);400;440;530
Timbé do Sul (SC);60;71;38
Timbó (SC);2732;4314;4764
Timbó Grande (SC);32;50;54
Três Barras (SC);66;57;38
Treviso (SC);94;111;122
Treze de Maio (SC);...;...;...
Treze Tílias (SC);891;1087;902
Trombudo Central (SC);681;810;890
Tubarão (SC);28;72;190
Tunápolis (SC);242;254;492
Turvo (SC);1107;1287;796
União do Oeste (SC);421;479;560
Urubici (SC);1764;1697;1166
Urupema (SC);126;883;652
Urussanga (SC);411;1219;1474
Vargeão (SC);157;...;...
Vidal Ramos (SC);112;115;350
Videira (SC);465;543;543
Vitor Meireles (SC);193;228;261
Witmarsum (SC);325;357;357
Xanxerê (SC);803;837;940
Xavantina (SC);61;74;117
Xaxim (SC);578;731;981
Zortéa (SC);5;5;5
Aceguá (RS);29;36;47
Água Santa (RS);86;87;94
Agudo (RS);160;548;548
Ajuricaba (RS);3289;3589;3679
Alecrim (RS);475;604;477
Alegrete (RS);35;36;46
Alegria (RS);140;162;212
Almirante Tamandaré do Sul (RS);108;122;116
Alpestre (RS);250;275;313
Alto Alegre (RS);42;49;58
Alto Feliz (RS);7;26;43
Alvorada (RS);242;192;151
Amaral Ferrador (RS);289;370;361
Ametista do Sul (RS);144;135;124
André da Rocha (RS);74;74;76
Anta Gorda (RS);148;150;163
Antônio Prado (RS);23;26;30
Arambaré (RS);25;28;27
Araricá (RS);37;48;47
Aratiba (RS);281;272;397
Arroio do Meio (RS);284;310;351
Arroio do Sal (RS);...;...;...
Arroio do Padre (RS);48;48;30
Arroio dos Ratos (RS);641;437;411
Arroio do Tigre (RS);71;79;96
Arroio Grande (RS);...;...;8
Arvorezinha (RS);110;114;121
Augusto Pestana (RS);180;198;255
Áurea (RS);434;489;390
Bagé (RS);1;1;2
Balneário Pinhal (RS);40;45;41
Barão (RS);129;144;172
Barão de Cotegipe (RS);1049;1103;1093
Barão do Triunfo (RS);68;98;98
Barracão (RS);42;49;54
Barra do Guarita (RS);48;61;72
Barra do Quaraí (RS);236;...;...
Barra do Ribeiro (RS);137;174;171
Barra do Rio Azul (RS);122;140;126
Barra Funda (RS);310;346;332
Barros Cassal (RS);140;161;179
Benjamin Constant do Sul (RS);72;90;108
Bento Gonçalves (RS);21;26;29
Boa Vista das Missões (RS);277;312;298
Boa Vista do Buricá (RS);199;257;351
Boa Vista do Cadeado (RS);40;51;61
Boa Vista do Incra (RS);194;224;253
Boa Vista do Sul (RS);137;217;263
Bom Princípio (RS);171;149;146
Bom Progresso (RS);26;33;42
Bom Retiro do Sul (RS);100;112;112
Boqueirão do Leão (RS);450;560;553
Bossoroca (RS);16;19;31
Bozano (RS);349;364;442
Braga (RS);45;56;69
Brochier (RS);33;30;26
Butiá (RS);53;53;54
Caçapava do Sul (RS);16;20;25
Cacequi (RS);27;30;30
Cachoeira do Sul (RS);67;109;144
Cachoeirinha (RS);2;2;2
Cacique Doble (RS);40;42;64
Caibaté (RS);255;299;378
Caiçara (RS);180;133;245
Camaquã (RS);713;851;864
Camargo (RS);818;904;732
Cambará do Sul (RS);7;7;7
Campestre da Serra (RS);35;...;...
Campina das Missões (RS);337;381;408
Campinas do Sul (RS);93;96;121
Campo Bom (RS);214;120;116
Campo Novo (RS);19;22;28
Campos Borges (RS);172;186;220
Candelária (RS);272;308;365
Cândido Godói (RS);95;222;235
Candiota (RS);28;37;48
Canela (RS);25;24;23
Canguçu (RS);86;86;52
Canoas (RS);28;24;...
Canudos do Vale (RS);39;44;39
Capão Bonito do Sul (RS);27;37;40
Capão do Cipó (RS);153;143;143
Capão do Leão (RS);5;5;4
Capivari do Sul (RS);7;8;7
Capela de Santana (RS);306;282;270
Capitão (RS);195;219;250
Carazinho (RS);29;41;101
Caraá (RS);76;90;82
Carlos Barbosa (RS);491;316;378
Carlos Gomes (RS);71;49;88
Casca (RS);366;301;307
Caseiros (RS);759;27;...
Catuípe (RS);766;787;738
Caxias do Sul (RS);580;683;687
Centenário (RS);282;128;229
Cerrito (RS);18;18;4
Cerro Branco (RS);182;193;234
Cerro Grande (RS);10;21;21
Cerro Grande do Sul (RS);216;239;233
Cerro Largo (RS);281;360;350
Chapada (RS);1144;1210;1179
Charqueadas (RS);136;93;81
Charrua (RS);95;54;67
Chiapetta (RS);1334;1192;1151
Chuvisca (RS);371;415;380
Cidreira (RS);8;...;35
Ciríaco (RS);40;54;54
Colinas (RS);16;24;25
Colorado (RS);90;120;135
Condor (RS);158;209;252
Constantina (RS);180;358;351
Coqueiro Baixo (RS);33;31;31
Coqueiros do Sul (RS);139;146;124
Coronel Barros (RS);310;307;303
Coronel Bicaco (RS);95;118;107
Coronel Pilar (RS);7;5;5
Cotiporã (RS);47;50;51
Coxilha (RS);332;374;338
Crissiumal (RS);65;84;98
Cristal (RS);333;300;306
Cristal do Sul (RS);230;217;195
Cruz Alta (RS);523;540;499
Cruzaltense (RS);301;318;333
Cruzeiro do Sul (RS);1242;1259;1483
David Canabarro (RS);46;59;60
Derrubadas (RS);583;1372;1885
Dezesseis de Novembro (RS);84;91;112
Dilermando de Aguiar (RS);501;680;759
Dois Irmãos (RS);59;63;63
Dois Irmãos das Missões (RS);148;184;179
Dois Lajeados (RS);108;109;117
Dom Feliciano (RS);160;165;162
Dom Pedro de Alcântara (RS);6;6;3
Dom Pedrito (RS);78;81;84
Dona Francisca (RS);47;53;53
Doutor Maurício Cardoso (RS);818;1232;1820
Doutor Ricardo (RS);103;241;260
Eldorado do Sul (RS);113;30;131
Encantado (RS);464;409;390
Encruzilhada do Sul (RS);148;220;226
Engenho Velho (RS);197;291;439
Entre-Ijuís (RS);499;581;664
Entre Rios do Sul (RS);43;36;52
Erebango (RS);921;1058;1278
Erechim (RS);839;981;588
Ernestina (RS);88;102;114
Herval (RS);96;96;8
Erval Grande (RS);87;42;57
Erval Seco (RS);57;74;68
Esmeralda (RS);110;100;86
Esperança do Sul (RS);23;30;36
Espumoso (RS);150;164;207
Estação (RS);155;163;215
Estância Velha (RS);60;92;92
Estrela (RS);390;365;390
Estrela Velha (RS);31;39;40
Eugênio de Castro (RS);157;169;210
Fagundes Varela (RS);137;153;159
Farroupilha (RS);140;230;326
Faxinal do Soturno (RS);6;11;83
Faxinalzinho (RS);230;160;169
Fazenda Vilanova (RS);516;830;980
Feliz (RS);39;37;36
Flores da Cunha (RS);42;52;65
Floriano Peixoto (RS);...;12;18
Fontoura Xavier (RS);400;451;450
Formigueiro (RS);176;189;222
Forquetinha (RS);98;109;94
Fortaleza dos Valos (RS);85;114;128
Frederico Westphalen (RS);730;825;830
Garibaldi (RS);284;71;106
Garruchos (RS);62;58;60
Gaurama (RS);1328;1305;759
General Câmara (RS);198;212;223
Gentil (RS);88;108;116
Getúlio Vargas (RS);470;618;788
Giruá (RS);509;552;668
Glorinha (RS);34;27;48
Gramado (RS);28;29;28
Gramado dos Loureiros (RS);8;14;23
Gramado Xavier (RS);260;308;280
Gravataí (RS);44;49;61
Guabiju (RS);86;94;97
Guaíba (RS);225;320;416
Guaporé (RS);694;676;726
Guarani das Missões (RS);247;289;371
Harmonia (RS);86;92;96
Herveiras (RS);30;45;51
Horizontina (RS);957;1273;787
Hulha Negra (RS);8;10;13
Humaitá (RS);150;295;386
Ibarama (RS);12;31;39
Ibiaçá (RS);160;185;165
Ibiraiaras (RS);225;248;232
Ibirapuitã (RS);114;129;143
Ibirubá (RS);315;452;492
Igrejinha (RS);72;100;101
Ijuí (RS);1009;996;1182
Ilópolis (RS);89;94;100
Imbé (RS);2;...;...
Imigrante (RS);82;97;108
Independência (RS);813;1036;1115
Inhacorá (RS);20;22;24
Ipê (RS);63;70;83
Ipiranga do Sul (RS);87;96;101
Iraí (RS);80;72;76
Itaara (RS);280;320;360
Itacurubi (RS);34;34;33
Itapuca (RS);73;75;82
Itaqui (RS);6;14;20
Itati (RS);33;33;24
Itatiba do Sul (RS);51;71;121
Ivorá (RS);100;57;52
Ivoti (RS);97;90;90
Jaboticaba (RS);131;129;121
Jacuizinho (RS);502;526;313
Jacutinga (RS);218;326;433
Jaguarão (RS);...;...;4
Jaguari (RS);59;55;55
Jaquirana (RS);24;24;22
Jari (RS);7;9;11
Jóia (RS);226;225;281
Júlio de Castilhos (RS);34;46;46
Lagoa Bonita do Sul (RS);89;95;130
Lagoão (RS);23;28;36
Lagoa dos Três Cantos (RS);192;233;276
Lagoa Vermelha (RS);116;122;123
Lajeado (RS);72;73;78
Lajeado do Bugre (RS);311;309;297
Liberato Salzano (RS);471;476;443
Lindolfo Collor (RS);31;68;68
Linha Nova (RS);20;22;23
Machadinho (RS);83;90;178
Maçambará (RS);2;...;...
Mampituba (RS);143;154;26
Manoel Viana (RS);17;50;20
Maquiné (RS);30;26;27
Maratá (RS);588;564;469
Marau (RS);538;603;543
Marcelino Ramos (RS);298;312;280
Mariana Pimentel (RS);85;105;107
Mariano Moro (RS);202;407;635
Marques de Souza (RS);115;78;91
Mata (RS);26;30;30
Mato Castelhano (RS);255;306;306
Mato Leitão (RS);548;882;1012
Mato Queimado (RS);158;205;250
Maximiliano de Almeida (RS);80;105;58
Minas do Leão (RS);25;25;25
Miraguaí (RS);71;78;68
Montauri (RS);77;83;89
Monte Alegre dos Campos (RS);80;60;72
Monte Belo do Sul (RS);244;58;58
