Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;;;;;;;;;;;;;;;
Nível;Cód.;Município;Produto das lavouras temporárias e permanentes x Ano x Variável;;;;;;;;;;;;;;
Nível;Cód.;Município;area_plantada14;area_colhida14;valor_prod14;area_plantada15;area_colhida15;valor_prod15;area_plantada16;area_colhida16;valor_prod16;area_plantada17;area_colhida17;valor_prod17;area_plantada18;area_colhida18;valor_prod18
MU;4128625;Alto Paraíso (PR);4272;4272;24870;2467;2467;12797;3317;3317;35549;2770;2770;23551;3808;3808;41059
MU;4128633;Doutor Ulysses (PR);9633;9633;62813;7868;7868;57959;8884;8878;42594;7171;7164;27366;7182;7132;27373
MU;4128658;Virmond (PR);12141;12141;42795;11426;11406;39339;11676;11676;26790;12158;12158;44650;12243;12228;48757
MU;4128708;Vitorino (PR);40224;40224;110131;39485;39185;123433;44799;44799;176568;41641;40741;130682;34326;34326;127381
MU;4128807;Xambrê (PR);4312;4312;16698;4000;4000;13746;4253;4253;20378;4271;4271;23786;4597;4597;39816
MU;4200051;Abdon Batista (SC);5972;5972;21349;5792;5792;21258;5642;5642;25942;5502;5502;26195;5011;5011;22206
MU;4200101;Abelardo Luz (SC);60777;60777;209940;59919;59919;223452;59166;59166;273075;57186;56436;254540;66665;66665;339894
MU;4200200;Agrolândia (SC);3597;2747;14263;3775;3705;19943;3847;3847;24151;3909;3844;26723;2885;2885;19928
MU;4200309;Agronômica (SC);5625;5475;47040;6075;5685;48212;6195;6195;46956;5945;5380;56156;4864;4864;56851
MU;4200408;Água Doce (SC);21845;21845;98165;21645;21645;108363;22335;22215;166279;22018;22018;132364;23141;23141;118047
MU;4200507;Águas de Chapecó (SC);3206;3206;17805;2953;2953;10823;2787;2787;17730;2944;2944;13152;3259;3259;19420
MU;4200556;Águas Frias (SC);1604;1604;7376;1754;1754;7899;1740;1740;9712;2357;2357;11322;1953;1953;8453
MU;4200606;Águas Mornas (SC);596;596;5995;591;591;8363;429;429;9468;606;606;11113;563;563;15172
MU;4200705;Alfredo Wagner (SC);8368;8368;104915;8368;8368;112041;8053;8053;231730;8092;8092;120869;6784;6784;146113
MU;4200754;Alto Bela Vista (SC);1129;1129;3310;1049;1049;3362;1037;1037;4822;1150;1150;4989;1014;1014;6165
MU;4200804;Anchieta (SC);3518;3518;10040;3455;3455;10402;3233;3233;15186;2703;2698;12361;2407;2407;9576
MU;4200903;Angelina (SC);1940;1940;19849;1920;1920;20712;1849;1849;22394;1909;1909;23181;2014;2014;28750
MU;4201000;Anita Garibaldi (SC);4433;4433;9930;4532;4532;14588;4789;4789;25420;5157;5157;18860;5209;5209;21576
MU;4201109;Anitápolis (SC);1240;1240;5241;1240;1240;7768;1240;1240;7176;477;477;4736;309;309;4544
MU;4201208;Antônio Carlos (SC);1505;1505;14195;1532;1532;15533;1529;1529;23322;1458;1458;21681;386;386;5678
MU;4201257;Apiúna (SC);878;878;10981;844;844;9614;879;879;10992;665;665;8142;897;897;10345
MU;4201273;Arabutã (SC);1408;1408;3721;923;923;2829;695;695;3088;1348;1348;4554;1350;1350;6275
MU;4201307;Araquari (SC);2770;2770;16243;2755;2755;15414;2804;2804;24345;2860;2860;26044;3025;3025;21319
MU;4201406;Araranguá (SC);8429;8429;60442;8229;8229;56003;7550;7530;61174;7970;7945;69202;8365;8365;60299
MU;4201505;Armazém (SC);1514;1514;7285;874;874;7033;874;874;9215;859;859;8910;837;837;9985
MU;4201604;Arroio Trinta (SC);2328;2328;6692;2337;2337;7989;2186;2186;10884;2199;2199;7224;1761;1761;6842
MU;4201653;Arvoredo (SC);1312;1312;3695;1207;1207;3492;1029;1029;5197;994;994;3782;843;843;2767
MU;4201703;Ascurra (SC);762;762;4677;753;753;4638;767;767;5079;754;754;5891;667;667;4472
MU;4201802;Atalanta (SC);3009;2879;21071;3369;3139;21088;2877;2810;26094;3456;3366;28541;3276;3276;34805
MU;4201901;Aurora (SC);5250;4700;69752;5604;5474;51660;5144;5082;49643;4527;4137;53191;4810;4810;83982
MU;4201950;Balneário Arroio do Silva (SC);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;4202008;Balneário Camboriú (SC);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;4202057;Balneário Barra do Sul (SC);58;58;818;55;55;817;70;70;974;70;70;1161;47;47;357
MU;4202073;Balneário Gaivota (SC);490;490;5569;310;310;2545;345;335;3784;400;395;5282;390;390;6179
MU;4202081;Bandeirante (SC);2300;2300;6467;2300;2300;6332;2520;2520;11531;2635;2590;10883;2592;2583;9837
MU;4202099;Barra Bonita (SC);1760;1760;5844;1760;1760;6045;1540;1540;7185;1530;1530;8364;1199;1199;4787
MU;4202107;Barra Velha (SC);1535;1535;13026;1538;1538;12673;1753;1753;18480;1780;1780;20954;1780;1780;22341
MU;4202131;Bela Vista do Toldo (SC);13017;13017;84266;12976;12801;84498;12249;12238;95688;10787;10787;90305;11512;11412;94317
MU;4202156;Belmonte (SC);3708;3708;12899;3558;3558;12089;3508;3508;13670;3833;3798;16099;3336;3336;15597
MU;4202206;Benedito Novo (SC);560;560;3222;545;545;2491;546;546;2836;546;546;3345;880;880;5050
MU;4202305;Biguaçu (SC);1421;1421;6244;1605;1605;11135;1691;1621;12870;1203;1203;12179;635;635;6720
MU;4202404;Blumenau (SC);689;689;5215;489;449;2227;464;464;4099;604;604;5546;394;394;5576
MU;4202438;Bocaina do Sul (SC);1645;1645;5363;1815;1815;5676;2007;2007;11591;2218;2218;8898;2444;2444;13098
MU;4202453;Bombinhas (SC);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;4202503;Bom Jardim da Serra (SC);1900;1900;35939;1873;1873;27994;1863;1863;60289;1933;1933;60999;1933;1933;43281
MU;4202537;Bom Jesus (SC);4979;4979;13071;4409;4409;12209;4712;4712;20292;4024;3824;15923;4203;4203;17035
MU;4202578;Bom Jesus do Oeste (SC);3532;3532;11043;2669;2669;9714;3010;3010;10642;3345;3345;13462;3319;3319;15040
MU;4202602;Bom Retiro (SC);13307;13307;99007;13437;13437;113527;12939;12939;152800;13342;13342;105371;12199;12199;113059
MU;4202701;Botuverá (SC);832;832;5327;605;605;4345;489;489;3527;367;367;3113;435;435;3131
MU;4202800;Braço do Norte (SC);1165;1134;14457;1075;1075;11111;1067;1067;14862;980;968;15747;569;569;7924
MU;4202859;Braço do Trombudo (SC);1067;767;6063;1024;1024;5575;1099;1094;7382;1116;1097;8972;1027;1027;5107
MU;4202875;Brunópolis (SC);11055;11055;32113;9494;9243;33125;10120;10119;47085;9924;9924;43120;11396;11396;43960
MU;4202909;Brusque (SC);355;355;1509;345;345;1537;225;225;1483;78;78;390;75;75;743
MU;4203006;Caçador (SC);8258;8258;112022;7740;7740;110197;7298;7298;160272;7215;7215;80937;7004;7004;94630
MU;4203105;Caibi (SC);3079;3079;15628;3180;3180;13937;3051;3051;12245;3366;3366;15170;3928;3928;16601
MU;4203154;Calmon (SC);1977;1977;7861;1994;1994;8510;2070;2038;15586;2171;2171;12404;2213;2213;18052
MU;4203204;Camboriú (SC);1011;1011;4969;1006;1006;4983;987;987;7714;992;992;7217;987;987;6197
MU;4203253;Capão Alto (SC);5096;5096;12915;6634;6634;23328;7636;7636;41119;8250;8250;30751;8475;8475;42366
MU;4203303;Campo Alegre (SC);5634;5634;19034;5053;5053;18551;5128;5018;17159;5421;5421;18985;5188;5188;21439
MU;4203402;Campo Belo do Sul (SC);18584;18584;56415;19767;19767;70194;19313;19311;111135;19593;19593;86482;21048;21048;96612
MU;4203501;Campo Erê (SC);28880;28880;84706;28460;28460;81676;28053;28053;111000;26686;26312;103474;25562;25562;106722
MU;4203600;Campos Novos (SC);82072;82072;284685;80469;80469;291367;82369;82369;413116;80939;80939;351381;85911;85911;337181
MU;4203709;Canelinha (SC);709;709;3656;724;724;5526;646;646;4547;536;536;2989;644;644;4202
MU;4203808;Canoinhas (SC);39776;39776;251728;39266;37356;232781;39814;39661;256112;37168;37133;261270;38952;38352;263749
MU;4203907;Capinzal (SC);6924;6924;22224;6524;6524;21049;7014;7014;30097;6614;6614;27633;6493;6493;25485
MU;4203956;Capivari de Baixo (SC);1775;1775;10755;1556;1556;9438;1566;1566;9462;1566;1566;12475;1556;1556;10410
MU;4204004;Catanduvas (SC);1335;1335;6345;1285;1285;5977;1285;1285;5795;1277;1277;6704;1255;1255;5563
MU;4204103;Caxambu do Sul (SC);5395;5395;20406;5980;5980;20234;6023;6023;22403;6663;6663;27888;6274;6265;27325
MU;4204152;Celso Ramos (SC);3306;3306;7944;3909;3909;15204;3860;3860;19749;3746;3746;17014;2655;2655;14740
MU;4204178;Cerro Negro (SC);8721;8703;21540;9713;9713;34700;10093;10093;53398;10646;10646;38256;10592;10592;44050
MU;4204194;Chapadão do Lageado (SC);4390;4140;37874;4512;4512;38528;4590;4340;49262;4684;4632;60322;3926;3926;57895
MU;4204202;Chapecó (SC);25243;25243;83213;22553;22553;73427;18463;18463;84530;19278;19278;77858;20618;20618;84259
MU;4204251;Cocal do Sul (SC);461;461;3239;514;514;3115;575;575;4972;606;546;4235;554;554;5063
MU;4204301;Concórdia (SC);11387;11337;39676;11821;11821;41394;11358;11325;46654;11932;11932;45779;11300;11300;52230
MU;4204350;Cordilheira Alta (SC);1349;1349;5604;415;415;2130;415;415;3274;410;410;1406;405;405;1317
MU;4204400;Coronel Freitas (SC);3201;3201;13467;3206;3206;12774;3168;3168;13936;3153;3153;15727;3194;3194;16721
MU;4204459;Coronel Martins (SC);4564;4564;8378;4291;4291;12674;4127;4127;15571;4088;4072;14167;3716;3716;14783
MU;4204509;Corupá (SC);5623;5598;63843;5610;5610;60643;5614;5614;73242;5607;5607;253036;5614;5614;84482
MU;4204558;Correia Pinto (SC);8405;8405;30930;8687;8687;32137;8044;8044;40719;8414;8414;38576;6921;6921;35584
MU;4204608;Criciúma (SC);4259;4259;25066;4339;4339;33158;4191;4191;38147;4462;4142;26050;4151;4151;30729
MU;4204707;Cunha Porã (SC);9066;9066;31718;8756;8756;27432;7676;7676;30893;8206;7471;23217;7816;7816;32843
MU;4204756;Cunhataí (SC);859;859;3504;827;827;2720;627;627;2215;712;712;2958;641;641;3343
MU;4204806;Curitibanos (SC);24420;24420;123385;26546;26546;117697;26551;26551;154097;23559;23559;113924;20313;20313;73962
MU;4204905;Descanso (SC);8059;8044;29215;7956;7906;25452;7787;7787;37711;9322;8672;41141;7591;7591;33940
MU;4205001;Dionísio Cerqueira (SC);13322;13322;38819;13412;13412;38891;13797;13797;53775;14535;14535;55132;10194;9776;37340
MU;4205100;Dona Emma (SC);1763;1763;14546;1853;1845;12711;1903;1903;15177;1879;1879;19793;1329;1329;13893
MU;4205159;Doutor Pedrinho (SC);1153;1153;5202;1150;1150;4574;1155;1155;6335;1155;1155;6023;1143;1143;4893
MU;4205175;Entre Rios (SC);4897;4897;12872;2595;2595;7333;1985;1985;7529;2031;2031;7555;1771;1771;6561
MU;4205191;Ermo (SC);4017;4017;22928;4025;4025;21986;4005;4000;26672;4105;4100;31713;4125;4125;27749
MU;4205209;Erval Velho (SC);5743;5743;18845;5683;5683;20785;6183;6083;27904;5437;5437;22198;5298;5298;24444
MU;4205308;Faxinal dos Guedes (SC);15615;15615;48696;15460;15460;42318;16908;16908;56977;14932;14932;50002;16306;16306;59089
MU;4205357;Flor do Sertão (SC);1458;1458;4112;1528;1528;4817;1528;1528;5925;1697;1662;6041;1278;1270;5489
MU;4205407;Florianópolis (SC);82;82;214;82;82;263;82;82;321;42;42;421;30;30;210
MU;4205431;Formosa do Sul (SC);621;621;2418;596;596;2126;573;573;3181;622;600;3191;683;683;3019
MU;4205456;Forquilhinha (SC);11654;11654;61253;11672;11672;53554;11746;11746;77641;11949;11679;77777;12384;12384;79558
MU;4205506;Fraiburgo (SC);16033;16033;180151;17288;17288;254476;18074;18074;274801;17907;17907;168706;16349;16349;186731
MU;4205555;Frei Rogério (SC);4227;4227;32209;4807;4806;35752;5667;5667;67027;7590;7590;52415;6080;6080;24023
MU;4205605;Galvão (SC);6527;6527;15715;6820;6820;19911;6470;6470;28152;6789;6679;21810;6635;6635;26918
MU;4205704;Garopaba (SC);173;173;1028;173;173;845;183;183;1373;183;183;1722;232;232;1323
MU;4205803;Garuva (SC);2425;2425;24722;2185;2185;21064;2725;2725;30915;2329;2329;24506;2574;2574;22800
MU;4205902;Gaspar (SC);4272;4272;23134;4252;4172;23892;4287;4287;26475;4381;4381;28999;2386;2386;13180
MU;4206009;Governador Celso Ramos (SC);125;125;487;125;125;383;125;125;505;125;125;951;5;5;38
MU;4206108;Grão-Pará (SC);2431;2381;34369;2441;2441;26319;2440;2440;31223;2561;2544;45643;1918;1918;32439
MU;4206207;Gravatal (SC);844;844;4873;585;585;3666;567;564;4256;561;561;4010;601;601;3921
MU;4206306;Guabiruba (SC);296;296;1134;296;296;1358;296;296;1283;187;187;947;285;285;1302
MU;4206405;Guaraciaba (SC);9265;9265;30843;9435;9435;26782;9563;9563;34574;9735;9309;36173;9315;9255;42364
MU;4206504;Guaramirim (SC);7387;7387;50974;7504;7504;50873;7514;7514;48416;7514;7514;80333;7514;7514;52818
MU;4206603;Guarujá do Sul (SC);3036;3036;8977;3091;3091;9066;2426;2426;11496;1972;1829;7958;2549;2517;10778
MU;4206652;Guatambú (SC);6785;6785;18528;7093;7093;27931;6808;6808;28704;6993;6993;22165;7717;7717;27212
MU;4206702;Herval d'Oeste (SC);2267;2267;8221;2219;2219;8390;2219;2219;10322;2186;2186;8283;2521;2521;10760
MU;4206751;Ibiam (SC);1518;1518;5816;1693;1693;6198;1713;1713;8661;1860;1860;6949;1751;1751;8305
MU;4206801;Ibicaré (SC);3891;3891;12390;3843;3843;12336;3843;3843;19012;3832;3832;14191;3257;3257;14516
MU;4206900;Ibirama (SC);986;986;9535;997;997;9237;1003;1003;10009;1018;1018;13075;889;889;8138
MU;4207007;Içara (SC);11097;11097;83883;10969;10969;71592;11427;11427;91315;10612;9112;81000;9031;9031;71603
MU;4207106;Ilhota (SC);4048;4048;28235;4234;4234;29341;3767;3767;51625;3817;3817;34209;3966;3966;26468
MU;4207205;Imaruí (SC);5619;5619;31995;4699;4699;26395;4702;4702;29009;4903;4903;35909;4843;4843;38510
MU;4207304;Imbituba (SC);3251;3251;17342;3076;3076;18877;2782;2782;16822;2784;2784;26307;2793;2793;23327
MU;4207403;Imbuia (SC);4864;4764;46680;4927;4852;47245;5075;4982;54010;4886;4540;39449;4873;4873;101573
MU;4207502;Indaial (SC);693;693;5152;645;645;4614;743;743;5948;743;743;6048;458;458;3139
MU;4207577;Iomerê (SC);1864;1864;7496;1847;1847;5740;1945;1945;9246;1898;1898;6728;2263;2263;6315
MU;4207601;Ipira (SC);2503;2503;7194;2466;2386;6697;2004;2004;8013;2083;2083;7823;1790;1790;8157
MU;4207650;Iporã do Oeste (SC);7795;7795;28434;7325;7325;26149;6715;6715;34127;7910;7785;35776;4161;4161;21276
MU;4207684;Ipuaçu (SC);18051;18051;44681;15368;15368;42862;14937;14937;56266;15559;15209;58934;14569;14569;64492
MU;4207700;Ipumirim (SC);3395;3395;11546;2932;2930;9981;2879;2877;13368;2245;2245;7900;2177;2177;11026
MU;4207759;Iraceminha (SC);7167;7167;24481;6613;6613;21628;6089;6089;26073;5815;5815;21971;5831;5831;26963
MU;4207809;Irani (SC);4109;4109;14052;3717;3717;12314;3825;3825;17570;4540;4540;16272;4890;4890;20481
MU;4207858;Irati (SC);1927;1927;4092;1868;1868;5085;1858;1858;9424;1254;1209;4486;1208;1208;5443
MU;4207908;Irineópolis (SC);25520;25520;175532;25641;24891;164742;24705;24149;223211;21077;20487;166058;21577;21177;172297
MU;4208005;Itá (SC);1051;1051;3213;933;933;3108;891;891;4457;1165;995;3989;1310;1310;6454
MU;4208104;Itaiópolis (SC);37734;37734;226234;37320;36470;231447;37582;37082;282925;35261;34261;243828;34753;34753;248450
MU;4208203;Itajaí (SC);2611;2611;13131;2596;2596;12572;2037;2037;69154;2010;2010;10987;2010;2010;9873
MU;4208302;Itapema (SC);402;402;2290;382;382;1844;350;350;1799;352;352;2191;357;357;3091
MU;4208401;Itapiranga (SC);5885;5885;22935;5425;5425;19340;5195;5195;25159;5635;5125;25711;4822;4822;23452
MU;4208450;Itapoá (SC);216;216;2640;345;345;3588;345;345;4028;370;370;4154;378;378;3408
MU;4208500;Ituporanga (SC);14666;14166;163369;14510;13710;150656;15112;14662;173430;15567;14827;163524;15365;15365;264463
MU;4208609;Jaborá (SC);4198;4198;13953;4198;4198;13887;3898;3898;18090;4159;4159;14867;3391;3391;14836
MU;4208708;Jacinto Machado (SC);12010;12010;75472;12010;12010;68295;11790;11780;90073;11835;11823;97208;11315;11315;82324
MU;4208807;Jaguaruna (SC);7367;7367;50839;7212;7212;46227;6836;6836;59716;6852;6852;61737;6928;6928;41702
MU;4208906;Jaraguá do Sul (SC);3711;3711;30802;3761;3761;29887;3431;3431;33211;3431;3431;93952;3434;3434;40124
MU;4208955;Jardinópolis (SC);1919;1919;4859;1917;1917;4907;1835;1835;7057;1478;1478;3851;1372;1372;3648
MU;4209003;Joaçaba (SC);3831;3831;13996;3821;3821;13403;3824;3824;11805;3786;3786;16450;3678;3678;16286
MU;4209102;Joinville (SC);6092;6092;43065;5970;5970;51649;5970;5970;48027;6290;6290;56685;5740;5740;37735
MU;4209151;José Boiteux (SC);2179;2097;22850;2204;2184;28002;2017;2017;28467;1934;1924;36781;1655;1655;25063
MU;4209177;Jupiá (SC);3411;3411;8747;3386;3386;9617;3572;3572;12746;3292;3267;10466;3157;3157;13741
MU;4209201;Lacerdópolis (SC);2066;2066;6879;1966;1966;6481;1966;1966;8468;1966;1966;6718;1724;1724;7177
MU;4209300;Lages (SC);11270;11270;34462;13103;13103;58537;12694;12694;82298;12943;12943;63823;13266;13266;73190
MU;4209409;Laguna (SC);1389;1389;2830;1290;1290;5028;1290;1290;5646;1253;1253;5859;614;614;2190
MU;4209458;Lajeado Grande (SC);2809;2809;7936;2562;2562;8358;2450;2450;10266;3108;3108;10552;3335;3335;14833
MU;4209508;Laurentino (SC);1116;1116;11266;1117;1086;8884;1023;1023;11001;1250;1220;13053;749;749;5963
MU;4209607;Lauro Müller (SC);811;811;8698;759;739;7013;756;756;7121;823;809;10302;572;572;5494
MU;4209706;Lebon Régis (SC);9225;9225;115423;8935;8935;127433;8785;8785;160557;8590;8590;123357;8140;8140;117029
MU;4209805;Leoberto Leal (SC);3131;3081;38506;3434;3054;33032;3418;3258;34125;3347;3340;47400;2957;2957;48662
MU;4209854;Lindóia do Sul (SC);2822;2822;9164;2392;2392;7380;2386;2382;10641;2185;2185;7260;2312;2312;8988
MU;4209904;Lontras (SC);3070;2770;19318;3070;3006;16526;3082;2812;16768;3097;2992;22859;1593;1593;16140
MU;4210001;Luiz Alves (SC);5242;5242;79796;5442;5442;83425;4812;4812;84008;5042;5042;55145;5095;5095;84664
MU;4210035;Luzerna (SC);2061;2061;6900;2015;2015;6891;2015;2015;8685;1983;1983;7271;1896;1896;7599
MU;4210050;Macieira (SC);1520;1520;11496;1502;1502;10836;1519;1519;21135;1549;1549;8562;1570;1570;16264
MU;4210100;Mafra (SC);38893;38893;180485;39020;37645;170243;39950;39650;226635;38070;36370;224810;41884;40884;241702
MU;4210209;Major Gercino (SC);1125;1125;10754;655;655;7566;710;710;5360;1014;1014;8402;695;695;9238
MU;4210308;Major Vieira (SC);18284;18274;96534;18682;17482;89516;17368;17273;97688;15967;15937;90355;15670;15670;94592
MU;4210407;Maracajá (SC);2082;2082;11952;1982;1982;11110;2012;2007;14271;2215;2210;15210;2074;2074;11376
MU;4210506;Maravilha (SC);7697;7697;25367;7488;7488;20750;6983;6983;23814;8034;8034;30409;6561;6561;29765
MU;4210555;Marema (SC);2256;2256;5923;2291;2291;6592;1926;1926;9782;1916;1916;6701;1854;1854;7060
MU;4210605;Massaranduba (SC);8254;8254;60761;8495;8495;54812;8495;8495;73744;8495;8495;148855;8495;8495;84356
MU;4210704;Matos Costa (SC);1258;1258;6067;1276;1276;6622;1296;1296;12264;1638;1638;8003;1839;1839;11892
MU;4210803;Meleiro (SC);11210;11210;55680;11110;11110;57370;10921;10891;65206;10821;10771;72754;10777;10777;64685
MU;4210852;Mirim Doce (SC);1931;1931;11891;1921;1921;10620;1913;1913;11832;1908;1908;10467;1806;1806;6392
MU;4210902;Modelo (SC);3495;3495;11478;3405;3405;10147;3215;3215;11433;2650;2650;10104;3095;3095;14485
MU;4211009;Mondaí (SC);4302;4302;17401;4169;4169;15064;2914;2914;12777;2444;2044;10149;2239;2239;11260
MU;4211058;Monte Carlo (SC);3488;3488;34692;3373;3373;40761;3124;3124;46665;2833;2833;26916;4348;4348;46816
MU;4211108;Monte Castelo (SC);8345;8345;50985;7849;7679;41706;6970;6970;43670;6438;6433;36906;7322;7222;42809
MU;4211207;Morro da Fumaça (SC);1262;1262;8797;1126;1126;8054;1111;1111;7265;1106;986;6642;1000;1000;7188
MU;4211256;Morro Grande (SC);4155;4155;23231;3995;3995;21997;4015;4010;25393;4110;4085;30923;4090;4090;28395
MU;4211306;Navegantes (SC);1262;1262;9962;1262;1262;8736;1126;1126;8451;1126;1126;9582;1126;1126;10122
MU;4211405;Nova Erechim (SC);1642;1642;5451;1530;1530;5466;1447;1447;6589;1617;1617;5132;1612;1612;5574
MU;4211454;Nova Itaberaba (SC);2973;2973;13401;3035;3035;12135;3015;3015;14301;2030;2030;9395;1589;1589;7810
MU;4211504;Nova Trento (SC);1600;1600;12570;1600;1600;16263;1596;1596;13783;1678;1678;13626;1680;1680;16590
MU;4211603;Nova Veneza (SC);8905;8905;46590;8910;8910;43076;8807;8752;53666;8925;8785;55902;9040;9040;52891
MU;4211652;Novo Horizonte (SC);4352;4352;15450;4281;4281;14935;4735;4735;23594;4770;4682;16965;4291;4291;15767
MU;4211702;Orleans (SC);3784;3784;46577;3884;3884;43961;3784;3784;42061;4028;3992;53711;3032;3032;46743
MU;4211751;Otacílio Costa (SC);7730;7730;15876;8273;8273;28613;8475;8475;46527;9485;9485;32350;9204;9204;39539
MU;4211801;Ouro (SC);3840;3840;12338;3565;3565;11684;3565;3565;15173;3497;3497;12638;3395;3395;13837
MU;4211850;Ouro Verde (SC);15096;15096;40818;14612;14612;40222;15166;15166;61281;14652;14652;61592;15555;15555;62549
MU;4211876;Paial (SC);646;646;2351;665;664;2359;656;656;2936;765;765;3337;719;719;3964
MU;4211892;Painel (SC);1017;1017;14012;966;966;14918;841;841;21608;986;986;21323;934;934;12584
MU;4211900;Palhoça (SC);1260;1260;5976;1205;1205;8151;975;975;6271;1117;1117;5862;658;658;5325
MU;4212007;Palma Sola (SC);14925;14925;47201;14307;14307;40779;13656;13656;52050;13867;13867;57812;13730;13730;61918
MU;4212056;Palmeira (SC);951;951;3559;1161;1161;4113;1260;1260;6624;1700;1700;6414;1708;1708;7760
MU;4212106;Palmitos (SC);13337;13337;45308;13602;13602;46905;13442;13442;56859;13931;12220;44104;11016;11016;43373
MU;4212205;Papanduva (SC);27140;27140;140505;25228;23847;129828;25716;25706;158800;24106;24103;148589;24498;23698;150476
MU;4212239;Paraíso (SC);4219;4219;13838;3841;3841;11391;3519;3519;16186;3619;3565;14218;2638;2638;12259
MU;4212254;Passo de Torres (SC);812;812;3905;812;812;3157;758;758;3523;712;712;4497;712;712;3815
MU;4212270;Passos Maia (SC);8448;8448;28240;8290;8290;28002;8506;8506;42199;8068;8068;32785;7450;7450;36291
MU;4212304;Paulo Lopes (SC);1621;1621;6646;1621;1621;7794;1621;1621;9030;1617;1617;8500;1381;1381;10077
MU;4212403;Pedras Grandes (SC);7059;6359;37261;4982;4982;36376;4997;4997;44537;5264;5264;50332;1894;1894;32323
MU;4212502;Penha (SC);45;45;156;45;45;204;42;42;336;45;45;181;47;47;245
MU;4212601;Peritiba (SC);1437;1437;4613;1352;1352;4270;1315;1315;5786;1594;1594;6249;1608;1608;7363
MU;4212650;Pescaria Brava (SC);649;649;2422;392;392;1533;245;245;1167;215;215;2131;215;215;1625
MU;4212700;Petrolândia (SC);6448;5758;51035;6341;6270;53125;6019;6016;62779;6644;6550;68021;5327;5327;67611
MU;4212809;Balneário Piçarras (SC);1640;1640;19047;1640;1640;13995;1395;1395;41253;1395;1395;18041;1375;1375;22891
MU;4212908;Pinhalzinho (SC);6131;6131;19966;6331;6331;20235;6257;6257;26445;6146;6146;18533;5831;5831;19118
MU;4213005;Pinheiro Preto (SC);1611;1611;14595;1679;1679;13426;1667;1667;10596;1625;1625;12678;1653;1653;12248
MU;4213104;Piratuba (SC);2554;2554;8528;2193;2093;7676;1907;1902;8512;1765;1765;6462;1616;1616;7689
MU;4213153;Planalto Alegre (SC);1338;1318;6774;1037;1037;5101;977;977;4814;1035;920;4483;1050;1050;5719
MU;4213203;Pomerode (SC);931;931;6319;681;681;7011;631;631;4086;671;671;5705;372;372;3761
MU;4213302;Ponte Alta (SC);4687;4687;19439;5201;5201;17619;5643;5643;24695;5212;5212;20438;4170;4170;14025
MU;4213351;Ponte Alta do Norte (SC);924;924;2727;805;805;2478;542;542;2092;541;541;1805;939;939;3082
MU;4213401;Ponte Serrada (SC);5374;5374;20419;5132;5132;18092;5584;5578;20200;6229;6229;24444;5935;5935;29026
MU;4213500;Porto Belo (SC);111;111;638;112;112;592;95;95;519;85;85;693;105;105;306
MU;4213609;Porto União (SC);13377;13377;50277;12013;11641;42442;10071;10021;43201;9825;9725;61054;9509;9403;43427
MU;4213708;Pouso Redondo (SC);5073;4473;44408;5158;5123;42915;4866;4756;43022;5009;5009;43977;4206;4206;26501
MU;4213807;Praia Grande (SC);4405;4405;23931;4410;4410;23494;4200;4190;23888;4210;4210;26830;4200;4200;22198
MU;4213906;Presidente Castello Branco (SC);923;923;2519;765;765;2178;617;617;2539;844;844;2622;850;850;3484
MU;4214003;Presidente Getúlio (SC);3666;3566;27297;3664;3664;26856;3684;3684;34659;3729;3724;27032;3391;3391;30149
MU;4214102;Presidente Nereu (SC);1857;1807;19279;1897;1835;17303;1837;1837;20781;2056;2049;25297;1591;1591;19336
MU;4214151;Princesa (SC);2184;2184;7646;2164;2164;7127;2034;2034;10971;1900;1900;8649;2112;2112;8419
MU;4214201;Quilombo (SC);12004;12004;38507;11674;11674;36535;11749;11749;56474;10897;9977;46942;9139;9079;42715
MU;4214300;Rancho Queimado (SC);393;393;4736;393;393;9491;388;388;6016;390;390;10329;420;420;9291
MU;4214409;Rio das Antas (SC);5501;5501;38015;5346;5346;38255;5176;5176;44416;5077;5077;27287;5989;5989;36817
MU;4214508;Rio do Campo (SC);6329;6329;47812;4996;4996;47180;5236;4976;42274;5241;5241;51689;5587;5587;36781
MU;4214607;Rio do Oeste (SC);5232;4932;42067;5112;5112;38471;5142;5142;50861;5237;5229;48751;3907;3907;35831
MU;4214706;Rio dos Cedros (SC);1687;1687;7432;1587;1587;6361;1577;1577;8376;1587;1587;9068;1764;1764;15988
MU;4214805;Rio do Sul (SC);1931;1831;12864;1896;1896;9881;1875;1850;11850;1858;1850;12450;1349;1349;8441
MU;4214904;Rio Fortuna (SC);1189;1034;15200;1006;1006;13485;973;973;13059;1033;1030;16761;541;541;10291
MU;4215000;Rio Negrinho (SC);10572;10572;38338;14987;14747;49627;14932;14882;58240;14827;14827;56628;15127;15127;60379
MU;4215059;Rio Rufino (SC);1048;1048;10387;1154;1154;13014;935;935;16422;942;942;14705;917;917;13745
MU;4215075;Riqueza (SC);3822;3822;21794;3582;3582;17173;3125;3125;16355;2921;2161;12079;2621;2621;17275
MU;4215109;Rodeio (SC);944;944;6243;944;944;5622;944;944;5998;994;994;7559;1188;1188;12837
