Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes;;;;;;;;;;;;;;;;;
Nível;Cód.;Município;Produto das lavouras temporárias e permanentes x Ano x Variável;;;;;;;;;;;;;;
Nível;Cód.;Município;area_plantada14;area_colhida14;valor_prod14;area_plantada15;area_colhida15;valor_prod15;area_plantada16;area_colhida16;valor_prod16;area_plantada17;area_colhida17;valor_prod17;area_plantada18;area_colhida18;valor_prod18
MU;2512903;Rio Tinto (PB);12283;12283;43894;12193;12193;39142;12298;12298;62224;9966;9966;22955;9893;9893;32912
MU;2513000;Salgadinho (PB);650;650;275;455;355;126;355;355;195;838;38;59;841;841;428
MU;2513109;Salgado de São Félix (PB);1010;1010;1206;1143;1143;1494;945;945;2647;1060;1060;965;562;562;580
MU;2513158;Santa Cecília (PB);883;883;461;309;137;138;744;480;301;743;364;202;731;281;221
MU;2513208;Santa Cruz (PB);250;250;202;168;53;268;170;163;66;459;459;100;270;270;352
MU;2513307;Santa Helena (PB);558;558;970;468;398;770;710;682;1020;734;724;457;884;884;1035
MU;2513356;Santa Inês (PB);131;131;175;241;236;120;220;215;188;243;243;278;627;627;540
MU;2513406;Santa Luzia (PB);649;216;48;513;4;18;441;31;433;424;31;48;724;384;252
MU;2513505;Santana de Mangueira (PB);298;298;349;385;385;165;887;370;339;1632;1632;581;1088;1088;839
MU;2513604;Santana dos Garrotes (PB);2128;2128;550;1703;1703;185;750;750;297;865;865;303;973;973;758
MU;2513653;Joca Claudino (PB);340;122;56;450;450;46;287;287;64;353;353;39;320;320;267
MU;2513703;Santa Rita (PB);21128;21128;116686;21200;21200;123568;21237;21237;156518;17164;17164;97103;16105;16105;99242
MU;2513802;Santa Teresinha (PB);871;871;1145;575;485;1136;574;574;1452;565;565;798;577;577;1014
MU;2513851;Santo André (PB);122;122;86;37;37;177;1216;1214;148;19;-;-;847;847;481
MU;2513901;São Bento (PB);581;486;573;369;187;129;444;264;146;576;576;363;555;555;451
MU;2513927;São Bentinho (PB);253;229;272;180;4;29;181;181;85;238;233;44;261;261;225
MU;2513943;São Domingos do Cariri (PB);188;60;319;62;44;755;198;148;933;78;68;303;412;117;629
MU;2513968;São Domingos (PB);172;172;202;206;200;19;208;208;163;315;313;245;165;165;165
MU;2513984;São Francisco (PB);326;274;152;274;243;69;411;411;201;333;331;131;483;483;372
MU;2514008;São João do Cariri (PB);188;38;42;31;31;146;563;563;125;48;3;36;819;819;516
MU;2514107;São João do Tigre (PB);4;4;18;69;39;63;511;511;110;401;-;-;804;804;162
MU;2514206;São José da Lagoa Tapada (PB);862;457;145;411;301;112;448;433;188;783;775;198;580;580;777
MU;2514305;São José de Caiana (PB);430;430;289;358;338;180;368;353;254;378;378;353;805;805;646
MU;2514404;São José de Espinharas (PB);622;622;394;946;776;517;627;607;926;1365;1365;1510;728;728;1149
MU;2514453;São José dos Ramos (PB);1573;1573;2637;1624;1624;1657;778;778;2688;1354;1354;1963;1514;1514;2507
MU;2514503;São José de Piranhas (PB);642;432;404;665;328;241;635;628;458;892;872;1096;901;901;1531
MU;2514552;São José de Princesa (PB);1073;1073;582;1254;1014;450;1734;1734;1205;1606;1606;959;2106;2106;1357
MU;2514602;São José do Bonfim (PB);430;430;316;202;132;164;347;282;279;486;486;210;302;302;225
MU;2514651;São José do Brejo do Cruz (PB);156;156;96;157;50;4;120;50;11;177;174;60;414;414;187
MU;2514701;São José do Sabugi (PB);698;190;47;239;89;11;618;107;97;432;230;73;514;439;322
MU;2514800;São José dos Cordeiros (PB);113;53;69;33;25;126;811;811;107;205;-;-;1303;1303;463
MU;2514909;São Mamede (PB);630;108;115;180;8;35;624;42;49;499;486;41;614;609;233
MU;2515005;São Miguel de Taipu (PB);908;908;4225;590;590;4260;601;601;4754;827;827;6391;1303;1303;16042
MU;2515104;São Sebastião de Lagoa de Roça (PB);1327;1219;2576;802;802;2605;615;615;2413;767;767;2850;716;716;2321
MU;2515203;São Sebastião do Umbuzeiro (PB);513;43;308;93;53;270;420;420;321;20;5;275;621;621;950
MU;2515302;Sapé (PB);17896;17896;68453;17711;17711;61222;17589;17589;93168;10805;10705;29295;11292;11292;53515
MU;2515401;São Vicente do Seridó (PB);1816;626;319;198;98;73;798;98;80;1073;189;107;1413;1413;616
MU;2515500;Serra Branca (PB);689;317;312;94;73;416;1443;1443;313;35;3;117;1726;1726;898
MU;2515609;Serra da Raiz (PB);585;357;917;580;580;1147;685;685;1793;596;596;1446;499;499;1500
MU;2515708;Serra Grande (PB);207;207;104;232;210;53;225;225;100;305;305;142;585;585;427
MU;2515807;Serra Redonda (PB);1114;1114;1759;798;798;1224;535;320;739;847;847;1674;796;796;1249
MU;2515906;Serraria (PB);1265;1064;5121;1327;1327;5838;1156;1156;7419;1653;1653;9750;1481;1481;8329
MU;2515930;Sertãozinho (PB);677;462;3983;480;480;4258;612;612;7433;478;478;6084;530;530;6345
MU;2515971;Sobrado (PB);1208;1208;7188;966;966;7440;826;826;6569;909;909;5566;995;995;6797
MU;2516003;Solânea (PB);823;503;1861;1193;1193;1923;4442;4442;6415;1343;1343;2886;1961;1961;3935
MU;2516102;Soledade (PB);1386;252;400;400;-;-;470;50;90;100;-;-;1226;1226;344
MU;2516151;Sossêgo (PB);180;170;35;237;177;58;832;832;159;52;52;33;355;355;82
MU;2516201;Sousa (PB);3541;1968;11636;3157;1979;7134;1859;1859;10549;2279;2239;6840;2000;2000;3618
MU;2516300;Sumé (PB);1033;673;1578;155;155;2532;1873;1873;1306;1293;183;3253;1731;1731;5355
MU;2516409;Tacima (PB);1436;523;298;861;861;386;1531;1531;933;1966;1966;1813;1933;1933;2315
MU;2516508;Taperoá (PB);1636;494;126;736;11;39;1036;236;356;926;116;174;3856;2021;1199
MU;2516607;Tavares (PB);8924;8924;4348;4414;2674;611;6672;6672;2910;6589;6589;1702;4097;3947;2844
MU;2516706;Teixeira (PB);1925;1925;1281;1058;258;685;1865;1865;1287;1810;1810;968;2312;2312;1592
MU;2516755;Tenório (PB);1036;194;79;848;48;25;856;132;129;45;45;50;707;702;489
MU;2516805;Triunfo (PB);231;228;144;776;776;129;519;519;408;536;536;240;877;877;737
MU;2516904;Uiraúna (PB);544;224;341;725;677;140;904;884;230;892;892;210;858;858;541
MU;2517001;Umbuzeiro (PB);776;776;467;971;249;159;621;198;164;859;769;713;806;341;314
MU;2517100;Várzea (PB);350;65;7;257;10;1;188;152;69;500;37;19;509;317;101
MU;2517209;Vieirópolis (PB);427;415;305;278;261;136;405;403;189;443;443;151;585;565;328
MU;2517407;Zabelê (PB);22;22;40;42;32;50;500;500;76;90;29;23;242;242;887
MU;2600054;Abreu e Lima (PE);1783;1774;6460;387;387;2160;367;367;1887;387;387;2595;340;340;3713
MU;2600104;Afogados da Ingazeira (PE);10694;5993;1720;6443;2201;878;6708;1424;888;3625;2811;1404;4110;4110;1476
MU;2600203;Afrânio (PE);7000;230;48;9223;785;183;7865;115;53;7000;650;173;7400;2100;249
MU;2600302;Agrestina (PE);449;449;633;483;483;955;435;165;648;361;361;667;641;637;1735
MU;2600401;Água Preta (PE);10227;10227;29086;10147;10147;27120;2790;2790;13078;2889;2889;16545;2974;2924;17211
MU;2600500;Águas Belas (PE);5931;5931;3085;5331;5331;5841;5776;586;904;7416;4815;6024;5322;5322;4723
MU;2600609;Alagoinha (PE);830;670;1262;430;430;2928;925;925;2011;638;630;611;850;850;1059
MU;2600708;Aliança (PE);7428;7428;28554;7428;7428;35083;7428;7428;37515;10090;10090;43934;10074;10074;45271
MU;2600807;Altinho (PE);861;861;487;861;209;166;761;131;113;1197;1187;1395;1249;1237;1735
MU;2600906;Amaraji (PE);6315;6315;19170;6360;6360;19989;6360;6360;30892;7559;7559;36276;8132;8132;38999
MU;2601003;Angelim (PE);1371;1371;1072;1371;1371;1672;1025;217;399;1279;779;1863;996;996;661
MU;2601052;Araçoiaba (PE);1322;1242;3920;1016;1016;5128;1298;1298;7314;1316;1236;5866;1042;1042;4466
MU;2601102;Araripina (PE);21471;12836;22234;26174;14972;11101;23040;11010;8488;31015;10615;14445;33030;20030;22904
MU;2601201;Arcoverde (PE);1650;1650;787;1650;850;605;1370;900;1714;1760;760;1143;1403;1403;1279
MU;2601300;Barra de Guabiraba (PE);1305;1005;2983;1370;1035;4000;370;370;2228;225;225;1975;1728;1608;13242
MU;2601409;Barreiros (PE);7369;7369;20762;9753;9753;32803;5250;5250;24088;3612;3612;17480;3342;3340;15081
MU;2601508;Belém de Maria (PE);403;403;1021;250;250;897;422;422;1663;380;380;1366;1155;1155;7034
MU;2601607;Belém do São Francisco (PE);754;754;15961;754;754;13738;1234;834;24721;1184;1184;24770;2269;2013;95862
MU;2601706;Belo Jardim (PE);1275;1175;3320;1020;1020;1017;1020;970;695;1010;1010;1403;1120;1120;490
MU;2601805;Betânia (PE);9023;4213;1385;9033;1933;303;9018;3018;1527;9145;5145;1369;5155;2155;577
MU;2601904;Bezerros (PE);1420;1420;7924;1320;1320;5292;1320;1320;4177;1774;1774;11837;2635;2635;11378
MU;2602001;Bodocó (PE);5820;2920;3674;9820;5110;3514;7120;3150;2316;4100;650;413;12100;8900;7464
MU;2602100;Bom Conselho (PE);5766;5766;9869;5766;5766;12806;4878;1580;4489;6611;4481;14084;4103;3203;10972
MU;2602209;Bom Jardim (PE);3148;3148;6475;3106;3106;6394;3306;3036;15983;2414;2414;16760;3912;3902;19808
MU;2602308;Bonito (PE);3060;3060;12223;2945;2945;14350;3405;2945;12066;4635;4635;26373;2913;2813;12181
MU;2602407;Brejão (PE);1081;1081;1261;1081;1081;1841;1081;642;1340;726;546;1149;506;406;367
MU;2602506;Brejinho (PE);2577;2577;1105;3109;75;502;3627;3083;2228;2368;2368;1430;3073;3073;1535
MU;2602605;Brejo da Madre de Deus (PE);566;566;228;666;113;130;641;31;53;1114;1114;601;455;151;628
MU;2602704;Buenos Aires (PE);3500;3500;10230;3500;3500;11880;600;600;2808;755;750;2978;3230;3230;13486
MU;2602803;Buíque (PE);13760;12603;15767;9450;5650;14026;16300;3660;22302;16002;10602;21810;2600;2600;14640
MU;2602902;Cabo de Santo Agostinho (PE);6610;6610;16044;8700;8200;34111;5500;5500;28580;6500;6000;26899;9041;9041;44172
MU;2603009;Cabrobó (PE);2505;2295;41366;1145;1145;22595;2240;840;28691;1095;1095;25502;4276;3158;22358
MU;2603108;Cachoeirinha (PE);1450;1230;1993;1450;1450;1639;1450;1230;615;2680;2680;2137;1145;-;-
MU;2603207;Caetés (PE);6764;6764;9644;11114;11114;26500;6264;2081;1564;8511;5709;7034;7766;6326;15775
MU;2603306;Calçado (PE);9133;9043;72760;8013;8013;59259;7133;1773;2891;6885;5225;10908;6990;5270;15482
MU;2603405;Calumbi (PE);1658;1658;522;1658;508;95;1708;838;508;1634;1034;1108;939;515;605
MU;2603454;Camaragibe (PE);4320;4320;11723;5300;5300;21600;4300;4300;20868;300;300;900;300;300;450
MU;2603504;Camocim de São Félix (PE);3052;3052;8935;3032;3032;14222;3032;3032;13799;3073;3073;13972;400;400;6812
MU;2603603;Camutanga (PE);3298;3298;12152;3296;3296;14676;3296;3296;15693;3515;3515;16117;3371;3371;16154
MU;2603702;Canhotinho (PE);5908;5908;4623;5860;5860;11157;9010;7010;17357;3215;2600;5900;1810;520;1969
MU;2603801;Capoeiras (PE);4368;4368;6516;4368;4368;8069;4368;796;353;3918;2354;2675;1992;1812;2832
MU;2603900;Carnaíba (PE);10344;7291;1977;7247;1021;1301;7223;2040;1944;7813;7713;3028;9109;9109;4089
MU;2603926;Carnaubeira da Penha (PE);554;414;3637;233;233;1241;309;309;2915;309;309;3061;3262;837;5124
MU;2604007;Carpina (PE);2500;2500;7130;2510;2510;8304;1221;1221;8462;2029;2029;6314;2048;2048;9438
MU;2604106;Caruaru (PE);1000;1000;794;1000;253;461;852;222;478;949;934;1111;2179;1429;2169
MU;2604155;Casinhas (PE);427;427;201;427;427;105;1229;29;180;24;24;254;2017;517;446
MU;2604205;Catende (PE);1634;1634;4542;1702;1702;5980;1630;1630;6969;768;768;3113;705;705;5060
MU;2604304;Cedro (PE);2943;773;8883;854;854;8102;2446;226;1954;846;646;6844;1267;557;9759
MU;2604403;Chã de Alegria (PE);3200;3200;9300;3200;3200;10500;3356;3356;17498;2803;2803;12307;2722;2722;12975
MU;2604502;Chã Grande (PE);385;385;1152;385;385;1591;385;385;1714;435;435;1811;265;265;2335
MU;2604601;Condado (PE);5159;5159;19383;5159;5159;23856;5159;5159;25470;5074;5074;18514;4804;4804;19937
MU;2604700;Correntes (PE);1737;1737;4060;1737;1737;5324;2002;1376;5878;1616;1196;8034;776;776;4019
MU;2604809;Cortês (PE);5720;5720;17507;5190;5190;15956;4250;4230;21796;2400;2400;12021;2596;2596;15474
MU;2604908;Cumaru (PE);3258;3258;1378;3258;3258;1177;5318;5318;4253;5508;5508;2531;2446;1906;1426
MU;2605004;Cupira (PE);383;383;535;681;628;744;681;204;558;587;577;975;767;767;2183
MU;2605103;Custódia (PE);11400;11400;5892;3400;3400;3289;10400;1120;4921;6400;3100;3470;3165;1365;1631
MU;2605152;Dormentes (PE);7010;1410;342;8200;2410;2984;7710;595;1013;7010;1004;200;7513;3103;963
MU;2605202;Escada (PE);6655;6655;18664;6905;6905;18676;17605;17605;89044;18151;18151;78582;7275;7275;30634
MU;2605301;Exu (PE);13988;6131;10582;12933;4210;13068;15474;6754;5383;12382;4082;5212;18670;11390;10993
MU;2605400;Feira Nova (PE);200;180;335;550;530;1323;200;200;624;522;522;858;334;314;1266
MU;2605459;Fernando de Noronha (PE);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;2605509;Ferreiros (PE);1254;1254;4384;1420;1420;6299;2752;2752;13275;3109;2609;14415;2559;2559;11022
MU;2605608;Flores (PE);19307;19297;6365;20367;2317;960;19290;6210;2923;14431;14431;5874;18408;14408;5499
MU;2605707;Floresta (PE);4445;1745;10426;4427;837;10063;4305;1305;6769;2275;2275;6390;2761;1661;8794
MU;2605806;Frei Miguelinho (PE);269;269;294;268;268;194;1104;54;232;280;280;224;1253;782;527
MU;2605905;Gameleira (PE);10287;10187;31562;20073;20073;62254;13013;13013;61699;9033;9033;34534;10350;10244;42315
MU;2606002;Garanhuns (PE);3920;3920;7441;1684;1684;5294;3689;1417;3865;3816;3496;7353;2470;2170;6095
MU;2606101;Glória do Goitá (PE);2300;2300;6665;2700;2700;8485;1800;1800;8822;1891;1876;7827;2030;2030;9179
MU;2606200;Goiana (PE);14313;14313;75462;14408;14408;76064;11509;11509;70773;12307;12307;62781;12161;12161;56428
MU;2606309;Granito (PE);260;120;148;400;160;66;242;-;-;1100;195;31;1400;500;68
MU;2606408;Gravatá (PE);480;480;5511;420;420;4930;1470;1470;6484;550;550;9828;675;675;8372
MU;2606507;Iati (PE);3759;3759;4272;3207;3207;4067;5458;4808;5217;4012;3562;3810;3405;1375;4302
MU;2606606;Ibimirim (PE);4790;4790;40662;2760;2760;23458;3150;2670;24987;1860;1860;18300;795;795;12457
MU;2606705;Ibirajuba (PE);1205;1205;420;1405;1405;607;2005;1405;1152;1900;1900;1551;2000;2000;328
MU;2606804;Igarassu (PE);8350;8350;27064;6740;6740;33840;5984;5984;34321;8040;8040;36260;6900;6900;32028
MU;2606903;Iguaracy (PE);5592;4205;1314;5614;64;350;4686;281;517;4261;2533;1147;4861;4860;1678
MU;2607000;Inajá (PE);4101;4101;33316;4120;3120;27810;4307;3327;31253;3355;2855;32577;2357;2357;42835
MU;2607109;Ingazeira (PE);3096;3087;711;3095;24;288;2035;170;235;2119;1639;361;2622;2621;738
MU;2607208;Ipojuca (PE);7070;7070;19697;8600;8580;46330;6520;6520;35237;8020;7520;34683;22854;22854;124512
MU;2607307;Ipubi (PE);9665;5510;10016;10225;4500;7146;11100;5250;6062;8937;3867;5533;13090;13090;13862
MU;2607406;Itacuruba (PE);75;50;597;50;50;658;85;65;882;65;65;1082;191;119;651
MU;2607505;Itaíba (PE);10000;10000;1170;5000;5000;123;11000;11000;74;11000;4200;420;2768;2768;2749
MU;2607604;Ilha de Itamaracá (PE);90;90;384;10;10;64;10;10;67;10;10;64;10;10;80
MU;2607653;Itambé (PE);15252;15252;57700;15252;15252;72367;15252;15252;77636;15232;15224;63596;15246;15246;51620
MU;2607703;Itapetim (PE);5044;5026;1108;8132;61;496;7615;4053;1539;5053;5043;2434;5254;5254;2794
MU;2607752;Itapissuma (PE);2344;2044;6163;1514;1514;7068;1520;1520;8730;1963;1663;7807;1882;1882;8804
MU;2607802;Itaquitinga (PE);9159;9159;34846;9157;9157;43446;3594;3594;14606;5270;5270;21416;5187;5187;22046
MU;2607901;Jaboatão dos Guararapes (PE);6160;6160;17725;6100;6100;27702;5100;5100;25231;5100;5100;23330;4699;4699;16398
MU;2607950;Jaqueira (PE);2260;2260;5010;3260;3260;11264;2883;2883;13089;3628;3628;15363;3461;3461;19626
MU;2608008;Jataúba (PE);536;536;82;536;47;46;506;26;14;536;530;158;536;-;-
MU;2608057;Jatobá (PE);1748;1748;606;1748;508;258;1750;900;495;1263;1113;673;544;244;1168
MU;2608107;João Alfredo (PE);1425;1425;2942;1385;1385;1311;1685;1685;3104;1413;1413;3279;1355;1225;2150
MU;2608206;Joaquim Nabuco (PE);3375;3375;8828;3440;3440;5930;3490;3490;13849;1240;1240;6147;1070;1070;5871
MU;2608255;Jucati (PE);7721;7721;9216;5916;5836;8513;7720;2645;9019;5754;4154;6635;4857;4557;3691
MU;2608305;Jupi (PE);9359;9359;10843;7323;2840;5866;7160;6445;10928;9013;8011;16009;4917;4917;7132
MU;2608404;Jurema (PE);350;350;980;350;350;840;4550;4500;8641;4210;4210;7688;3700;3700;1384
MU;2608453;Lagoa do Carro (PE);1000;1000;2914;1000;1000;3384;700;700;3640;734;734;2945;767;767;3276
MU;2608503;Lagoa de Itaenga (PE);1900;1900;4476;2000;1900;5810;2200;2200;12618;1645;1645;6127;2045;2045;9126
MU;2608602;Lagoa do Ouro (PE);1378;1378;1297;1353;1353;1847;956;53;124;368;342;1332;548;548;1000
MU;2608701;Lagoa dos Gatos (PE);1871;1871;1541;1319;934;1823;2554;2404;2178;2921;2911;12096;3403;3393;19365
MU;2608750;Lagoa Grande (PE);2187;2187;140132;4885;4885;130030;3925;2228;161055;6072;3835;189566;5531;3377;185048
MU;2608800;Lajedo (PE);5650;5650;9200;1000;1000;3888;1000;1000;1600;1925;1925;3923;1730;1730;1059
MU;2608909;Limoeiro (PE);3041;3041;5738;2281;2281;2269;3361;3361;12184;3107;3107;15915;3116;2976;11397
MU;2609006;Macaparana (PE);2857;2857;22218;3157;3157;23150;2857;2857;21876;3768;3755;20744;3692;3692;15005
MU;2609105;Machados (PE);6178;6178;17047;3173;3173;5274;3250;3247;24265;3531;3531;30820;3788;3778;34800
MU;2609154;Manari (PE);12500;12500;2550;7000;7000;499;13000;13000;4217;13000;7000;804;80;80;360
MU;2609204;Maraial (PE);1200;1200;2746;1173;1173;2960;1544;1544;6142;1578;1578;6091;1520;1520;5196
MU;2609303;Mirandiba (PE);207;117;311;117;117;186;1117;117;424;417;117;455;1169;737;2836
MU;2609402;Moreno (PE);13410;13410;37224;13200;13200;59230;8200;8200;44578;9200;9200;42162;9133;9133;31869
MU;2609501;Nazaré da Mata (PE);4800;4800;13392;5000;4800;15680;4000;4000;20856;4178;4178;14490;4138;4138;17791
MU;2609600;Olinda (PE);20;20;26;...;...;...;...;...;...;...;...;...;...;...;...
MU;2609709;Orobó (PE);2249;2249;3251;2287;2287;2321;2487;2473;10727;2269;2269;10644;2223;2118;7152
MU;2609808;Orocó (PE);2323;1736;25795;1938;1938;47425;2086;1348;36404;2046;1515;20213;2632;2031;47315
MU;2609907;Ouricuri (PE);22660;6608;2724;17700;2693;3157;23770;4750;3327;18295;1795;1272;18280;15780;3695
MU;2610004;Palmares (PE);6930;6930;16991;6860;6860;23925;9192;9192;40109;8784;8784;32853;2148;2148;9826
MU;2610103;Palmeirina (PE);348;348;738;379;379;1179;353;303;843;348;310;655;409;359;1170
MU;2610202;Panelas (PE);1496;1496;920;1288;838;1050;1273;673;884;1797;1787;1660;3703;3693;4698
MU;2610301;Paranatama (PE);3312;3312;2821;2352;2352;3491;1973;1502;1219;3637;3637;2763;2907;2057;1319
MU;2610400;Parnamirim (PE);193;83;1311;78;78;1702;1238;38;497;238;38;782;558;360;1737
MU;2610509;Passira (PE);7169;6939;5462;7134;7134;2830;4139;4126;9303;3875;3875;5958;3858;3478;5749
MU;2610608;Paudalho (PE);8600;8600;26028;8100;8100;26950;7500;7500;43016;8198;8198;38101;5068;5068;26652
MU;2610707;Paulista (PE);20;20;26;...;...;...;...;...;...;...;...;...;...;...;...
MU;2610806;Pedra (PE);2010;2000;432;2000;2000;49;2000;2000;14;2000;1200;110;2143;2143;3804
MU;2610905;Pesqueira (PE);4300;4300;4234;3150;3150;4093;4300;4300;4605;3680;3680;1127;1200;1200;331
MU;2611002;Petrolândia (PE);3688;3688;28079;3590;2280;25615;3503;2703;27398;2748;2648;22166;3363;2963;36719
MU;2611101;Petrolina (PE);19497;19482;644463;29077;29077;760544;26759;20139;925034;25500;20545;1025655;27875;22375;1355752
MU;2611200;Poção (PE);1170;1170;393;1120;1120;678;1170;1170;457;1170;1170;618;1720;1720;624
MU;2611309;Pombos (PE);1370;1370;6569;1370;1370;8033;1370;1370;6885;1370;1370;9589;1905;1905;18821
MU;2611408;Primavera (PE);7550;7550;23420;7570;7570;23430;3880;3880;22198;3829;3829;17506;6360;6360;27020
MU;2611507;Quipapá (PE);4304;4304;12797;4318;4318;14754;4300;4300;14870;2291;2291;10332;2260;2260;9125
MU;2611533;Quixaba (PE);3404;2488;817;4130;78;299;4330;690;477;4462;4460;1126;4662;4662;1839
MU;2611606;Recife (PE);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;2611705;Riacho das Almas (PE);831;831;1666;831;309;1748;660;338;1193;888;875;2635;1198;208;1472
MU;2611804;Ribeirão (PE);12842;12592;45836;12886;12636;40326;10896;10646;59922;10727;10727;34727;12970;12970;57378
MU;2611903;Rio Formoso (PE);9258;7551;27897;8900;7193;24991;7213;7193;39681;9460;7423;38590;10654;8904;44054
MU;2612000;Sairé (PE);8610;8610;23743;8610;8610;33902;8610;8610;36435;6117;6117;27824;455;455;2980
MU;2612109;Salgadinho (PE);257;257;103;252;252;34;1202;1202;1464;202;202;113;851;741;745
MU;2612208;Salgueiro (PE);104;44;897;44;44;1036;1106;106;1927;74;74;2390;501;167;1455
MU;2612307;Saloá (PE);6676;6676;8701;6674;6674;11603;6674;19;42;8490;5490;15412;3605;1490;5631
MU;2612406;Sanharó (PE);450;450;1260;450;450;1008;450;450;1050;2400;2400;3301;2700;2700;1443
MU;2612455;Santa Cruz (PE);12188;4568;1681;11000;2000;579;6590;2100;1461;13502;662;72;7530;3230;2075
MU;2612471;Santa Cruz da Baixa Verde (PE);2153;2153;1790;2125;865;405;2345;1405;1296;1564;1464;778;2900;2600;1660
MU;2612505;Santa Cruz do Capibaribe (PE);263;263;39;263;263;95;260;-;-;260;260;47;250;-;-
MU;2612554;Santa Filomena (PE);8655;2132;2700;8530;2218;1191;11506;3806;3335;8225;775;484;12805;4855;2596
MU;2612604;Santa Maria da Boa Vista (PE);5638;5478;122664;11911;8242;164582;9657;7445;237604;7275;7205;209905;10520;8608;375572
MU;2612703;Santa Maria do Cambucá (PE);750;750;632;800;300;44;1450;42;850;1400;1400;1239;1485;270;260
MU;2612802;Santa Terezinha (PE);3380;3370;1657;3063;49;283;3141;1568;960;3137;2574;1132;2990;2990;1265
MU;2612901;São Benedito do Sul (PE);1201;1201;3335;1672;1672;3616;1201;1201;7238;1006;1006;2858;435;435;2666
