mun;ano;estabelecimentos
Mg-Ibitiura de Minas;2016;12
Mg-Ibituruna;2016;6
Mg-Icarai de Minas;2016;0
Mg-Igarape;2016;82
Mg-Igaratinga;2016;114
Mg-Iguatama;2016;16
Mg-Ijaci;2016;18
Mg-Ilicinea;2016;26
Mg-Imbe de Minas;2016;2
Mg-Inconfidentes;2016;58
Mg-Indaiabira;2016;3
Mg-Indianopolis;2016;11
Mg-Ingai;2016;4
Mg-Inhapim;2016;26
Mg-Inhauma;2016;23
Mg-Inimutaba;2016;10
Mg-Ipaba;2016;13
Mg-Ipanema;2016;66
Mg-Ipatinga;2016;504
Mg-Ipiacu;2016;6
Mg-Ipuiuna;2016;22
Mg-Irai de Minas;2016;8
Mg-Itabira;2016;188
Mg-Itabirinha;2016;14
Mg-Itabirito;2016;124
Mg-Itacambira;2016;1
Mg-Itacarambi;2016;14
Mg-Itaguara;2016;51
Mg-Itaipe;2016;1
Mg-Itajuba;2016;265
Mg-Itamarandiba;2016;41
Mg-Itamarati de Minas;2016;11
Mg-Itambacuri;2016;15
Mg-Itambe do Mato Dentro;2016;2
Mg-Itamogi;2016;21
Mg-Itamonte;2016;60
Mg-Itanhandu;2016;59
Mg-Itanhomi;2016;8
Mg-Itaobim;2016;37
Mg-Itapagipe;2016;20
Mg-Itapecerica;2016;59
Mg-Itapeva;2016;24
Mg-Itatiaiucu;2016;32
Mg-Itau de Minas;2016;53
Mg-Itauna;2016;369
Mg-Itaverava;2016;6
Mg-Itinga;2016;22
Mg-Itueta;2016;14
Mg-Ituiutaba;2016;181
Mg-Itumirim;2016;4
Mg-Iturama;2016;57
Mg-Itutinga;2016;3
Mg-Jaboticatubas;2016;38
Mg-Jacinto;2016;3
Mg-Jacui;2016;18
Mg-Jacutinga;2016;321
Mg-Jaguaracu;2016;3
Mg-Jaiba;2016;20
Mg-Jampruca;2016;6
Mg-Janauba;2016;124
Mg-Januaria;2016;64
Mg-Japaraiba;2016;15
Mg-Japonvar;2016;2
Mg-Jeceaba;2016;12
Mg-Jenipapo de Minas;2016;2
Mg-Jequeri;2016;16
Mg-Jequitai;2016;1
Mg-Jequitiba;2016;7
Mg-Jequitinhonha;2016;14
Mg-Jesuania;2016;9
Mg-Joaima;2016;12
Mg-Joanesia;2016;0
Mg-Joao Monlevade;2016;159
Mg-Joao Pinheiro;2016;96
Mg-Joaquim Felicio;2016;7
Mg-Jordania;2016;1
Mg-Jose Goncalves de Minas;2016;0
Mg-Jose Raydan;2016;6
Mg-Josenopolis;2016;0
Mg-Nova Uniao;2016;13
Mg-Juatuba;2016;45
Mg-Juiz de Fora;2016;1390
Mg-Juramento;2016;1
Mg-Juruaia;2016;159
Mg-Juvenilia;2016;1
Mg-Ladainha;2016;2
Mg-Lagamar;2016;11
Mg-Lagoa da Prata;2016;199
Mg-Lagoa dos Patos;2016;1
Mg-Lagoa Dourada;2016;27
Mg-Lagoa Formosa;2016;54
Mg-Lagoa Grande;2016;13
Mg-Lagoa Santa;2016;138
Mg-Lajinha;2016;22
Mg-Lambari;2016;64
Mg-Lamim;2016;3
Mg-Laranjal;2016;15
Mg-Lassance;2016;4
Mg-Lavras;2016;218
Mg-Leandro Ferreira;2016;9
Mg-Leme do Prado;2016;2
Mg-Leopoldina;2016;110
Mg-Liberdade;2016;9
Mg-Lima Duarte;2016;35
Mg-Limeira do Oeste;2016;6
Mg-Lontra;2016;0
Mg-Luisburgo;2016;4
Mg-Luislandia;2016;2
Mg-Luminarias;2016;19
Mg-Luz;2016;67
Mg-Machacalis;2016;3
Mg-Machado;2016;134
Mg-Madre de Deus de Minas;2016;7
Mg-Malacacheta;2016;13
Mg-Mamonas;2016;3
Mg-Manga;2016;12
Mg-Manhuacu;2016;195
Mg-Manhumirim;2016;32
Mg-Mantena;2016;61
Mg-Maravilhas;2016;32
Mg-Mar de Espanha;2016;148
Mg-Maria da Fe;2016;31
Mg-Mariana;2016;73
Mg-Marilac;2016;2
Mg-Mario Campos;2016;18
Mg-Maripa de Minas;2016;17
Mg-Marlieria;2016;4
Mg-Marmelopolis;2016;8
Mg-Martinho Campos;2016;61
Mg-Martins Soares;2016;7
Mg-Mata Verde;2016;3
Mg-Materlandia;2016;1
Mg-Mateus Leme;2016;70
Mg-Matias Barbosa;2016;39
Mg-Matias Cardoso;2016;3
Mg-Matipo;2016;17
Mg-Mato Verde;2016;15
Mg-Matozinhos;2016;145
Mg-Matutina;2016;7
Mg-Medeiros;2016;1
Mg-Medina;2016;31
Mg-Mendes Pimentel;2016;4
Mg-Merces;2016;24
Mg-Mesquita;2016;0
Mg-Minas Novas;2016;20
Mg-Minduri;2016;4
Mg-Mirabela;2016;4
Mg-Miradouro;2016;10
Mg-Mirai;2016;42
Mg-Miravania;2016;0
Mg-Moeda;2016;9
Mg-Moema;2016;23
Mg-Monjolos;2016;3
Mg-Monsenhor Paulo;2016;31
Mg-Montalvania;2016;6
Mg-Monte Alegre de Minas;2016;32
Mg-Monte Azul;2016;22
Mg-Monte Belo;2016;41
Mg-Monte Carmelo;2016;169
Mg-Monte Formoso;2016;2
Mg-Monte Santo de Minas;2016;66
Mg-Montes Claros;2016;637
Mg-Monte Siao;2016;621
Mg-Montezuma;2016;2
Mg-Morada Nova de Minas;2016;14
Mg-Morro da Garca;2016;1
Mg-Morro do Pilar;2016;3
Mg-Munhoz;2016;10
Mg-Muriae;2016;555
Mg-Mutum;2016;41
Mg-Muzambinho;2016;86
Mg-Nacip Raydan;2016;1
Mg-Nanuque;2016;59
Mg-Naque;2016;0
Mg-Natalandia;2016;2
Mg-Natercia;2016;12
Mg-Nazareno;2016;14
Mg-Nepomuceno;2016;31
Mg-Ninheira;2016;4
Mg-Nova Belem;2016;0
Mg-Nova Era;2016;27
Mg-Nova Lima;2016;251
Mg-Nova Modica;2016;5
Mg-Nova Ponte;2016;31
Mg-Nova Porteirinha;2016;12
Mg-Nova Resende;2016;33
Mg-Nova Serrana;2016;1103
Mg-Novo Cruzeiro;2016;5
Mg-Novo Oriente de Minas;2016;5
Mg-Novorizonte;2016;2
Mg-Olaria;2016;1
Mg-Olhos-D Agua;2016;4
Mg-Olimpio Noronha;2016;4
Mg-Oliveira;2016;128
Mg-Oliveira Fortes;2016;6
Mg-Onca de Pitangui;2016;5
Mg-Oratorios;2016;8
Mg-Orizania;2016;3
Mg-Ouro Branco;2016;81
Mg-Ouro Fino;2016;151
Mg-Ouro Preto;2016;111
Mg-Ouro Verde de Minas;2016;1
Mg-Padre Carvalho;2016;3
Mg-Padre Paraiso;2016;17
Mg-Paineiras;2016;7
Mg-Pains;2016;62
Mg-Pai Pedro;2016;1
Mg-Paiva;2016;1
Mg-Palma;2016;16
Mg-Palmopolis;2016;0
Mg-Papagaios;2016;168
Mg-Paracatu;2016;147
Mg-Para de Minas;2016;339
Mg-Paraguacu;2016;99
Mg-Paraisopolis;2016;43
Mg-Paraopeba;2016;91
Mg-Passabem;2016;1
Mg-Passa Quatro;2016;47
Mg-Passa Tempo;2016;17
Mg-Passa-Vinte;2016;1
Mg-Passos;2016;395
Mg-Patis;2016;1
Mg-Patos de Minas;2016;502
Mg-Patrocinio;2016;251
Mg-Patrocinio do Muriae;2016;24
Mg-Paula Candido;2016;10
Mg-Paulistas;2016;7
Mg-Pavao;2016;9
Mg-Pecanha;2016;10
Mg-Pedra Azul;2016;12
Mg-Pedra Bonita;2016;2
Mg-Pedra do Anta;2016;1
Mg-Pedra do Indaia;2016;14
Mg-Pedra Dourada;2016;4
Mg-Pedralva;2016;28
Mg-Pedras de Maria da Cruz;2016;0
Mg-Pedrinopolis;2016;2
Mg-Pedro Leopoldo;2016;203
Mg-Pedro Teixeira;2016;1
Mg-Pequeri;2016;17
Mg-Pequi;2016;13
Mg-Perdigao;2016;138
Mg-Perdizes;2016;35
Mg-Perdoes;2016;75
Mg-Periquito;2016;6
Mg-Pescador;2016;0
Mg-Piau;2016;5
Mg-Piedade de Caratinga;2016;9
Mg-Piedade de Ponte Nova;2016;3
Mg-Piedade do Rio Grande;2016;4
Mg-Piedade dos Gerais;2016;9
Mg-Pimenta;2016;19
Mg-Pingo-D Agua;2016;4
Mg-Pintopolis;2016;1
Mg-Piracema;2016;17
Mg-Pirajuba;2016;5
Mg-Piranga;2016;22
Mg-Pirangucu;2016;18
Mg-Piranguinho;2016;33
Mg-Pirapetinga;2016;15
Mg-Pirapora;2016;77
Mg-Pirauba;2016;76
Mg-Pitangui;2016;106
Mg-Piumhi;2016;119
Mg-Planura;2016;12
Mg-Poco Fundo;2016;58
Mg-Pocos de Caldas;2016;451
Mg-Pocrane;2016;5
Mg-Pompeu;2016;83
Mg-Ponte Nova;2016;128
Mg-Ponto Chique;2016;1
Mg-Ponto dos Volantes;2016;5
Mg-Porteirinha;2016;31
Mg-Porto Firme;2016;11
Mg-Pote;2016;17
Mg-Pouso Alegre;2016;451
Mg-Pouso Alto;2016;26
Mg-Prados;2016;65
Mg-Prata;2016;45
Mg-Pratapolis;2016;34
Mg-Pratinha;2016;4
Mg-Presidente Bernardes;2016;5
Mg-Presidente Juscelino;2016;4
Mg-Presidente Kubitschek;2016;2
Mg-Presidente Olegario;2016;28
Mg-Alto Jequitiba;2016;14
Mg-Prudente de Morais;2016;25
Mg-Quartel Geral;2016;7
Mg-Queluzito;2016;0
Mg-Raposos;2016;11
Mg-Raul Soares;2016;45
Mg-Recreio;2016;24
Mg-Reduto;2016;12
Mg-Resende Costa;2016;63
Mg-Resplendor;2016;22
Mg-Ressaquinha;2016;6
Mg-Riachinho;2016;4
Mg-Riacho dos Machados;2016;3
Mg-Ribeirao das Neves;2016;258
Mg-Ribeirao Vermelho;2016;14
Mg-Rio Acima;2016;15
Mg-Rio Casca;2016;31
Mg-Rio Doce;2016;1
Mg-Rio do Prado;2016;0
Mg-Rio Espera;2016;4
Mg-Rio Manso;2016;22
Mg-Rio Novo;2016;20
Mg-Rio Paranaiba;2016;29
Mg-Rio Pardo de Minas;2016;14
Mg-Rio Piracicaba;2016;15
Mg-Rio Pomba;2016;86
Mg-Rio Preto;2016;10
Mg-Rio Vermelho;2016;7
Mg-Ritapolis;2016;9
Mg-Rochedo de Minas;2016;10
Mg-Rodeiro;2016;72
Mg-Romaria;2016;7
Mg-Rosario da Limeira;2016;15
Mg-Rubelita;2016;5
Mg-Rubim;2016;4
Mg-Sabara;2016;173
Mg-Sabinopolis;2016;15
Mg-Sacramento;2016;101
Mg-Salinas;2016;83
Mg-Salto da Divisa;2016;6
Mg-Santa Barbara;2016;46
Mg-Santa Barbara do Leste;2016;4
Mg-Santa Barbara do Monte Verde;2016;4
Mg-Santa Barbara do Tugurio;2016;6
Mg-Santa Cruz de Minas;2016;73
Mg-Santa Cruz de Salinas;2016;1
Mg-Santa Cruz do Escalvado;2016;2
Mg-Santa Efigenia de Minas;2016;1
Mg-Santa Fe de Minas;2016;0
Mg-Santa Helena de Minas;2016;0
Mg-Santa Juliana;2016;14
Mg-Santa Luzia;2016;300
Mg-Santa Margarida;2016;5
Mg-Santa Maria de Itabira;2016;12
Mg-Santa Maria do Salto;2016;0
Mg-Santa Maria do Suacui;2016;12
Mg-Santana da Vargem;2016;16
Mg-Santana de Cataguases;2016;15
Mg-Santana de Pirapama;2016;9
Mg-Santana do Deserto;2016;8
Mg-Santana do Garambeu;2016;0
Mg-Santana do Jacare;2016;12
Mg-Santana do Manhuacu;2016;6
Mg-Santana do Paraiso;2016;87
Mg-Santana do Riacho;2016;4
Mg-Santana dos Montes;2016;5
Mg-Santa Rita de Caldas;2016;24
Mg-Santa Rita de Jacutinga;2016;11
Mg-Santa Rita de Minas;2016;9
Mg-Santa Rita de Ibitipoca;2016;5
Mg-Santa Rita do Itueto;2016;5
Mg-Santa Rita do Sapucai;2016;251
Mg-Santa Rosa da Serra;2016;2
Mg-Santa Vitoria;2016;30
Mg-Santo Antonio do Amparo;2016;25
Mg-Santo Antonio do Aventureiro;2016;4
Mg-Santo Antonio do Grama;2016;3
Mg-Santo Antonio do Itambe;2016;1
Mg-Santo Antonio do Jacinto;2016;3
Mg-Santo Antonio do Monte;2016;136
Mg-Santo Antonio do Retiro;2016;0
Mg-Santo Antonio do Rio Abaixo;2016;0
Mg-Santo Hipolito;2016;1
Mg-Santos Dumont;2016;79
Mg-Sao Bento Abade;2016;4
Mg-Sao Bras do Suacui;2016;7
Mg-Sao Domingos das Dores;2016;3
Mg-Sao Domingos do Prata;2016;32
Mg-Sao Felix de Minas;2016;2
Mg-Sao Francisco;2016;18
Mg-Sao Francisco de Paula;2016;9
Mg-Sao Francisco de Sales;2016;10
Mg-Sao Francisco do Gloria;2016;3
Mg-Sao Geraldo;2016;46
Mg-Sao Geraldo da Piedade;2016;1
Mg-Sao Geraldo do Baixio;2016;3
Mg-Sao Goncalo do Abaete;2016;7
Mg-Sao Goncalo do Para;2016;60
Mg-Sao Goncalo do Rio Abaixo;2016;29
Mg-Sao Goncalo do Sapucai;2016;64
Mg-Sao Gotardo;2016;76
Mg-Sao Joao Batista do Gloria;2016;12
Mg-Sao Joao da Lagoa;2016;2
Mg-Sao Joao da Mata;2016;6
Mg-Sao Joao da Ponte;2016;3
Mg-Sao Joao das Missoes;2016;0
Mg-Sao Joao Del Rei;2016;240
Mg-Sao Joao do Manhuacu;2016;6
Mg-Sao Joao do Manteninha;2016;48
Mg-Sao Joao do Oriente;2016;18
Mg-Sao Joao do Pacui;2016;1
Mg-Sao Joao do Paraiso;2016;28
Mg-Sao Joao Evangelista;2016;18
Mg-Sao Joao Nepomuceno;2016;186
Mg-Sao Joaquim de Bicas;2016;76
Mg-Sao Jose da Barra;2016;16
Mg-Sao Jose da Lapa;2016;70
Mg-Sao Jose da Safira;2016;11
Mg-Sao Jose da Varginha;2016;3
Mg-Sao Jose do Alegre;2016;7
Mg-Sao Jose do Divino;2016;2
Mg-Sao Jose do Goiabal;2016;7
Mg-Sao Jose do Jacuri;2016;5
Mg-Sao Jose do Mantimento;2016;1
Mg-Sao Lourenco;2016;132
Mg-Sao Miguel do Anta;2016;8
Mg-Sao Pedro da Uniao;2016;11
Mg-Sao Pedro dos Ferros;2016;10
Mg-Sao Pedro do Suacui;2016;3
Mg-Sao Romao;2016;1
Mg-Sao Roque de Minas;2016;18
Mg-Sao Sebastiao da Bela Vista;2016;23
Mg-Sao Sebastiao da Vargem Alegre;2016;1
Mg-Sao Sebastiao do Anta;2016;2
Mg-Sao Sebastiao do Maranhao;2016;6
Mg-Sao Sebastiao do Oeste;2016;33
Mg-Sao Sebastiao do Paraiso;2016;232
Mg-Sao Sebastiao do Rio Preto;2016;2
Mg-Sao Sebastiao do Rio Verde;2016;8
Mg-Sao Tiago;2016;73
Mg-Sao Tomas de Aquino;2016;16
Mg-Sao Thome das Letras;2016;80
Mg-Sao Vicente de Minas;2016;24
Mg-Sapucai-Mirim;2016;27
Mg-Sardoa;2016;2
Mg-Sarzedo;2016;66
Mg-Setubinha;2016;3
Mg-Sem-Peixe;2016;0
Mg-Senador Amaral;2016;4
Mg-Senador Cortes;2016;7
Mg-Senador Firmino;2016;12
Mg-Senador Jose Bento;2016;3
Mg-Senador Modestino Goncalves;2016;3
Mg-Senhora de Oliveira;2016;8
Mg-Senhora do Porto;2016;1
Mg-Senhora dos Remedios;2016;5
Mg-Sericita;2016;4
Mg-Seritinga;2016;4
Mg-Serra Azul de Minas;2016;1
Mg-Serra da Saudade;2016;0
Mg-Serra dos Aimores;2016;3
Mg-Serra do Salitre;2016;17
Mg-Serrania;2016;19
Mg-Serranopolis de Minas;2016;1
Mg-Serranos;2016;1
Mg-Serro;2016;21
Mg-Sete Lagoas;2016;597
Mg-Silveirania;2016;1
Mg-Silvianopolis;2016;18
Mg-Simao Pereira;2016;6
Mg-Simonesia;2016;11
Mg-Sobralia;2016;3
Mg-Soledade de Minas;2016;18
Mg-Tabuleiro;2016;14
Mg-Taiobeiras;2016;92
Mg-Taparuba;2016;8
Mg-Tapira;2016;4
Mg-Tapirai;2016;2
Mg-Taquaracu de Minas;2016;6
Mg-Tarumirim;2016;25
Mg-Teixeiras;2016;25
Mg-Teofilo Otoni;2016;207
Mg-Timoteo;2016;199
Mg-Tiradentes;2016;47
Mg-Tiros;2016;9
Mg-Tocantins;2016;84
Mg-Tocos do Moji;2016;3
Mg-Toledo;2016;12
Mg-Tombos;2016;21
Mg-Tres Coracoes;2016;166
Mg-Tres Marias;2016;55
Mg-Tres Pontas;2016;151
Mg-Tumiritinga;2016;5
Mg-Tupaciguara;2016;45
Mg-Turmalina;2016;48
Mg-Turvolandia;2016;10
Mg-Uba;2016;550
Mg-Ubai;2016;1
Mg-Ubaporanga;2016;20
Mg-Uberaba;2016;883
Mg-Uberlandia;2016;1636
Mg-Umburatiba;2016;3
Mg-Unai;2016;166
Mg-Uniao de Minas;2016;2
Mg-Uruana de Minas;2016;1
Mg-Urucania;2016;14
Mg-Urucuia;2016;1
Mg-Vargem Alegre;2016;9
Mg-Vargem Bonita;2016;4
Mg-Vargem Grande do Rio Pardo;2016;2
Mg-Varginha;2016;443
Mg-Varjao de Minas;2016;5
Mg-Varzea da Palma;2016;56
Mg-Varzelandia;2016;3
Mg-Vazante;2016;52
Mg-Verdelandia;2016;1
Mg-Veredinha;2016;4
Mg-Verissimo;2016;8
Mg-Vermelho Novo;2016;4
Mg-Vespasiano;2016;177
Mg-Vicosa;2016;219
Mg-Vieiras;2016;2
Mg-Mathias Lobato;2016;0
Mg-Virgem da Lapa;2016;9
Mg-Virginia;2016;19
Mg-Virginopolis;2016;12
Mg-Virgolandia;2016;0
Mg-Visconde do Rio Branco;2016;161
Mg-Volta Grande;2016;7
Mg-Wenceslau Braz;2016;7
Mg-Abadia dos Dourados;2017;37
Mg-Abaete;2017;56
Mg-Abre Campo;2017;24
Mg-Acaiaca;2017;8
Mg-Acucena;2017;3
Mg-Agua Boa;2017;8
Mg-Agua Comprida;2017;1
Mg-Aguanil;2017;14
Mg-Aguas Formosas;2017;12
Mg-Aguas Vermelhas;2017;7
Mg-Aimores;2017;35
Mg-Aiuruoca;2017;13
Mg-Alagoa;2017;3
Mg-Albertina;2017;8
Mg-Alem Paraiba;2017;47
Mg-Alfenas;2017;212
Mg-Alfredo Vasconcelos;2017;10
Mg-Almenara;2017;49
Mg-Alpercata;2017;9
Mg-Alpinopolis;2017;63
Mg-Alterosa;2017;28
Mg-Alto Caparao;2017;2
Mg-Alto Rio Doce;2017;14
Mg-Alvarenga;2017;1
Mg-Alvinopolis;2017;34
Mg-Alvorada de Minas;2017;0
Mg-Amparo do Serra;2017;2
Mg-Andradas;2017;199
Mg-Cachoeira de Pajeu;2017;5
Mg-Andrelandia;2017;20
Mg-Angelandia;2017;3
Mg-Antonio Carlos;2017;16
Mg-Antonio Dias;2017;7
Mg-Antonio Prado de Minas;2017;0
Mg-Aracai;2017;1
Mg-Aracitaba;2017;1
Mg-Aracuai;2017;53
Mg-Araguari;2017;315
Mg-Arantina;2017;7
Mg-Araponga;2017;8
Mg-Arapora;2017;8
Mg-Arapua;2017;2
Mg-Araujos;2017;91
Mg-Araxa;2017;235
Mg-Arceburgo;2017;30
Mg-Arcos;2017;182
Mg-Areado;2017;43
Mg-Argirita;2017;4
Mg-Aricanduva;2017;0
Mg-Arinos;2017;12
Mg-Astolfo Dutra;2017;111
Mg-Ataleia;2017;4
Mg-Augusto de Lima;2017;3
Mg-Baependi;2017;87
Mg-Baldim;2017;19
Mg-Bambui;2017;51
Mg-Bandeira;2017;1
Mg-Bandeira do Sul;2017;23
Mg-Barao de Cocais;2017;49
Mg-Barao de Monte Alto;2017;2
Mg-Barbacena;2017;211
Mg-Barra Longa;2017;6
Mg-Barroso;2017;44
Mg-Bela Vista de Minas;2017;7
Mg-Belmiro Braga;2017;7
Mg-Belo Horizonte;2017;5206
Mg-Belo Oriente;2017;16
Mg-Belo Vale;2017;11
Mg-Berilo;2017;5
Mg-Bertopolis;2017;1
Mg-Berizal;2017;7
Mg-Betim;2017;806
Mg-Bias Fortes;2017;2
Mg-Bicas;2017;78
Mg-Biquinhas;2017;2
Mg-Boa Esperanca;2017;104
Mg-Bocaina de Minas;2017;6
Mg-Bocaiuva;2017;81
Mg-Bom Despacho;2017;167
Mg-Bom Jardim de Minas;2017;13
Mg-Bom Jesus da Penha;2017;3
Mg-Bom Jesus do Amparo;2017;9
Mg-Bom Jesus do Galho;2017;6
Mg-Bom Repouso;2017;8
Mg-Bom Sucesso;2017;32
Mg-Bonfim;2017;17
Mg-Bonfinopolis de Minas;2017;9
Mg-Bonito de Minas;2017;0
Mg-Borda da Mata;2017;135
Mg-Botelhos;2017;27
Mg-Botumirim;2017;2
Mg-Brasilandia de Minas;2017;21
Mg-Brasilia de Minas;2017;18
Mg-Bras Pires;2017;5
Mg-Braunas;2017;2
Mg-Brazopolis;2017;24
Mg-Brumadinho;2017;64
Mg-Bueno Brandao;2017;17
Mg-Buenopolis;2017;10
Mg-Bugre;2017;1
Mg-Buritis;2017;19
Mg-Buritizeiro;2017;17
Mg-Cabeceira Grande;2017;4
Mg-Cabo Verde;2017;19
Mg-Cachoeira da Prata;2017;15
Mg-Cachoeira de Minas;2017;41
Mg-Cachoeira Dourada;2017;1
Mg-Caetanopolis;2017;43
Mg-Caete;2017;64
Mg-Caiana;2017;5
Mg-Cajuri;2017;6
Mg-Caldas;2017;51
Mg-Camacho;2017;3
Mg-Camanducaia;2017;66
Mg-Cambui;2017;138
Mg-Cambuquira;2017;21
Mg-Campanario;2017;4
Mg-Campanha;2017;84
Mg-Campestre;2017;61
Mg-Campina Verde;2017;33
Mg-Campo Azul;2017;1
Mg-Campo Belo;2017;230
Mg-Campo do Meio;2017;36
Mg-Campo Florido;2017;10
Mg-Campos Altos;2017;23
Mg-Campos Gerais;2017;42
Mg-Canaa;2017;4
Mg-Canapolis;2017;12
Mg-Cana Verde;2017;6
Mg-Candeias;2017;40
Mg-Cantagalo;2017;5
Mg-Caparao;2017;5
Mg-Capela Nova;2017;4
Mg-Capelinha;2017;81
Mg-Capetinga;2017;18
Mg-Capim Branco;2017;17
Mg-Capinopolis;2017;23
Mg-Capitao Andrade;2017;2
Mg-Capitao Eneas;2017;7
Mg-Capitolio;2017;28
Mg-Caputira;2017;7
Mg-Carai;2017;10
Mg-Caranaiba;2017;1
Mg-Carandai;2017;53
Mg-Carangola;2017;60
Mg-Caratinga;2017;169
Mg-Carbonita;2017;9
Mg-Careacu;2017;19
Mg-Carlos Chagas;2017;13
Mg-Carmesia;2017;2
Mg-Carmo da Cachoeira;2017;7
Mg-Carmo da Mata;2017;37
Mg-Carmo de Minas;2017;23
Mg-Carmo do Cajuru;2017;151
Mg-Carmo do Paranaiba;2017;87
Mg-Carmo do Rio Claro;2017;69
Mg-Carmopolis de Minas;2017;82
Mg-Carneirinho;2017;18
Mg-Carrancas;2017;6
Mg-Carvalhopolis;2017;10
Mg-Carvalhos;2017;11
Mg-Casa Grande;2017;2
Mg-Cascalho Rico;2017;7
Mg-Cassia;2017;68
Mg-Conceicao da Barra de Minas;2017;3
Mg-Cataguases;2017;191
Mg-Catas Altas;2017;6
Mg-Catas Altas da Noruega;2017;2
Mg-Catuji;2017;1
Mg-Catuti;2017;0
Mg-Caxambu;2017;44
Mg-Cedro do Abaete;2017;0
Mg-Central de Minas;2017;6
Mg-Centralina;2017;7
Mg-Chacara;2017;7
Mg-Chale;2017;5
Mg-Chapada do Norte;2017;6
Mg-Chapada Gaucha;2017;5
Mg-Chiador;2017;1
Mg-Cipotanea;2017;6
Mg-Claraval;2017;9
Mg-Claro dos Pocoes;2017;4
Mg-Claudio;2017;192
Mg-Coimbra;2017;21
Mg-Coluna;2017;7
Mg-Comendador Gomes;2017;0
Mg-Comercinho;2017;4
Mg-Conceicao da Aparecida;2017;14
Mg-Conceicao das Pedras;2017;3
Mg-Conceicao das Alagoas;2017;29
Mg-Conceicao de Ipanema;2017;0
Mg-Conceicao do Mato Dentro;2017;21
Mg-Conceicao do Para;2017;23
Mg-Conceicao do Rio Verde;2017;32
Mg-Conceicao dos Ouros;2017;137
Mg-Conego Marinho;2017;0
Mg-Confins;2017;18
Mg-Congonhal;2017;51
Mg-Congonhas;2017;56
Mg-Congonhas do Norte;2017;3
Mg-Conquista;2017;14
Mg-Conselheiro Lafaiete;2017;191
Mg-Conselheiro Pena;2017;32
Mg-Consolacao;2017;3
Mg-Contagem;2017;1964
Mg-Coqueiral;2017;30
Mg-Coracao de Jesus;2017;13
Mg-Cordisburgo;2017;6
Mg-Cordislandia;2017;7
Mg-Corinto;2017;47
Mg-Coroaci;2017;3
Mg-Coromandel;2017;83
Mg-Coronel Fabriciano;2017;184
Mg-Coronel Murta;2017;16
Mg-Coronel Pacheco;2017;7
Mg-Coronel Xavier Chaves;2017;8
Mg-Corrego Danta;2017;3
Mg-Corrego do Bom Jesus;2017;6
Mg-Corrego Fundo;2017;91
Mg-Corrego Novo;2017;1
Mg-Couto de Magalhaes de Minas;2017;4
Mg-Crisolita;2017;0
Mg-Cristais;2017;91
Mg-Cristalia;2017;1
Mg-Cristiano Otoni;2017;16
Mg-Cristina;2017;63
Mg-Crucilandia;2017;9
Mg-Cruzeiro da Fortaleza;2017;5
Mg-Cruzilia;2017;82
Mg-Cuparaque;2017;2
Mg-Curral de Dentro;2017;8
Mg-Curvelo;2017;160
Mg-Datas;2017;8
Mg-Delfim Moreira;2017;14
Mg-Delfinopolis;2017;3
Mg-Delta;2017;19
Mg-Descoberto;2017;43
Mg-Desterro de Entre Rios;2017;7
Mg-Desterro do Melo;2017;3
Mg-Diamantina;2017;83
Mg-Diogo de Vasconcelos;2017;0
Mg-Dionisio;2017;9
Mg-Divinesia;2017;17
Mg-Divino;2017;25
Mg-Divino das Laranjeiras;2017;4
Mg-Divinolandia de Minas;2017;6
Mg-Divinopolis;2017;1202
Mg-Divisa Alegre;2017;5
Mg-Divisa Nova;2017;11
Mg-Divisopolis;2017;1
Mg-Dom Bosco;2017;2
Mg-Dom Cavati;2017;8
Mg-Dom Joaquim;2017;2
Mg-Dom Silverio;2017;25
Mg-Dom Vicoso;2017;2
Mg-Dona Eusebia;2017;22
Mg-Dores de Campos;2017;147
Mg-Dores de Guanhaes;2017;8
Mg-Dores do Indaia;2017;48
Mg-Dores do Turvo;2017;9
Mg-Doresopolis;2017;5
Mg-Douradoquara;2017;3
Mg-Durande;2017;3
Mg-Eloi Mendes;2017;61
Mg-Engenheiro Caldas;2017;29
Mg-Engenheiro Navarro;2017;3
Mg-Entre Folhas;2017;3
Mg-Entre Rios de Minas;2017;27
Mg-Ervalia;2017;56
Mg-Esmeraldas;2017;102
Mg-Espera Feliz;2017;39
Mg-Espinosa;2017;75
Mg-Espirito Santo do Dourado;2017;11
Mg-Estiva;2017;26
Mg-Estrela Dalva;2017;0
Mg-Estrela do Indaia;2017;4
Mg-Estrela do Sul;2017;10
Mg-Eugenopolis;2017;48
Mg-Ewbank da Camara;2017;11
Mg-Extrema;2017;156
Mg-Fama;2017;2
Mg-Faria Lemos;2017;8
Mg-Felicio dos Santos;2017;2
Mg-Sao Goncalo do Rio Preto;2017;6
Mg-Felisburgo;2017;4
Mg-Felixlandia;2017;17
Mg-Fernandes Tourinho;2017;0
Mg-Ferros;2017;10
Mg-Fervedouro;2017;14
Mg-Florestal;2017;16
Mg-Formiga;2017;332
Mg-Formoso;2017;1
Mg-Fortaleza de Minas;2017;3
Mg-Fortuna de Minas;2017;12
Mg-Francisco Badaro;2017;3
Mg-Francisco Dumont;2017;2
Mg-Francisco Sa;2017;15
Mg-Franciscopolis;2017;16
Mg-Frei Gaspar;2017;1
Mg-Frei Inocencio;2017;3
Mg-Frei Lagonegro;2017;0
Mg-Fronteira;2017;15
Mg-Fronteira dos Vales;2017;0
